,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Description,T.8Nve.Sp.OT1#3,T.8Nve.Sp.OT1#4,T.8Nve.Sp.OT1#5,T.8Eff.Sp.OT1.d5.VSVOva#1,T.8Eff.Sp.OT1.d5.VSVOva#2,T.8Eff.Sp.OT1.d5.VSVOva#4,T.8Eff.Sp.OT1.d6.VSVOva#1,T.8Eff.Sp.OT1.d6.VSVOva#3,T.8Eff.Sp.OT1.d6.VSVOva#4,T.8Eff.Sp.OT1.d8.VSVOva#2,T.8Eff.Sp.OT1.d8.VSVOva#3,T.8Eff.Sp.OT1.d8.VSVOva#4,T.8Eff.Sp.OT1.d15.VSVOva#3,T.8Eff.Sp.OT1.d15.VSVOva#4,T.8Mem.Sp.OT1.d45.VSVOva#1,T.8Mem.Sp.OT1.d45.VSVOva#2,T.8Mem.Sp.OT1.d45.VSVOva#3,T.8Mem.Sp.OT1.d106.VSVOva#2,T.8Mem.Sp.OT1.d106.VSVOva#3,T.8Eff.Sp.OT1.12hr.LisOva#1,T.8Eff.Sp.OT1.24hr.LisOva#1,T.8Eff.Sp.OT1.24hr.LisOva#2,T.8Eff.Sp.OT1.48hr.LisOva#1,T.8Eff.Sp.OT1.d6.LisOva#1,T.8Eff.Sp.OT1.d6.LisOva#2,T.8Eff.Sp.OT1.d6.LisOva#3,T.8Eff.Sp.OT1.d8.LisOva#1,T.8Eff.Sp.OT1.d8.LisOva#2,T.8Eff.Sp.OT1.d8.LisOva#3,T.8Eff.Sp.OT1.d10.LisOva#1,T.8Eff.Sp.OT1.d10.LisOva#2,T.8Eff.Sp.OT1.d10.LisOva#3,T.8Eff.Sp.OT1.d15.LisOva#1,T.8Eff.Sp.OT1.d15.LisOva#2,T.8Eff.Sp.OT1.d15.LisOva#3,T.8Mem.Sp.OT1.d45.LisOva#1,T.8Mem.Sp.OT1.d45.LisOva#3,T.8Mem.Sp.OT1.d100.LisOva#1,T.8Mem.Sp.OT1.d100.LisOva#3,T.8Mem.Sp.OT1.d100.LisOva#4,T.8Eff.Sp.tet.d8.LisOva#1,T.8Eff.Sp.tet.d8.LisOva#2,T.8Eff.Sp.tet.d45.LisOva#1,T.8Eff.Sp.tet.d45.LisOva#2
,10467653,Rrp12,362.4953,409.3618,374.8801,255.117,261.2889,258.3851,152.7532,135.8189,175.5195,169.1564,141.8165,179.5642,197.5454,195.338,253.387,212.2206,219.8476,223.5677,164.7009,962.7506,762.3135,855.0751,740.7792,253.1877,180.1773,203.4101,159.6878,149.1569,192.9246,185.3287,192.4744,139.5807,182.8258,177.5468,201.0562,234.6924,240.3916,248.2517,240.3427,232.3452,116.4331,165.2994,206.3208,180.942
,10468531,Nutf2,926.4314,1138.7546,1237.876,1009.1299,1213.8253,1031.6353,476.9457,444.0753,597.1591,349.7155,388.0605,483.1318,364.9921,413.039,457.6411,423.0456,499.9385,458.7718,391.0349,2250.2194,2469.8593,2184.8492,2220.3809,1038.967,910.4505,741.2598,427.0063,476.5143,478.8655,496.7221,476.5319,536.5138,515.7791,352.1445,510.9907,568.0754,719.986,566.9365,1076.1254,1236.2234,696.9038,747.3563,812.5379,690.7511
,10468869,Prdx3,753.36,705.9419,813.0198,706.2322,709.0707,675.0499,304.4326,271.4433,397.045,213.1092,384.7822,339.777,133.1122,296.0126,369.1098,367.0259,446.4754,423.0353,371.1688,1353.0822,1487.7787,1787.4558,1967.9192,610.0004,508.5201,631.1441,408.8753,423.4494,396.1562,373.0742,367.2024,389.9343,377.7477,347.7393,411.7256,379.9679,668.0825,497.038,565.0803,578.4385,589.7862,679.135,607.2385,474.8054
,10471503,Taf1d,414.6349,333.1728,290.9075,145.5985,132.476,180.9016,78.0063,114.0305,126.1128,139.9893,126.1489,109.9543,86.1574,144.4681,141.5698,145.651,154.8095,156.4558,168.5463,723.8601,670.2474,519.0846,538.4306,110.0535,112.3074,179.9024,117.2223,126.6283,104.2634,143.6058,120.6682,134.0777,109.9227,95.3485,158.5439,120.2506,394.166,183.8966,188.0639,153.3465,125.4251,128.8032,159.5309,159.0324
,10471550,Rpl12,607.7244,510.6831,524.3581,138.3206,173.9775,173.0897,88.0695,96.4991,80.7753,137.3962,146.1751,110.3809,121.3336,303.2187,245.9412,282.2723,277.9052,252.2092,341.2701,647.7651,675.9457,521.4766,632.1081,163.7898,136.5445,157.4117,128.0679,192.2392,196.0121,131.9393,180.9179,243.7659,148.9396,281.225,185.4649,220.0318,295.0715,318.1576,283.9472,243.8475,151.5141,151.0457,276.6479,233.7227
,10471715,Mrrf,258.9013,289.5911,418.7933,145.296,167.3018,153.4746,96.9236,88.8808,119.1066,68.1202,90.3823,90.5806,62.6536,127.8046,103.7426,99.5031,113.331,114.1524,92.7662,399.4266,440.7478,555.1374,493.5166,143.7353,160.2046,137.6972,105.8277,102.7908,91.9247,93.6592,92.8728,64.8586,119.6772,85.1091,122.844,124.7911,157.0136,131.6084,172.572,178.2906,179.6787,210.5316,189.9075,186.1822
,10473363,Timm10,154.9942,172.348,125.1858,78.0143,79.7133,83.7287,75.7592,62.1774,75.5099,61.1884,72.6265,72.2599,76.6996,66.4557,91.4398,88.108,86.4787,55.4131,69.624,280.7504,408.2312,435.6927,319.5573,92.747,72.4728,78.6359,45.0846,76.707,49.9892,64.7564,70.8596,61.04,67.2589,51.0626,58.0939,87.2233,113.1578,107.0722,108.2548,118.9258,61.705,81.4948,89.8723,91.5893
,10474541,Nop10,617.5203,552.0445,499.4833,193.8361,249.8087,163.9985,90.3106,89.1892,118.4774,114.0579,147.9973,138.668,75.118,150.2234,198.5584,149.2124,163.621,175.4305,138.4524,859.6436,1007.2199,1266.3767,1279.8883,234.5455,160.1138,181.2537,141.7477,112.2697,82.3509,190.2489,127.8829,156.3089,158.7926,112.3034,137.4452,130.985,559.7576,258.0944,301.8873,368.03,212.8337,293.6023,362.4592,272.593
,10475360,Mrpl51,455.6485,422.1567,433.36,355.4816,433.3217,486.0838,156.8034,152.0204,223.2403,144.0018,168.3115,174.8535,176.9033,136.6861,179.324,187.4778,258.3463,148.467,130.2564,706.8604,866.1874,999.3727,1248.6123,479.4651,280.807,345.4116,193.4631,141.5862,143.8172,264.4488,159.162,183.165,218.9406,233.3394,223.6153,175.9663,377.5071,196.4724,340.0199,429.1804,407.157,462.9781,398.6629,345.5422
,10475965,Polr1b,554.0109,555.0714,588.0204,203.5434,201.6255,202.8707,113.0855,127.2707,141.2803,167.2852,176.0339,176.4848,169.5748,266.2653,346.6672,265.7044,293.5839,351.6279,244.2746,1536.5681,1611.5668,1363.5544,1154.7178,246.2874,177.2014,187.8655,181.2558,163.6135,125.2798,216.6971,201.3402,229.6198,228.6124,190.8234,253.3572,257.7711,372.5118,335.7337,471.0414,472.1534,134.4083,165.0323,277.9276,203.1069
,10476093,Nop56,1207.7689,1197.1653,1134.982,771.3775,1079.1158,765.9195,382.5514,340.3748,536.7721,463.6654,451.2668,525.2108,390.9491,676.7102,768.2708,594.7619,738.7166,865.8926,669.6623,3817.8792,3565.5399,2941.8299,2679.9121,735.2504,661.797,712.0524,409.9061,504.2598,339.6616,564.5792,606.0695,632.203,598.7148,452.6318,580.7649,699.1777,926.7885,944.6958,1091.215,1027.1891,542.1586,689.2213,905.982,676.7339
,10478938,Hax1,214.9457,226.9248,284.4913,171.2638,187.3776,209.3642,82.6979,83.4804,107.397,90.1802,107.6912,82.3216,78.5117,102.9638,128.9912,115.3022,131.4936,129.3654,94.0698,502.7072,504.8926,643.9087,599.3524,220.3606,151.2958,185.2379,118.3829,130.0533,116.3437,133.5173,100.3187,141.5302,134.9335,66.4652,165.3317,108.0761,228.45,141.9714,184.9055,242.8264,187.24,215.4485,209.288,147.0295
,10479749,Rpp38,322.1031,326.4555,345.5767,150.048,126.3433,166.6566,130.1821,84.8398,83.3895,115.5548,105.2284,104.8592,160.9269,175.3504,243.1847,184.8024,274.2858,149.6333,138.5942,475.1743,455.4624,558.509,500.494,158.0247,107.0354,137.2039,130.1475,99.1451,112.7997,120.9805,121.0083,107.9308,140.4117,121.9197,158.6136,121.8198,199.2066,239.0332,226.2972,257.8594,89.7397,102.0119,203.0949,159.5496
,10481654,Fpgs,289.474,261.9059,357.1038,136.6119,134.5576,161.2492,102.3031,109.268,118.8771,137.0617,132.8163,154.2193,150.8791,163.4096,160.9946,177.3224,147.4576,144.4306,149.7212,512.6851,647.545,511.9191,584.7303,159.3254,114.2973,114.5432,125.2051,124.8701,119.2709,147.2543,137.1136,130.3852,136.946,157.7395,146.8924,167.2271,217.616,173.2166,222.6952,231.9733,137.0539,126.6723,159.6918,163.323
,10482267,Rpl35,2059.3587,1846.3093,1701.3034,1125.0606,1138.924,904.7497,607.0844,570.2549,697.8788,457.6922,534.8244,458.3029,434.8649,550.1745,950.5804,798.7787,1112.5149,742.7813,651.5739,2761.9452,2975.3273,3301.4013,3079.5989,1287.8038,994.4461,960.5594,610.5568,609.6316,565.9352,964.2429,574.7117,561.5183,593.0694,429.5062,620.1404,524.7312,1471.2291,837.1277,1305.537,1731.8676,1417.894,1424.0719,1657.3987,1558.8846
,10483786,Mrpl23,557.6579,429.2409,540.6197,257.4442,281.6341,240.6107,85.6479,96.3408,128.8307,111.5681,136.8928,127.6885,210.3055,202.0965,210.8847,198.6039,227.5892,273.9706,224.1829,774.9275,885.6496,1164.2848,1041.3095,282.6042,187.1076,235.7254,130.0742,150.6745,158.5528,179.9291,163.8001,150.1816,148.4541,181.3793,208.4924,161.6649,423.2199,309.5697,339.943,393.9077,248.5056,296.3192,463.2693,320.9177
,10485294,Hsd17b12,457.1579,443.9928,398.0175,307.4977,374.2336,254.6225,87.7989,86.8738,168.9894,86.9438,74.7076,104.548,73.9171,108.9577,163.1813,117.9747,161.8678,139.9069,132.1304,791.296,755.0401,858.7496,828.5022,328.3251,254.0882,243.9383,120.9178,125.6808,96.6725,120.3986,100.492,95.9783,130.6342,90.3723,107.8206,146.4572,354.1088,200.7883,201.4197,211.8987,136.8345,209.7503,232.0673,201.7417
,10487267,Polr2l,581.1516,542.3288,586.0591,377.4016,439.6653,381.8581,208.894,213.7997,249.2319,241.1539,230.5195,214.6414,181.0863,219.641,286.7674,263.0655,280.4942,242.5464,216.6746,1425.1925,1455.8477,1357.1572,1808.7017,381.4007,318.0241,364.853,225.0694,242.44,229.2739,300.2981,278.9003,237.8286,258.4591,210.7095,322.4446,241.5822,627.1636,286.5236,472.4544,459.839,360.3332,391.8282,366.1446,293.7112
,10492671,Ppid,526.4552,581.2042,569.5373,529.332,621.9254,579.7059,168.0393,216.3846,312.7731,252.9354,277.1331,310.1877,272.6968,322.3952,373.752,341.9966,359.8626,388.3299,313.7315,1606.9489,1587.0214,1610.9884,1675.0192,575.6931,341.6599,462.0123,288.4174,341.7096,242.5791,406.1749,284.5917,382.6849,314.9112,264.5603,357.1879,260.2508,460.2273,388.9262,408.1697,471.7298,374.5672,417.9219,503.334,544.238
,10492757,Plrg1,668.0724,655.4757,580.9154,594.9758,713.448,565.0467,237.1483,204.6804,367.1439,267.111,271.688,274.3284,170.0376,338.22,348.3135,325.8423,394.1577,376.4557,335.0634,1246.4616,1169.5742,1332.0616,1395.4817,521.759,478.9523,504.685,280.2003,294.2851,248.1914,369.2926,280.8911,348.8287,371.8417,187.7672,377.4442,318.454,639.9877,420.9415,493.4464,488.6515,476.0807,686.3443,602.465,495.9087
,10493120,Gpatch4,299.3863,264.485,274.9245,156.325,153.5177,149.3014,105.1599,87.241,91.632,83.0114,72.2899,76.6656,112.377,165.4569,182.3467,187.6693,162.2661,174.0762,142.1312,406.6532,420.4559,426.6155,323.1723,125.6804,115.8645,131.6252,84.1195,74.6214,73.1422,88.9131,101.8231,98.1904,125.7871,79.6565,140.2764,160.7988,146.753,199.3452,175.3777,178.4242,95.078,74.0871,160.9411,128.9941
,10493193,Cct3,635.5148,778.9756,619.3088,656.4067,764.3339,762.9452,229.286,244.1389,357.3645,291.2814,269.3712,264.6436,198.7173,459.4589,575.48,441.7401,480.6901,461.7446,284.2214,2028.0855,1698.6873,2066.0932,2003.0031,702.3745,561.115,574.7915,348.3618,382.8256,288.6199,558.0997,312.539,320.1815,552.5896,165.3974,510.5717,362.7214,927.6453,525.7704,346.9739,523.6643,274.1404,404.6675,500.9352,407.6309
,10495659,Cnn3,225.2065,261.5739,201.2713,57.0883,62.2459,66.9031,62.9207,60.0732,76.364,52.9753,71.0638,69.42,138.4039,65.4089,82.1794,66.8964,64.6128,63.5927,76.5526,278.23,286.1949,320.6876,158.2424,56.5756,90.8957,46.6236,64.4569,72.0708,56.2513,47.9125,73.2176,65.5424,72.2946,116.8189,67.6396,44.4801,51.9794,55.8399,52.8687,66.8445,61.4851,52.8199,90.8183,48.2913
,10496715,Znhit6,223.1816,281.0973,226.0406,150.5588,161.9928,161.3222,74.2703,98.0607,83.1379,133.9732,110.2721,130.3602,92.5639,178.5815,167.4153,165.2582,145.0956,170.7898,138.4084,695.1678,677.5709,771.9591,571.4882,148.7826,119.0544,164.5629,132.7052,130.781,115.2569,127.3724,129.9464,168.071,142.3451,114.4638,146.0764,138.6237,223.1076,188.9765,177.782,170.107,142.718,188.8756,200.6189,208.1298
,10499705,Hax1,202.8841,207.9531,261.9434,156.3247,170.5779,195.7352,75.727,73.9797,94.9268,84.8928,103.951,86.6936,68.4063,92.3577,118.1775,102.5786,124.6127,122.3918,90.5341,456.8271,459.033,569.0676,536.501,207.1562,137.5019,173.3719,112.3976,120.7373,107.1118,121.9982,89.5456,141.9796,117.3457,73.2932,155.986,106.3938,214.7993,127.4689,170.3739,224.5047,172.8022,196.7575,192.2445,125.4073
,10500009,Rpl31,3754.1174,3142.3789,2937.3975,1455.5465,1551.9187,1031.0327,674.4211,580.5944,780.7552,408.5476,532.9258,401.785,434.8896,617.7224,1022.7438,746.9627,1069.8094,881.4438,633.4718,4101.21,4455.4989,4707.9083,4320.4998,1649.7909,1139.3735,1293.4627,663.9007,707.4513,529.7786,1060.5923,587.537,537.5799,759.5932,462.1238,652.0009,626.0708,2158.3144,1054.9377,1251.1736,1476.8103,1719.6202,1775.3176,1751.1789,1614.9377
,10500683,Rangrf,294.1412,277.3719,326.1895,109.7021,135.3872,104.8422,128.1608,152.8963,108.6825,167.4331,123.4632,134.3028,152.1219,163.1093,253.9642,199.9144,168.3659,173.5648,180.1286,724.9615,771.3582,863.7014,736.282,124.5568,92.3015,125.8274,155.2174,153.1034,135.953,144.7293,113.2584,133.0476,152.7034,100.2701,174.9849,168.5164,138.7336,185.2064,213.3694,222.9282,101.0937,92.6702,131.6897,125.3487
,10502934,Rabggtb,774.8077,846.733,829.5571,407.4458,438.1627,414.6662,149.3219,178.4588,236.4167,241.5147,222.4617,244.3246,146.0384,296.6215,334.2717,274.3035,357.4283,322.9901,320.4216,1391.2697,1447.7977,1041.0205,1382.518,374.315,298.2846,425.8747,222.2888,273.4951,215.3394,267.6152,244.2598,252.9336,214.1751,203.2337,316.6095,222.9232,543.4118,355.8836,582.8455,514.2444,364.7242,457.1703,528.8395,388.2072
,10503643,Ndufaf4,231.3109,247.8566,230.24,135.863,119.4089,106.862,110.6427,89.1014,78.2926,84.8782,71.2175,97.4934,108.6421,144.0257,123.761,136.7637,134.6311,143.9731,150.8824,489.9138,571.9254,520.2928,474.3082,119.0015,112.3384,139.4655,85.744,108.3085,92.1521,145.4931,117.6595,121.9465,138.8689,144.8909,121.348,127.7278,184.2247,197.8476,158.341,193.0633,144.0363,144.1839,229.3616,178.4516
,10503723,Mdn1,789.1345,946.9685,863.0337,241.9329,247.7022,254.0311,121.7703,170.41,189.8938,330.8502,214.9191,292.7202,234.4471,528.0916,715.223,586.2327,465.7758,536.4815,599.5703,1410.892,1252.0531,944.8713,631.6328,242.4762,193.5721,221.8568,229.0299,247.3779,167.1674,319.872,310.7063,354.5089,375.0258,257.0638,413.6144,394.1627,370.5557,621.9262,526.474,457.5815,147.164,200.8034,457.8296,381.1747
,10503915,Chchd2,1580.7414,1663.1617,1382.5125,1399.1533,1484.9303,1031.8706,760.3066,549.4287,945.6943,536.3266,594.1234,744.8681,460.3697,756.4629,749.1359,706.7095,850.3369,803.9526,676.0994,3714.8689,3500.7237,2895.1436,2955.0189,1191.4487,1178.3238,1020.9963,768.8495,766.3388,686.7573,900.6026,815.7184,643.3296,830.9149,640.1519,861.5146,875.4876,2062.5125,870.7635,1311.1023,1626.2675,1917.811,2001.1793,2054.5412,1743.0138
,10506004,Hook1,213.9472,224.2426,189.9935,261.041,282.0992,285.0462,74.4679,118.0679,115.2089,110.8466,82.1723,99.6806,79.6408,130.2673,157.0983,127.4693,136.7603,116.907,111.7541,187.2231,268.8047,236.8927,282.9549,166.2409,108.9808,139.8343,72.1747,55.8776,46.5144,71.7813,72.1705,72.9166,57.6868,55.9567,83.6348,69.2578,111.382,144.495,108.6795,94.0713,41.8245,77.4379,114.7477,88.6921
,10506880,Kti12,430.1231,402.7724,356.9155,246.1723,243.6161,244.4464,80.0911,118.3145,145.6587,137.7057,146.9221,179.11,121.9082,211.3519,195.3473,237.3622,200.8129,214.8059,140.7979,803.2726,737.4286,1155.7793,962.0922,345.576,214.4678,244.7473,159.6091,176.4779,119.5485,248.3564,146.1738,152.064,269.7413,108.368,182.1467,127.3572,361.7365,240.0379,210.8853,222.3607,220.3043,229.766,260.1858,147.7208
,10509163,Id3,218.4841,212.1863,204.6672,149.4911,84.6959,83.4265,109.315,71.3769,77.1315,61.3696,72.5775,83.6514,99.3572,77.6089,65.5627,63.7949,83.4991,67.7229,84.5719,190.5873,270.3817,249.7333,317.1042,64.6444,66.1902,67.4852,62.1297,53.7949,76.8127,48.8943,69.4428,57.029,55.8928,61.2199,69.7455,83.4818,52.6343,53.2118,61.321,46.5069,62.2896,63.1522,60.5443,85.9406
,10509275,Rpl31,3632.9055,2923.1624,2653.5653,1498.8771,1514.1225,1139.4285,665.1007,667.2396,827.5618,453.8599,552.7551,415.8339,447.8155,513.0822,1129.513,828.9306,1171.178,839.3003,548.8984,3793.3191,4143.1954,4709.6857,4406.1002,1898.9792,1190.8778,1406.1639,797.5246,723.5941,525.7693,1223.9023,599.2648,578.6985,785.5174,508.1877,657.0314,608.3438,2134.2734,1051.2878,1103.2244,1283.9345,1537.6908,1735.6783,1638.933,1483.5842
,10511444,Gm11810,81.7287,64.27,54.1054,48.6543,36.0093,33.1827,27.5907,21.2346,33.6786,23.7734,20.3929,35.9001,34.2753,25.0664,21.4949,23.5989,30.1934,39.5949,40.9835,82.8088,71.2996,131.3002,111.0315,43.3961,36.6447,35.9052,32.133,29.1254,15.4642,35.8949,25.712,23.0874,23.3651,36.9072,26.6245,29.8709,57.2904,36.9147,40.0984,59.0492,51.9086,81.7537,77.9282,49.0201
,10511661,Otud6b,439.0113,411.9265,454.6259,387.1732,436.1889,340.3154,137.995,189.6123,287.1434,193.8997,128.5513,237.553,129.1374,242.5947,252.656,220.9976,315.6476,251.4749,180.846,838.1482,913.9774,915.5006,1080.6427,386.1349,385.878,355.1124,210.0345,230.0607,125.0818,265.1,215.3508,176.4595,232.1482,189.9411,228.5134,299.6362,358.8564,293.4956,327.7916,342.8891,272.2194,292.3396,378.3458,234.8276
,10512308,Sigmar1,423.7605,400.4084,520.352,272.4404,375.414,360.2223,118.8009,130.456,177.1801,172.9698,178.415,160.0923,168.7688,198.3595,268.6496,296.3938,305.1388,278.9313,249.1892,853.2,916.2308,1041.6834,1077.9209,288.4233,233.9688,293.7629,141.9498,190.8639,167.1008,171.4131,194.6158,240.0306,225.3774,156.8468,248.5969,261.6252,392.9935,306.7226,427.8318,371.8633,171.0916,245.8152,259.8046,166.9418
,10512935,Amd1,901.4734,830.0963,779.6304,580.7484,672.165,617.3881,198.9531,209.2256,373.652,349.6989,371.6893,437.6564,260.7769,418.6366,484.7467,558.5075,496.7237,600.3111,495.8216,1638.7716,1816.4407,1991.7762,1808.6491,612.3352,459.3092,470.1378,413.6745,474.9005,286.8971,472.4279,507.2058,392.1462,508.5981,379.261,511.6498,618.0851,665.0563,698.5023,527.5525,503.0939,252.3524,399.7126,608.2654,455.0228
,10517236,Zfp593,241.3449,196.0308,206.8344,120.3657,101.2532,133.1239,130.7355,115.6535,136.0688,107.348,145.3525,110.2601,144.625,102.6314,106.9848,151.2256,155.1872,150.2168,145.5143,509.3268,498.8741,456.1524,518.9724,164.3816,107.3145,117.1996,113.7329,78.6265,124.7674,130.814,100.1227,101.1971,107.7902,139.5421,112.8071,94.5804,134.8597,113.8825,147.2654,165.4528,131.7322,163.161,148.3274,95.7609
,10518453,Chchd2,1419.2114,1447.2637,1197.4518,1192.9665,1285.2032,877.8712,558.1104,462.2298,772.1407,453.0377,511.5186,629.0531,397.1282,639.5804,634.5942,577.6269,724.4532,695.8864,509.1797,3290.264,3152.0779,2703.1197,2609.1933,1010.5437,1025.7899,881.7614,664.0635,639.2533,586.23,765.7054,696.656,534.3028,718.8461,568.3935,739.7008,779.1744,1831.7833,745.784,1119.3116,1446.8945,1676.5335,1724.1014,1776.5326,1511.2297
,10520650,Cad,464.4277,506.2732,561.8357,522.2521,596.4663,533.3642,205.4884,304.5505,286.6416,293.6054,306.6997,298.8639,228.6725,332.4532,495.8425,481.0846,411.466,328.4538,333.8386,1173.0942,1219.9848,1057.8517,1179.761,546.5056,390.7445,347.1545,260.5762,245.2779,222.0921,312.7086,262.7038,281.8205,344.0921,237.9502,306.3241,339.9329,334.1453,406.1527,396.9392,366.5175,191.3742,219.4319,279.2117,167.1556
,10525271,C330023M02Rik,426.0654,418.5561,401.2611,230.9152,222.1422,218.1444,84.7393,91.5916,118.3115,182.226,150.1801,149.5948,106.3257,216.4783,267.8908,258.5124,228.4955,237.0716,174.7482,818.3855,777.0435,701.2453,685.2218,242.0975,160.5407,185.5903,169.0868,137.4007,101.2528,189.6506,188.6511,182.1794,194.9835,133.4926,210.3489,190.9297,259.7816,287.9164,292.5097,241.7354,114.3389,159.3751,236.3014,218.6674
,10526069,Cct6a,1239.989,1443.5222,954.7336,1205.4143,1416.7547,949.1852,367.8321,421.689,552.9323,427.2866,369.8391,651.3676,293.4616,694.9013,900.4687,733.1911,807.5238,854.3682,684.2939,3540.1216,3331.5123,3124.7927,3749.7919,1187.4411,961.1025,925.6827,547.3418,647.8559,391.9754,854.4541,577.4581,520.8286,857.7511,542.3496,612.3149,755.7337,1270.9682,1081.2308,723.9917,1003.41,709.5837,839.6055,1133.8834,962.6711
,10528143,Ppp1r14b,757.6194,704.0843,725.6797,445.2258,521.378,359.3145,166.0436,183.7452,239.0402,206.4048,264.911,249.6353,288.7035,339.7015,446.2119,353.0171,495.2231,455.0194,371.1791,1298.9774,1269.1003,1373.8532,1823.4605,514.935,369.3317,319.7754,291.3076,271.8381,208.8986,352.3145,298.0591,336.3454,400.8928,274.8272,313.9215,348.7676,485.7812,527.199,600.2377,629.9582,214.3105,268.092,413.4129,320.9355
,10528507,Pus7,167.3062,259.8498,225.1908,132.8546,145.1499,137.4418,70.2445,84.7275,87.8364,91.5877,96.0893,106.0045,99.8641,112.2049,131.6145,128.196,141.0949,129.89,166.1507,625.8813,578.9266,558.1835,414.0726,134.5098,103.4259,102.9018,72.9415,89.7158,78.8153,57.2391,95.0543,103.3356,102.3098,103.589,84.5013,100.2678,147.0758,139.5277,128.7898,124.1006,54.5118,79.3892,105.4239,107.2438
,10532390,Noc4l,385.0539,436.1832,485.973,341.9667,353.569,367.8423,158.4593,217.2326,217.1091,227.7251,290.502,211.6909,233.5839,237.6343,261.2834,281.3464,279.7524,223.1661,205.8233,965.225,1089.2137,1031.8604,997.3447,446.9381,280.1864,286.9314,257.1792,244.891,233.4086,240.3695,218.8681,224.7547,243.8925,168.4708,245.28,209.5563,291.8507,298.015,360.6318,365.2712,248.1943,240.5385,264.7251,190.8012
,10534096,Chchd2,1357.5905,1432.2389,1173.257,1228.9523,1290.0889,891.7958,549.1869,462.6508,770.256,429.6337,510.3591,622.2243,364.0709,630.4881,640.7789,578.4278,733.4839,683.2548,559.9789,3210.5428,3132.8486,2783.4886,2596.3856,1058.2567,983.8796,888.3121,661.3697,664.6955,565.9247,790.4616,717.5225,516.9619,741.2186,467.3281,693.8217,713.9967,1766.3229,743.4587,1135.1598,1420.7048,1716.5515,1775.7236,1801.5553,1500.0061
,10539592,Smyd5,262.046,262.5665,310.5861,114.6705,110.4029,124.4781,89.5338,65.2714,72.192,74.9935,111.5907,88.3332,90.592,111.6813,186.6547,166.4928,147.1999,152.1726,106.2939,855.1921,868.5967,913.8355,700.9204,126.8574,81.0468,85.1291,80.153,84.2955,90.6421,74.5203,110.9202,96.0739,135.1064,91.3113,143.5382,152.4872,199.7083,165.5724,219.1205,222.7039,59.5631,70.3359,127.4096,126.3637
,10540118,Lsm3,396.8096,403.9066,356.4842,354.9157,414.7076,323.6728,127.0593,151.8414,166.9839,80.858,168.187,127.9741,86.3538,115.773,178.6761,157.2212,153.7821,124.8943,136.5877,633.1105,718.194,1022.3145,1427.1412,371.0076,226.1369,261.5699,202.9466,134.502,129.9486,220.3779,118.8349,132.9965,148.3218,120.7442,143.5822,103.0952,428.9637,180.695,268.1993,318.4549,302.7164,335.8611,323.5387,303.897
,10540542,Gm6134,400.0671,286.4842,212.5366,164.9404,158.5954,124.6492,106.6311,111.2173,111.6935,92.2902,140.1176,85.9408,122.4839,79.7537,166.9467,156.7702,143.4889,131.3149,130.9532,454.2044,534.3802,1020.4302,819.5537,214.0193,125.852,201.1116,83.2871,101.3333,92.2397,153.19,115.3455,95.7224,120.2595,194.764,106.9926,93.9924,323.0721,110.644,116.7837,119.3284,110.3782,157.7451,186.9726,142.9489
,10541307,Usp18,242.8672,865.9,271.5373,151.5153,325.4469,90.451,146.5715,258.8989,196.9934,139.1023,241.6164,191.6945,202.9742,295.2625,292.0364,239.1193,412.1923,198.8145,334.2595,1368.3454,929.5544,1054.7138,283.3395,384.3887,253.1306,128.4558,217.0408,198.4067,112.87,241.4039,180.8646,102.8959,247.3093,144.1759,158.5038,248.3999,222.0237,456.8643,193.9009,224.1134,91.4422,105.8562,201.1435,133.9465
,10545339,Mrpl35,242.1431,208.3218,231.7199,170.6441,195.5248,165.3398,116.1523,137.311,129.6349,80.4818,123.9963,124.2928,94.2508,132.7612,119.9599,124.4859,124.3862,124.1243,101.1835,383.1233,382.0273,465.4757,542.9627,177.2135,142.1105,150.2305,100.6848,97.6075,93.2957,127.9812,129.9151,75.7752,113.1706,100.4639,91.5715,89.6376,219.1575,138.02,198.8543,182.2206,200.1356,206.0631,169.2481,139.6132
,10546079,Cnbp,2549.5277,2428.5543,2302.7434,1146.7505,1298.8735,940.5951,575.5546,587.0222,882.9116,868.6076,866.8461,971.7461,660.6143,1091.0267,1235.7928,1022.1699,1309.4038,1237.2772,1051.6638,4516.2725,4170.3846,3802.0805,3878.03,1202.3719,1028.6208,971.6343,987.8451,928.0409,815.5518,1184.7635,1000.4389,907.6766,1100.3279,920.7772,1084.8032,1186.5521,2378.8101,1193.7909,1750.1525,1737.4128,1608.7887,1863.5998,2020.6533,1606.5177
,10546710,Shq1,172.8959,222.2545,187.6375,103.8365,94.3361,112.2364,86.264,66.5651,88.0993,90.4814,81.2457,60.5045,66.8571,89.3924,124.15,102.2215,81.6873,103.3786,91.7353,319.878,357.3629,496.033,335.2542,124.9658,88.0648,123.6167,88.0936,74.4901,85.137,92.7595,59.4366,91.3171,73.3256,94.7227,80.6287,91.0815,128.5365,80.3947,114.1905,105.4329,86.3599,92.0293,132.7034,101.4414
