gene_name,WT2-Day5-EEC,WT2-Day5-SLEC,KO2-Day5-EEC,KO2-Day5-SLEC,WT3-Day5-EEC,WT3-Day5-SLEC,KO3-Day5-EEC,KO3-Day5-SLEC,WT2-Day8-EEC,WT2-Day8-SLEC,WT2-Day8-MPEC,KO2-Day8-EEC,KO2-Day8-SLEC,KO2-Day8-MPEC,WT3-Day8-EEC,WT3-Day8-SLEC,WT3-Day8-MPEC,KO3-Day8-EEC,KO3-Day8-SLEC,KO3-Day8-MPEC
C8a,0.010301,0.025605,0.022632,0.039224,0.024352,0.069633,0.073066,0.042686,0.220626,0.011625,0.047787,0.117729,0.094856,0.11497,0.041341,0.064943,0.010707,0.076758,0.028895,0.155218
C8b,0,0.03108,0,0,0,0,0,0,0.307271,0,0,0.025561,0,0.027391,0,0,0,0.046283,0,0.021471
C8g,1.12706,0.560513,0.604598,1.459958,0.843138,0.109545,0.447183,0.797973,1.032461,0.56796,0.265011,0.616093,0.582632,0.775729,0.44058,1.380247,0.376255,1.013838,0.861966,0.355837
C9,0,0.046466,0,0,0.021999,0,0.043468,0,0.016674,0.142607,0,0.038483,0.232356,0,0,0.0883,0,0.153603,0.272623,0.129177
C920008G01Rik,0.198707,0,0,0,0,0,0,0.50711,0.475423,0.717801,0.334145,0,0.365523,0.185963,0,0.24127,0,0,0.161153,0.508242
C920009B18Rik,7.81152,7.745455,10.977229,8.685776,8.601724,4.313975,10.142772,8.837441,14.562509,10.713107,12.686264,18.589015,14.19216,14.532096,10.603029,10.737404,11.225017,16.085249,14.8241,17.115454
C9orf72,1.136682,0.557358,0.757372,0.601123,0.828586,0.439513,0.75557,0.453419,0.975809,1.319752,1.064637,1.447342,0.892048,2.096743,0.746321,0.817314,0.790362,0.802847,1.142954,1.453086
CAAA01118383.1,0.507951,1.348356,0.650691,1.237763,0.783014,1.291525,0.692369,1.573883,1.062243,1.606512,0.984317,1.028,1.538338,2.029071,1.206085,1.34799,0.923107,1.397217,1.512445,2.015434
CAAA01147332.1,4.433508,3.714173,1.273647,3.987657,4.566084,0.472501,2.207299,3.94292,2.78837,4.695778,2.576969,5.724601,10.449901,8.098111,6.313801,14.813492,4.347831,16.329078,10.5347,4.43023
CAAA01154301.1,0,0,0,0,0,0,0,0,0.135986,0,0,0,0,0,0,0,0,0,0,0
CAAA01165726.1,0,0,0,0,0,0,0,0,0,0,0,2.547872,0,0,0,0,0,0,1.99701,0
CK137956,0,0,0,0,0,0.010954,0,0,0.014973,0.037614,0,0.077879,0,0,0,0.029225,0,0,0,0.029122
CN725425,0,0,0,0,0,0,0,0.01915,0,0,0,0.02055,0,0,0.037462,0,0,0.018543,0,0
CR550303.1,0,0,0,0.577872,0,0,0,0,7.130061,0,1.99143,0,2.013957,1.07154,0,0.306054,1.924098,0,0,3.839663
CR936839.3,1.882232,1.439129,2.397114,1.451875,2.775385,4.592634,1.660203,0.538645,68.709516,4.48322,6.838219,19.2263,25.026009,11.252576,9.680539,6.238315,6.55812,11.341826,10.167615,6.474397
CR974586.1,0,0,0,0,0,0.011504,0,0,0,0,0,0,0.017731,0,0,0,0,0,0,0
CR974586.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR974586.5,0,0,0,0,0,0,0,0,0,0,0,0.274093,0,0.91775,0,0,0,0,0,0
CR974586.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT025680.1,0,0,0,0,0,0,0,0,0,0,0,0.175963,0.186883,0,0,0,0,0,0,0
CT868723.1,0,0,0,0,0,0,0,0,0.238436,0,0,0,0,0,0,0,0,0.010267,0.013066,0.025336
CU682339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caap1,11.976036,14.485651,12.586544,12.508552,14.700599,33.479511,16.482682,14.267904,9.377998,11.147711,9.131148,8.832534,9.81466,8.261596,8.640736,10.312917,7.822299,7.612716,9.635516,8.432277
Cab39,47.177724,71.272068,54.820819,54.149558,57.548801,101.54054,65.867165,72.542245,31.442438,31.262882,27.557854,35.157402,37.499653,37.385061,29.219482,28.388984,27.53565,28.21586,39.086069,36.079848
Cab39l,24.468626,20.663248,24.884602,19.372375,22.019993,13.973874,21.366511,16.664451,10.230127,13.343518,15.947605,14.895041,12.199129,17.886908,16.187723,13.959832,16.081893,19.161875,15.002755,20.451059
Cabcoco1,2.070807,0.733058,1.56223,1.757938,0.803903,0.367987,1.054837,0.789061,0.289324,0.326952,0.238657,1.494448,0.402549,4.307307,0.454061,0.725674,1.312398,1.631932,0.932123,1.99273
Cabin1,1.230452,1.580327,1.560983,1.814445,1.403838,1.614731,2.039178,1.638918,3.51446,4.102958,2.525851,3.042743,2.981913,3.609137,2.926113,3.095322,2.036597,3.482512,3.134871,3.352382
Cables2,5.051486,6.307304,5.884714,5.324469,5.186261,8.553607,4.784722,5.720799,4.32747,4.173676,4.19689,5.430869,4.630822,7.549328,4.168458,4.35385,5.883871,3.986366,3.037667,7.593729
Cabp1,0,0,0,0,0,0.138141,0.125504,0,0.458041,0.080551,0,0.032495,0.050205,0.009847,0.009297,0.044178,0.061431,0.116469,0.133399,0
Cabp2,0,0,0,0.05426,0,0.443865,0,0,0.210246,0,0,0.357788,0.099924,0,0.082934,0,0.129229,0,0.054459,0
Cabp5,0,0.027314,0.02401,0,0,0,0.025472,0,0.122501,0.024552,0,0.112051,0.033672,0.024413,0,0,0,0,0.041192,0.019361
Cabp7,0.014499,0,0,0,0,0,0.017026,0.015317,0.20693,0.033388,0.021495,0.087659,0.04617,0.093686,0.014626,0.061833,0.046816,0.014643,0,0
Cabs1,0,0,0,0,0,0,0,0,0.165019,0,0,0.054245,0,0.058133,0,0,0,0.049163,0,0
Cabyr,0,0,0.243395,0,0,0,0.027955,0.158131,0.030219,0,0.199107,0.039432,0.026282,0.055937,0.025397,0.027905,0.148415,0,0.183326,0
Cacfd1,1.793298,3.59007,3.846477,5.311855,2.126126,2.522405,3.463403,3.613452,10.877253,7.155612,7.930072,5.13774,6.035457,6.648216,8.009943,7.32754,5.283509,8.961946,9.354746,10.52549
Cachd1,0.008426,0.03092,0.009269,0,0.044109,0.028542,0,0,0.041589,0.01905,0,0.035644,0.039154,0.007032,0.021727,0.005604,0.045373,0.2212,0.017538,0.00558
Cacna1a,0.551154,0.693621,0.788609,0.435353,1.052071,0.37193,0.497968,0.131651,1.277519,0.987764,1.456589,2.528956,0.491695,1.113508,0.964891,0.562041,1.465345,2.248106,0.920812,1.442731
Cacna1b,0.00732,0.004513,0.020219,0.013926,0.017448,0.017183,0.012821,0,0.223962,0.00833,0.013615,0.017133,0.042523,0.037367,0.025603,0.005275,0.003801,0.0599,0.187752,0.046818
Cacna1c,0.010222,0,0.033245,0.006937,0.018819,0.230039,0.118155,0.005368,0.515084,0.220564,0.022934,0.382008,0.213267,0.088542,0.093439,0.014363,0.201289,0.054038,0.10538,0.0289
Cacna1e,0.016404,0.062925,0,0.036521,0.031833,0.109546,0,0.065476,0.873574,0.110937,0.042314,0.369215,0.157285,0.040306,0.295021,0.096659,0.124796,0.112536,0.145957,0.145837
Cacna1f,0.016014,0,0,0,0,0.248991,0,0,0.528761,0,0,0.049139,0,0,0.014623,0.095217,0,0.095035,0.093305,0
Cacna1g,0,0,0.064368,0.042092,0.008691,0.005994,0,0,1.141178,0.312442,0,0.083362,0.129768,0.01408,0.004437,0.004234,0,0.034845,0.058586,0.013099
Cacna1h,0.171574,0,0,0,0.015295,0.064327,0,0,0.621351,0.004876,0.022364,0.165014,0.057997,0.004816,0.070731,0.130722,0,0.03406,0.096428,0.056245
Cacna1i,0.078624,0.093364,0.055246,0.030918,0.06365,0.109583,0.04631,0.048355,0.152841,0.016235,0.019047,0.054586,0.201842,0.011436,0.039641,0.016187,0.018624,0.016709,0,0.041839
Cacna1s,5.401718,7.552142,3.338991,3.507954,3.708235,2.514216,3.984002,3.245193,0.713756,0.44326,0.596946,1.200244,0.177279,0.233487,0.257065,1.232069,0.267835,1.964833,0.728024,0.545027
Cacna2d1,0.015728,0,0.011763,0.017214,0.005717,0.056809,0.031819,0,0.437103,0.029664,0.047262,0.234169,0.284847,0.127978,0.250125,0.047581,0.079751,0.145772,0.146884,0.093075
Cacna2d2,0.020063,0.033255,0,0,0.023772,0.297756,0.030726,0.047786,0.313288,0.066357,0.042832,0.088896,0.103785,0.007484,0.117773,0.02605,0.03682,0.049952,0.031387,0.069756
Cacna2d3,0,0,0,0,0,0.00693,0,0,0.018287,0.011115,0,0.010227,0,0.021908,0.011894,0.008863,0.020428,0.018332,0,0.026189
Cacna2d4,0.047456,0.136654,0.16788,0.184007,0.007256,0.085486,0.047442,0.137857,0.716432,0.548554,0.574915,0.848918,1.447235,0.712129,0.509043,0.608041,0.499815,0.625387,0.541883,0.877711
Cacnb1,0.02244,0.055687,0.057796,0,0.311832,0.043639,0.02519,0.044948,0.371782,0.222693,0.120111,0.211023,0.137458,0.255276,0.075577,0.199734,0.033511,0.269468,0.091165,0.259202
Cacnb2,0.117196,0,0.050102,0,0,0.129105,0,0.01089,0.542318,0.041359,0.113182,0.073775,0.299827,0.355431,0.111586,0.157268,0.174053,0.076041,0.100678,0.278564
Cacnb4,0.116109,0.22219,0.359707,0.381561,0.100684,0.31613,0.341653,0.431841,0.913866,0.258432,0.304228,0.908426,0.5503,0.335343,0.378007,0.262262,0.2512,0.292156,0.348596,0.181354
Cacng1,0,0,0,0,0,0,0,0,0.058577,0,0,0,0.033959,0,0,0,0,0,0.030437,0
Cacng2,0.006757,0.024376,0,0.012418,0.015427,0.034473,0.011235,0.007767,0.075491,0.008148,0.036593,0.028657,0.037445,0.052523,0.013495,0,0.027103,0.014353,0.04132,0
Cacng3,0.026752,0.052698,0.014662,0.063378,0.192705,0.136334,0.015609,0.013733,0.183219,0.014894,0.012665,0.070201,0.069684,0.053397,0.040086,0.012083,0.12849,0.051476,0.081602,0.065881
Cacng4,0,0.036828,0.218324,0.090617,0.012868,0.06074,0.049112,0.015219,0.218072,0.023512,0.009773,0.336807,0.041035,0.032943,0.029206,0.008655,0.011677,0.048985,0.035057,0.008756
Cacng5,0,0,0,0,0,0.013373,0,0,0.053252,0,0.018353,0.020397,0.030836,0.011007,0,0.017812,0,0,0.036992,0.008772
Cacng6,0,0,0,0,0,0,0,0,0.180789,0,0.03581,0,0.020088,0.021429,0,0.017396,0,0.132271,0.072182,0
Cacng7,0,0,0,0,0,0.011516,0,0,0.015319,0,0.103182,0,0,0,0,0.015372,0.017749,0,0.031899,0
Cacng8,0.138303,0,0,0,0,0.330429,0,0,0.847781,0.098172,0,0.10082,0.421758,0,0.029198,0.116478,0.090844,0,0.018891,0.261842
Cactin,3.125045,4.699464,3.003778,3.609742,4.057416,8.342731,3.918106,5.979011,2.514163,2.821642,1.30548,2.126661,1.605283,2.885985,2.084965,1.574979,1.930769,2.178788,1.890487,2.591478
Cacybp,336.766007,278.663954,259.911574,201.414619,354.190259,236.132719,266.28428,195.6131,99.096696,159.258153,162.74223,127.697341,114.371244,144.274012,154.955022,167.74279,158.055149,130.344753,125.983531,132.304287
Cad,1.422845,1.919386,1.035408,1.203881,2.2329,2.406444,1.150842,1.500373,0.726066,0.308191,0.416104,0.501286,0.299124,0.608735,0.268741,0.282827,0.318981,0.476252,0.462544,0.722859
Cadm1,0.208247,0.262834,0.459625,0.170304,0.028738,0.224066,0.685357,0.277958,0.870283,0.573818,0.270295,0.629815,0.805095,0.809376,0.506165,0.679114,0.635398,0.611233,0.401648,0.473241
Cadm2,0,0.004551,0,0,0,0.022501,0,0,0.026881,0.287712,0,0.138395,0.029112,0,0.012183,0.003313,0,0.00748,0.010329,0.010055
Cadm3,0,0,0.044984,0.014076,0.062032,0.032904,0.060714,0,0.279754,0.054884,0.012895,0.133598,0.028872,0.015372,0.020899,0.013349,0,0.035075,0.044773,0.006188
Cadm4,0,0,0,0,0,0,0,0,0.204314,0,0.016235,0.018144,0.072834,0,0,0.03154,0,0.109781,0,0
Cadps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadps2,0,0.024762,0.045056,0,0,0.048074,0.022369,0.018213,0.172424,0.025072,0.023468,0.075396,0.065353,0.119657,0.046616,0.037448,0.062306,0.016713,0.08332,0.032182
Cage1,0.511323,0.436166,0.307311,0.122649,0.528039,0.88099,0.662349,0.370587,0.964689,0.529211,0.494934,1.194216,0.604543,1.647025,0.616966,0.473233,0.585956,0.649734,0.395092,0.876241
Calb1,7.496688,6.685841,6.87444,4.249819,7.896264,20.063679,10.304634,8.806906,10.07278,5.344224,6.680491,6.717712,6.71543,9.671181,6.914408,4.70822,5.038982,6.616727,5.567556,5.959795
Calb2,0,0,0,0,0,0,0,0,0.274814,0,0,0,0,0.042801,0,0,0,0,0.077933,0
Calca,0,0,0,0,0,0.057568,0,0,0.490771,0.217066,0.249504,0.199349,0,0,0.461957,0.94815,0.137553,0.252739,0.242813,0
Calcb,0.554284,0.171379,0,0.399878,0.106658,0,0,0,0.831127,0,0,0.335818,0,0,0.173119,0,0,0.162348,0.156984,0
Calcoco1,0.018364,0,0.348308,0.372174,0,0,0,0.112909,0.200697,0.781712,1.080815,2.614064,1.266241,2.400965,1.070002,0.930954,0.38124,0.63136,0.699954,1.601973
Calcoco2,0,0,0.049024,0,0,0,0,0,0.119676,0.050048,0,0.074821,0.025102,0,0,0,0,0,0,0
Calcr,0,0,0,0,0,0.019816,0,0,0.065117,0.020777,0,0.021539,0.010773,0.02307,0.037,0.009335,0,0,0.034416,0.032268
Calcrl,2.164409,4.205434,2.392287,2.276617,2.635444,7.54935,4.766417,4.968629,3.264205,2.771469,2.625175,2.136479,2.988112,4.358449,3.025639,2.559568,2.24479,1.913178,3.88084,3.304156
Cald1,0.071571,0.174164,0.030857,0,0.010784,0.373102,0,0.037675,1.921512,0.179474,0.41008,0.283518,0.183683,0.193358,0.018621,0.082158,0.018888,0.113293,0.143886,0.024295
Calhm2,0.397339,0.512477,0.518502,0.907913,0.538439,1.253041,0.819012,1.32126,0.551261,0.602871,0.315948,0.69647,0.896777,1.05511,0.473559,0.616607,0.363719,0.454192,0.554949,1.15874
Calhm3,0,0,0,0,0,0,0,0,0.109029,0,0,0.041582,0.126469,0,0,0,0,0,0,0
Calhm4,0,0.020611,0.034089,0.01889,0.010405,0.03522,0.02866,0,0.241243,0.035598,0.011485,0.053722,0.038362,0.094513,0.031794,0.017633,0.060643,0.058022,0.036442,0.051515
Calhm5,0,0.025161,0,0,0,0.004547,0.023599,0.013939,0.067729,0,0.012667,0.013981,0.02103,0,0.006809,0,0,0.025886,0.012571,0
Calhm6,11.762499,8.930653,8.514991,10.536348,6.593832,6.459858,5.941849,5.794517,31.717664,21.455397,49.267293,31.644113,20.264536,32.704292,42.127758,20.524419,44.865189,32.649702,15.507479,31.286238
Calm1,3354.872929,4063.133257,5236.762534,5684.983232,3250.086197,3273.668059,4695.202185,5498.765327,5359.760584,5360.561151,4457.726342,4631.723056,4779.861553,4256.988018,4847.005082,5345.916378,4233.691778,3950.371362,4765.232377,4339.18445
Calm2,1600.480418,1884.275963,2135.352874,2210.358735,1763.211618,1130.271133,1866.526748,1855.877856,1436.140857,2141.620519,1765.811746,1890.212428,2163.399592,1745.972633,1784.813177,2244.719841,1837.780362,1752.214749,2137.786243,1726.070313
Calm3,151.671253,198.573476,272.761264,352.818193,145.463668,132.559787,193.195437,298.198756,136.773101,175.618864,136.365425,203.495503,200.828059,187.842397,166.69757,164.130405,127.544371,215.587616,212.527862,243.3531
Calm4,0,0,0,0,0,0.15899,0,0,0.0427,0,0,0,0.198189,0,0,0,0,0,0,0
Calm5,0,0,0,0,0,0.286881,0,0,0.077965,0,0,0,0,0,0,0,0,0,0.269863,0
Calml3,0.028508,0,0,0,0.033296,0,0,0.028681,0.13844,0,0.099426,0.115833,0.113245,0,0.028219,0.097582,0.029263,0.05079,0.100343,0.048478
Calml4,0,0,0,0,0,0,0,0,0.116074,0,0,0.019871,0,0.168354,0.036937,0.014579,0,0.064437,0.014433,0.013719
Caln1,0,0,0.01981,0,0.005237,0.024953,0.009625,0.007844,0.31906,0.024169,0.025882,0.029672,0.073013,0,0.032471,0.010757,0.0722,0.011471,0.034916,0.014525
Calr,40.943356,66.328647,48.924363,53.462669,60.67428,147.998696,49.460583,75.771874,19.037457,18.713197,18.867066,23.387389,22.198624,39.902843,20.670342,17.661305,19.703012,21.70957,24.53978,42.285225
Calr-ps,0,0,0,0,0.141587,0,0,0,0,0,0,0.117975,0.248693,0,0,0,0,0.114773,0,0
Calr3,0.618577,0.301538,0.288669,0.24899,1.189163,0.751644,0.332472,0.246606,0.220814,0,0.216655,0.271421,0.213061,0.169648,0.088264,0.092067,0.214546,0.040875,0.13648,0.095287
Calr4,0,0,0.054567,0,0,0,0,0.024973,0.604864,0,0,0.101666,0,0.02745,0,0.022326,0,0,0.046291,0.100388
Calu,21.714315,26.360114,19.563386,24.625318,22.926949,28.978775,17.20682,22.208248,8.897228,8.886436,7.327834,8.964728,10.821296,9.842838,8.904248,9.573986,8.332049,8.434978,11.630054,12.662476
Caly,0,0,0,0,0.052435,0.029473,0,0.044665,0.118606,0,0,0.071011,0.080788,0,0.273115,0,0,0.041436,0.123097,0
Camk1,0.142184,0.078579,0.131002,0.195279,0.158066,0.232259,0.168568,0.348107,1.183874,0.366589,0.285676,0.382329,1.331983,0.773017,0.243331,0.700332,0.411594,0.434608,0.908953,0.484139
Camk1d,0.466332,1.020785,1.291634,1.85251,0.698599,1.913859,1.228423,1.705751,3.78041,2.560276,2.663204,3.413061,3.206235,4.071141,2.506708,1.991432,2.760415,2.604758,2.112127,4.034064
Camk1g,0,0,0,0.108165,0,0,0,0,0.054359,0.017084,0.035991,0.059524,0.060571,0,0,0.052539,0,0,0,0.252944
Camk2a,0,0.014051,0,0.009396,0.008925,0.078825,0.016928,0,0.903956,0.124316,0.103757,0.219099,0.125704,0.074054,0.121374,0.189439,0.020093,0.05802,0.020616,0.061064
Camk2b,0.011001,0.07931,0.36475,0.225957,0.062909,0.152825,0.246061,0.380761,0.657547,0.160779,0.41106,0.802907,1.012889,1.876336,0.375062,0.549833,0.234416,0.624289,0.610917,1.342181
Camk2d,6.276969,8.613473,13.951218,8.734503,7.771426,10.591753,15.648124,10.845011,6.939522,6.666935,7.201591,11.739319,7.758818,21.23295,5.548445,4.677917,7.809899,10.105351,8.806085,19.226724
Camk2g,0,0,0.156285,0.135346,0,0,0,0,0,0,0,0,0.306491,0,0.968044,0,0.409641,0,0,0
Camk2n1,0.064738,0.241455,0.106858,0.08501,0.067056,0.225625,0.028476,0.259474,1.193286,1.15305,0.775049,0.573323,1.415525,0.478562,0.853907,1.569811,1.169098,0.347167,0.925157,0.547972
Camk2n2,0.095933,0.396247,0.276514,0.324754,0.111791,0.590245,0.220082,0.192138,0.056337,0.035371,0.116189,0.032344,0.293925,0.138672,0,0.084782,0,0.117662,0.029277,0.161873
Camkk1,0,0.079818,0.021488,0.020368,0.063247,0.019838,0.050099,0.11032,0.105326,0.132828,0.019855,0.100043,0.033365,0.154775,0.096627,0.038544,0.022215,0.089711,0.150076,0.066354
Camkk2,1.906998,2.039675,1.573826,1.984582,1.524277,3.172039,1.846198,2.59499,0.868116,0.682788,1.069763,1.432676,1.804347,2.622874,0.804797,0.687122,0.878095,1.723535,1.710532,2.37184
Camkv,0,0,0,0.091156,0,0.008838,0,0,0.698944,0.029528,0.03641,0.081887,0,0,0.026265,0,0,0.060988,0.010531,0
Caml,17.346575,21.219513,21.249163,26.756072,19.299445,20.042733,21.181802,23.269549,22.363047,38.984583,32.970952,33.166412,40.423749,26.825309,29.856637,41.448467,31.952978,32.223966,45.282458,27.169172
Camp,0,0,0,0,0,0,0,0,0.273485,0,0.056203,0.062092,0,40.90846,0.06153,0.109716,0,0,0,0
Camsap1,0.82992,0.79048,0.928282,1.210622,0.807603,1.102297,0.747071,0.858735,0.666279,1.968238,0.593603,0.767694,0.369139,0.764698,1.177133,0.396572,1.411748,1.164328,0.619862,1.084406
Camsap2,1.407565,1.187571,0.971309,0.918336,1.547486,1.448888,1.433765,1.051583,0.926367,0.949835,1.440573,1.423828,1.703513,2.674353,0.93167,1.065833,1.604042,1.079276,1.120341,2.000507
Camsap3,0.031241,0.009911,0.036238,0.027287,0,0.038404,0,0,0.249634,0.160755,0.044821,0.163183,0.036907,0.009132,0,0,0,0.023183,0.022261,0.040128
Camta1,85.666185,70.77889,79.68739,111.409786,57.358221,32.525978,65.322416,77.079563,123.675768,128.797469,100.073667,127.35665,140.60579,97.182073,93.387903,119.618993,107.386241,111.840255,127.427036,123.430695
Camta2,0.106896,0.204454,0.226189,0.615282,0.155729,0.237682,0.327893,0.49085,0.769659,0.796358,0.492931,0.602813,0.90597,0.921605,1.074046,1.136342,0.463861,0.570472,0.785199,0.977735
Cand1,10.071499,9.750317,8.622992,7.310935,13.126432,14.110333,11.388608,11.042055,5.015429,2.897948,4.663212,6.293238,4.834,6.455482,5.693448,2.983879,5.267976,5.425363,5.606543,8.845792
Cand2,0.418087,0.496153,0.514429,0.436218,0.373359,0.596602,0.631101,0.510172,0.339016,0.266515,0.063453,0.37025,0.320433,0.40486,0.104062,0.085597,0.142567,0.40033,0.411984,0.5532
Cant1,1.782396,2.273952,2.109683,3.322358,2.209501,4.519748,2.799378,4.030232,3.5562,3.779108,2.729514,3.609493,4.640228,5.696243,3.044992,3.097318,2.94479,3.319925,3.31167,4.884934
Canx,208.481074,266.786706,183.396433,116.17881,262.380854,318.795133,191.153073,173.933586,45.45234,40.700528,51.10101,64.178553,45.677382,69.661314,56.338302,42.217735,57.250791,58.60819,62.168141,85.839581
Cap1,6.407936,8.179606,7.260867,11.51225,6.126644,5.001037,7.918565,10.143039,6.889054,9.814933,7.336662,8.796256,11.23555,8.565857,8.895948,10.284761,6.099642,8.754339,12.808335,9.427423
Cap2,0,0,0,0,0,0,0,0,0,0,0,0.031614,0,0,0,0,0,0,0,0
Capg,10.589206,8.706569,14.543071,20.908832,8.098182,8.793392,11.723805,13.915614,5.069828,7.708743,6.976688,6.687192,11.408752,10.699717,8.598722,14.186714,8.231215,13.144346,12.200585,15.738184
Capn1,0.386906,0,0,0,0,0,0,0.098038,0.359104,0,0,0.657394,0.632305,0,0.420262,0,0,1.315501,0,0
Capn10,1.390377,1.066465,1.465653,1.538161,0.782843,1.337112,1.259455,1.782616,2.810442,1.621183,2.063538,2.11216,1.65491,1.294746,1.905367,1.496758,1.551927,2.085624,2.349311,1.504126
Capn11,0.028848,0,0,0,0,0.009704,0.016818,0.073952,0.128984,0.032431,0.146617,0.014909,0.059765,0,0.043282,0.05177,0.044801,0.227851,0.77911,0.177288
Capn12,0.049229,1.438896,0.125255,0.143723,0.115729,21.81465,0.671408,1.387963,0.359465,0.025548,0.028082,0,0.058454,0.160387,0.054294,0.014376,0,0.065136,0.125844,0.076375
Capn13,0.014285,0,0,0,0,0.009612,0,0.014651,0,0,0,0,0.014799,0.01582,0,0.025639,0,0,0.013306,0
Capn15,0.430859,0.863768,0.670961,0.70492,0.655846,0.829128,0.753673,0.697432,1.416962,0.908471,0.898264,0.892367,1.128063,1.377811,0.840127,0.706172,0.74681,0.654527,1.166975,1.414433
Capn2,11.935509,24.022416,27.511704,35.178116,17.226896,38.331235,35.543819,48.467305,19.948438,25.620958,16.409306,22.090566,33.276598,20.543627,19.509619,25.300538,15.321364,19.750579,29.403312,21.978411
Capn3,0.618297,0.015864,3.528404,0.055455,0.253272,0,2.920443,0.057686,0.683102,0.032795,0.847963,5.078683,0.148482,2.224358,0.703649,0.189997,2.939842,5.782363,0.098498,4.747934
Capn5,0,0.07947,0.008793,0.007632,0.037836,0.293311,0.009373,0.208921,0.961507,0.019067,0.172934,0.041629,0.058179,0.008917,0.164178,0.028839,0.02597,0.037261,0.156492,0
Capn6,0,0,0.010012,0,0,0.011748,0.009732,0,0.221225,0,0.032845,0.167649,0.106747,0.06398,0.015157,0,0.042589,0.037411,0.054611,0.090642
Capn7,12.912012,18.403086,17.394392,11.669123,15.186006,30.272789,17.592181,16.027233,11.19643,11.652376,9.96921,11.455306,11.680925,14.920129,9.720151,10.07491,10.752892,9.929572,10.748359,15.520012
Capn8,0,0.020102,0,0,0,0,0,0,0.097201,0,0,0.050086,0.016744,0.017885,0.046388,0.055155,0,0.028076,0.030099,0
Capn9,0.032421,0,0,0,0,0,0,0.033164,1.53231,0,0,0,0.016767,0,0,0.768398,0.03353,0.015048,0.387294,0.04252
Capns1,36.844914,55.509319,57.206555,75.932872,39.474086,33.709273,48.817636,68.025083,62.860373,83.388031,60.31794,79.498493,102.029032,100.239757,63.547315,75.452575,65.150449,68.361557,90.418276,107.591774
Capns2,0,0,0,0.039671,0,0,0,0,0.076177,0,0,0,0.088371,0,0,0,0,0,0,0
Caprin1,92.701168,111.299172,80.814615,56.029781,115.417547,134.917645,102.766784,83.104474,27.210484,24.907127,26.759393,33.283191,26.907905,42.924176,30.429831,22.517243,29.895064,27.919191,29.885186,40.973154
Caprin2,2.245998,2.921769,2.170944,2.582327,3.036463,7.727523,3.098528,3.370285,2.474827,1.835498,1.300499,2.190317,2.370032,2.690125,1.291171,1.803384,1.56037,2.276228,1.949715,2.289376
Caps2,0,0.158244,0.074614,0.072523,0.024826,0,0,0.041193,0.651073,0,0.096094,0.31105,0.27102,0.094794,0.09317,0.093173,0.095322,0.308051,0.136582,0.243474
Capza1,477.564325,324.603668,359.282834,401.386297,334.522715,233.393921,259.309773,226.748788,128.006813,306.644087,269.101989,253.970684,337.982572,169.239056,272.17224,393.527703,254.478834,305.818941,527.605715,218.781638
Capza2,982.81209,729.377928,769.885744,643.852466,829.968652,380.980936,693.37167,453.672936,236.303324,431.32674,505.258687,474.935672,485.888677,327.652065,433.900396,519.706603,458.698205,514.918846,657.450686,405.348813
Capza3,0,0,0,0,0,0,0,0,0.060114,0,0,0.060729,0,0,0,0,0,0,0,0.057402
Capzb,77.871804,84.574159,113.391421,222.8772,63.324713,49.868509,90.573973,131.275439,104.169388,277.016198,145.263129,200.27769,361.591571,163.865874,160.264127,280.821631,135.038327,262.756355,313.634825,154.789935
Car1,0.035686,0,0,0.032777,0,0,0,0,0.250687,0,0.193798,0.035931,0,1.17757,0.103936,0,0.359572,0.098271,0.111953,0.029861
Car10,0.12984,0.082306,0.03129,0.05411,0.074062,0.02821,0.065913,0.067941,0.317152,0.118174,0.093215,0.189242,0.102681,0.363835,0.186301,0.087891,0.069417,0.145666,0.710348,0.15342
Car11,0,0.499042,0.027244,0,0,0.056005,0,0,0.447732,0.058287,0,0.052955,0,0.364154,0,0,0,0,0,0
Car12,0.47223,0.837516,0.474016,0.173241,1.453582,1.676208,0.602267,0.582963,0.343512,0.145655,0.130682,0.231755,0.093249,0.387219,0.119158,0.255139,0.180528,0.171451,0.193201,0.301793
Car13,1.859143,1.307576,1.133428,1.055728,1.588234,1.413412,0.842471,0.63931,0.073433,0.221531,0,0.237483,0.272231,0.345271,0.09859,0.162104,0.306229,0.244322,0.152918,0.546324
Car14,0,0.035986,0,0.116856,0,0,0,0,0.28194,0.175533,0,0.157269,0,0,0,0,0,0.022465,0,0
Car15,0,0,0.046856,0,0.063098,0,0,0.188751,0.556211,0.53441,0.617103,0.043957,0.52377,0.047269,0.375338,0.502977,0.143331,0.374424,0.763009,0.250071
Car2,0.480125,0.32497,0.047537,0,0.281614,0.349345,0,0.2437,2.191253,0.243662,1.021063,2.02299,2.034681,2.131464,1.107188,0.038914,2.429246,0.262505,0.335535,0.602803
Car3,0.415501,0.729116,0.521534,0.24476,0.353159,1.28593,0.421308,0.563224,0.505918,0.844511,0.365902,0.403273,0.827208,0.964213,0.746065,0.344172,0.503564,0.587056,0.946168,0.36496
