gene_name,WT2-Day5-EEC,WT2-Day5-SLEC,KO2-Day5-EEC,KO2-Day5-SLEC,WT3-Day5-EEC,WT3-Day5-SLEC,KO3-Day5-EEC,KO3-Day5-SLEC,WT2-Day8-EEC,WT2-Day8-SLEC,WT2-Day8-MPEC,KO2-Day8-EEC,KO2-Day8-SLEC,KO2-Day8-MPEC,WT3-Day8-EEC,WT3-Day8-SLEC,WT3-Day8-MPEC,KO3-Day8-EEC,KO3-Day8-SLEC,KO3-Day8-MPEC
1810018F18Rik,0,0.06919,0,0.11166,0,0,0,0.05619,0.183306,0.030979,0.107249,0.138224,0.08577,0,0.113518,0,0.028652,0.057049,0.028401,0.184033
1810022K09Rik,2165.923124,2486.093001,1911.80733,1033.094834,2998.109396,3867.934001,2894.107522,2125.293321,1063.180869,636.755863,895.455531,908.651573,581.385934,1177.312042,831.028795,595.127227,969.340576,804.808287,671.936809,1026.248136
1810024B03Rik,1.562436,1.886403,1.906307,1.493633,3.286464,1.814704,3.722674,2.144832,2.650217,1.574063,1.270272,2.314389,1.256049,2.166076,1.62457,1.105681,1.54463,2.021385,1.688886,2.364713
1810030O07Rik,14.887149,20.604421,19.018491,18.276925,18.813248,21.313227,18.079189,18.051195,11.400524,13.000128,12.156727,11.323189,16.410298,16.302852,11.497829,14.679266,12.87365,13.808778,16.436623,17.834214
1810037I17Rik,781.53127,663.490449,730.173009,703.063834,705.439413,714.474119,756.842802,720.797195,839.064433,631.377648,631.339169,559.162654,503.872918,485.411815,680.46081,618.387231,671.393843,494.200752,539.108465,587.052641
1810043G02Rik,0.529685,0.96005,1.191403,1.348951,0.827701,0.904823,0.669742,1.410911,2.167733,2.482141,1.58179,2.698398,3.323584,2.556069,1.427195,1.872512,2.645591,3.601798,2.881812,3.714951
1810046K07Rik,0,0,0,0,0,0,0,0.031266,0.112286,0,0,0,0.063747,0,0,0.112252,0,0.119434,0.028577,0
1810049J17Rik,0,0,0,0,0,0,0,0,0,0,0.122752,0,0,0,0,0,0,0,0,0
1810055G02Rik,0,0,0,0.856336,0,0,0,0,0,0,0,0.330666,0,0.678777,0.147316,0,0,0,1.044333,0
1810062G17Rik,1.389068,0.797251,1.640929,0.312973,0.857259,0.448834,1.176018,0.097093,1.24863,0.216015,2.392783,1.228062,1.09916,2.634229,0.725383,0.345513,1.357559,2.665415,0.446657,3.343467
1810065E05Rik,0,0,0,0,0,0,0,0,0.084352,0,0,0,0.048938,0.051625,0.047365,0,0,0.176962,0,0.039514
2010005H15Rik,0.266182,0.411503,1.404007,1.062713,0.184962,0.148474,1.077215,2.094909,1.280429,1.676594,1.942838,3.546331,1.280667,3.631139,2.921637,1.047235,2.24438,3.688552,1.982538,5.909932
2010010A06Rik,0,0,0,0,0.062358,0,0,0,0.136054,0.455975,0,0.069801,0.071637,0,0,0.303301,0,0.07147,0.063823,0.056072
2010106E10Rik,0,0,0,0,0,0,0,0,0.087205,0,0,0.033364,0,0,0,0,0,0,0.030209,0
2010109A12Rik,1.699297,1.844996,2.215612,1.210423,1.147081,1.271824,2.461541,0.955061,1.55355,1.672932,3.143611,3.253906,1.993608,3.704765,2.537836,1.29714,2.385936,3.062435,3.211228,2.02241
2010109I03Rik,0.015959,0.242017,0.404823,0.139743,0.132959,0.271824,0.217684,0.061497,2.120141,0.388657,0.223873,1.424232,0.96954,0.749212,0.268009,0.258749,0.336847,0.655469,0.65591,0.892182
2010111I01Rik,94.547708,89.385071,65.824687,80.184337,81.544101,38.063385,49.126125,53.231554,75.894881,123.978136,112.498558,62.72773,91.218364,40.37162,103.034216,124.122162,102.163751,90.351983,98.093512,59.49687
2010300C02Rik,0.28033,0.293218,0.129235,0.125608,0.13911,0.148831,0.08599,0.045366,0.899135,0.568066,1.353011,0.582446,0.244515,1.164913,1.106553,0.47646,1.394171,0.606081,0.236839,0.805128
2010315B03Rik,13.825707,11.347775,13.542615,10.522621,12.802698,9.597852,12.658083,10.22524,11.00607,11.088855,13.929983,11.832806,12.625722,12.683274,10.758223,10.586876,11.386776,16.243669,16.10937,14.163836
2200002D01Rik,0.111564,0.550895,1.114184,1.010346,0.080445,2.432391,1.4356,1.191176,1.093917,1.594774,1.346282,2.292598,2.510299,2.74381,0.827868,0.839306,0.703744,2.053274,1.607239,2.220386
2200002J24Rik,0,0,0,0,0,0,0,0,0.368516,0.199492,0,0,0,0,0,0,0,0,0,0
2210010C04Rik,0.035597,0.066294,0.058329,0.033527,0.125607,0.035781,0.082749,0.018167,0.257956,0.119677,0.049178,0.07328,0.073545,0.157014,0.053274,0.031847,0.128725,0.099039,0.049563,0.21707
2210011C24Rik,3.5465,5.722855,1.949682,1.697906,3.510438,2.888994,2.027927,1.22286,4.77863,4.967582,6.244571,4.332918,3.802033,3.320538,7.011174,8.147875,6.497844,6.655584,4.954759,2.272484
2210016L21Rik,2.428091,2.335418,3.687167,3.476974,1.874824,1.518431,2.775228,2.705021,4.037339,4.18313,5.366795,4.958579,5.633077,8.679861,4.464629,7.379602,5.496869,7.146446,4.817773,8.086466
2210017I01Rik,0.102342,0.074328,0,0.056213,0,0.039181,0,0.134591,0.544383,0.06546,0.053206,0.366433,0.173628,0.059396,0.063137,0.511338,0.193339,0.313691,0.172167,0.076776
2210407C18Rik,0,0,0,0,0,0,0,0,0.464361,0,0.093129,0.051588,0,0,0,0.067633,0.079311,0,0,0
2210409E12Rik,0,0,0.647729,0,0,0,0,0,0,0,0,0,0,0,0,0.184512,0,0,0,0
2210418O10Rik,23.974419,18.004004,21.960494,13.285495,26.713265,29.156892,17.903896,27.989664,5.901615,0.971099,7.691053,10.103677,4.545442,14.801684,1.01511,5.460363,13.448434,11.886593,7.213721,17.21194
2300002M23Rik,0,0,0,0,0,0,0,0,0.112776,0,0,0.097118,0,0.034699,0,0.056573,0.032785,0.029443,0.029304,0
2300003K06Rik,0,0,0,0,0,0,0,0,0.028851,0,0,0,0,0.035499,0,0,0.080549,0,0,0
2300009A05Rik,58.754316,48.404153,41.102535,41.641827,54.885721,26.213277,37.422511,31.973653,61.948898,55.293151,83.069141,78.495217,59.091809,104.692204,69.125433,61.437306,78.611903,64.15929,52.595839,73.308903
2310002L09Rik,0,0,0,0,0,0,0,0,0.040413,0,0,0,0,0,0,0.071507,0,0,0,0.052056
2310003L06Rik,0,0,0,0,0,0,0,0,0.109679,0,0,0,0,0,0.024566,0,0,0.022861,0,0
2310007B03Rik,0,0,0,0,0,0,0,0,0.313342,0,0.016984,0.037955,0.019051,0.020332,0,0,0.017013,0.017106,0.017117,0.028754
2310009B15Rik,40.142372,21.234866,20.286646,30.20189,28.450011,19.938354,15.592725,17.160774,18.564853,17.834247,17.355842,22.493159,20.502915,22.031098,19.95363,16.799524,16.039899,21.367524,22.401748,21.397675
2310011J03Rik,4.119543,6.031411,5.651437,6.596913,5.443078,6.692856,5.508033,10.376481,6.670225,8.433553,5.043086,7.045976,9.822985,8.415338,5.780479,6.351512,5.867469,7.968091,9.458406,9.608051
2310022A10Rik,13.429522,8.683251,11.060163,8.366415,19.15274,20.644545,12.353019,13.89858,7.230063,6.507146,4.242351,6.005955,7.322706,6.832417,4.655954,4.186152,4.224536,6.001,7.509019,8.294833
2310022B05Rik,0.587001,0.399151,0.559369,0.358086,0.614994,0.792914,0.764328,0.456357,0.496637,0.349716,0.544224,0.793237,0.701736,1.219011,0.533075,0.428583,0.643459,0.494952,0.579511,0.921158
2310030G06Rik,0,0,0,0,0,0,0.037849,0,0,0,0,0.117303,0.059902,0.035763,0,0,0,0,0.030209,0
2310033P09Rik,8.084626,9.855601,11.033231,13.309699,8.644103,8.541524,12.318351,12.213225,11.86735,19.650725,13.191699,13.881651,18.081118,20.3736,11.389532,15.566284,13.808871,13.965236,15.688519,14.504482
2310034C09Rik,0,0,0,0,0,0,0,0,0.041057,0,0,0,0.095274,0,0,0,0,0,0,0.038532
2310046K23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057848
2310050C09Rik,0,0,0,0,0,0,0,0,0.244629,0.04386,0,0,0,0,0,0,0,0,0,0.066224
2310057J18Rik,0.097543,0.069303,0,0,0,0.064049,0,0,0.073794,0,0.025487,0.107242,0.171824,0,0,0,0.028698,0,0.110202,0.060439
2310057M21Rik,5.084296,3.423459,3.22199,4.399184,3.127313,4.623875,2.392204,3.057495,2.072801,4.52685,5.781197,2.196909,5.514304,3.400197,7.479479,7.097137,5.770205,7.352677,9.20544,3.422168
2310057N15Rik,0,0.054932,0,0,0,0,0.100886,0,0.071451,0.041079,0.038476,0.125874,0.107823,0.04795,0,0.037222,0.086561,0,0.11231,0
2310061I04Rik,15.622071,15.882723,11.842963,14.955806,16.383352,18.761017,13.624261,18.278253,14.729295,14.468976,15.221711,14.904172,17.826199,25.915829,14.917589,13.919156,19.030481,14.883298,14.460408,24.405713
2310061N02Rik,0,0,0,0,0,0,0,0,0.051427,0,0,0,0,0,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0,0,0,0.089863,0,0,0,0,0.054939,0,0.045069,0,0,0,0
2410002F23Rik,2.959073,2.802081,2.770615,2.626188,4.469698,4.609119,3.97539,4.325775,1.580897,1.264579,2.329697,2.493541,1.671468,4.894219,1.210223,1.48726,2.492803,2.103961,2.437178,4.937011
2410004B18Rik,44.607734,48.556272,47.676776,51.386181,40.520956,61.062839,50.777398,46.738384,43.858229,64.940182,44.900469,45.354241,62.205273,44.557092,52.142729,69.161817,52.445749,40.266602,63.753932,33.08712
2410004P03Rik,0.082928,0.170444,0.131862,0.256468,0.167325,0.293184,0.206941,0.17419,1.051617,0.171063,0.18702,0.640609,0.563707,0.134811,0.330884,0.288885,0.339082,0.434381,0.394748,0.481943
2410015M20Rik,64.0985,73.013747,77.479815,86.753796,69.317094,45.860383,75.731278,87.766988,104.147932,107.045226,119.259459,90.642653,102.035308,118.770533,108.064348,98.865505,113.840321,115.535034,97.710872,99.221364
2410024N13Rik,0,0,0.079923,0,0,0.105433,0,0,1.019383,0,0.066595,0,0.475885,0.269388,0,0.241492,0,0.137139,0.337437,0
2410131K14Rik,0.598393,0.527787,0.607235,0.59309,0.829454,0.638507,0.71967,0.444572,0.781927,1.456671,1.1833,1.007021,1.064875,1.606418,0.957134,0.932207,1.087438,0.833881,1.29337,1.469609
2410137M14Rik,0,0,0,0,0,0,0,0.065069,0.116386,0,0,0.065962,0,0.070789,0.051686,0.058362,0.053763,0,0.060251,0
2410141K09Rik,0,0.174152,0.118381,0.073783,0,0.118133,0,0,0.892203,0.238761,0,0.127102,0.735833,0.294213,0.108039,0.317672,0.113212,0,0.380709,0.158574
2510002D24Rik,16.1535,17.271489,21.366134,18.617024,17.210046,12.517045,17.410563,14.619325,28.672774,42.441534,37.621851,48.597001,45.02554,54.100272,38.79444,36.828479,39.545293,52.728179,41.803025,41.557814
2510009E07Rik,0,0,0.007614,0,0.00819,0,0.008118,0,0.077156,0.007826,0,0.122628,0.064845,0.0309,0.027814,0,0.016173,0.006452,0,0.05559
2510039O18Rik,3.949482,7.156582,4.417523,5.083966,5.557734,10.179536,5.736853,7.367559,8.872062,7.522955,4.786023,5.551944,5.928899,8.860241,5.315802,5.784185,6.78548,4.216051,4.836095,7.870153
2610001J05Rik,155.152011,101.576145,116.218737,131.449917,141.922617,60.418323,110.50341,95.636221,118.505964,146.367275,154.107055,144.292671,146.235457,81.378339,162.63657,166.222248,152.722939,151.423774,153.939599,120.472179
2610002M06Rik,6.830167,8.157845,11.792698,14.030019,6.060383,11.126102,9.428832,7.713734,6.9682,11.875143,11.916774,12.114039,13.158931,12.375532,9.806763,12.93849,8.307067,13.356645,14.724613,12.362927
2610005L07Rik,1.755457,1.83024,1.664616,3.019739,1.204914,0.648915,1.786595,1.189733,3.291837,4.789196,1.811836,3.184921,5.236656,3.257129,2.213606,3.177573,2.346253,2.887019,5.166718,3.571595
2610008E11Rik,0.728011,0.890472,1.586075,0.953348,0.678371,1.666359,1.336774,1.139066,1.196179,1.561418,1.473394,1.920514,2.193667,2.471255,1.526316,2.039326,1.918659,1.752513,2.203731,1.953046
2610021A01Rik,3.966662,4.033665,4.123159,2.596262,5.154275,6.433816,4.601159,3.752185,4.069054,2.509975,3.094633,3.558978,3.563498,5.687749,2.81508,2.661109,2.83418,3.673123,3.796315,4.74101
2610024D14Rik,0,0.381312,0,0,0.329713,0,0,0,0.249361,0,0,0,0,0,0,0,0.289322,0,0.248079,1.111518
2610028H24Rik,0.457547,0.415042,0.2977,0,0.716536,0.614835,0.204451,0.114964,0.076015,0,0,0.152126,0,0.08002,0,0.086984,0.152848,0.029349,0,0.031216
2610042L04Rik,0,0,0.158226,0.036683,0,0.031506,0.118487,0,0.153198,0,0,0,0,0.113327,0,0,0.093687,0.059866,0.229511,0.041019
2610044O15Rik8,40.494825,47.723368,62.595935,40.292916,37.796324,39.768416,51.520023,47.520507,33.455006,36.471234,40.175285,46.75089,37.916333,36.101477,49.286034,32.357426,42.656231,46.6008,50.540491,42.019235
2610301B20Rik,8.290285,6.418532,9.505772,6.579596,9.49549,4.662253,6.638106,3.734925,4.227879,7.133209,13.836501,11.749433,7.432225,13.939884,11.202879,11.571092,15.685015,9.975151,7.692377,13.892614
2610507B11Rik,1.97285,2.85845,2.533278,2.21161,2.938866,5.843812,2.695654,3.357788,2.589933,1.85163,1.284464,2.026812,2.095673,4.018196,1.44902,1.745389,1.949948,1.454495,1.808434,3.490997
2610528A11Rik,0.070762,0.087225,0.074356,3.349895,0,0.089345,0,0.370196,0.66383,11.25173,0,0.205028,17.142952,0.134181,0.326286,12.320396,0.193651,0.318344,14.435593,0
2610528J11Rik,0,0,0,0.042035,0,0,0,0,0.056909,0,0,0.04616,0.046889,0,0.045375,0,0,0,0,0.052117
2700049A03Rik,0.865062,1.080828,0.813796,0.897154,0.950386,1.707113,0.545896,0.802049,0.801997,0.660932,0.382677,0.850473,0.67722,1.164753,0.578869,0.5302,0.44099,0.734454,0.597518,0.765682
2700081O15Rik,0.150506,0.25843,0.173627,0.363243,0.095121,0.367559,0.220442,0.363701,0.152993,0.243355,0.112656,0.109002,0.350993,0.401151,0.113473,0.321017,0.168574,0.103077,0.262168,0.16639
2700097O09Rik,80.190903,58.676116,60.859032,31.014616,77.75896,44.772855,43.832735,29.984466,20.173682,12.75042,16.871105,16.723388,14.362734,20.788281,20.490865,16.84347,22.548875,23.475504,15.422708,19.371384
2700099C18Rik,27.417903,32.188587,42.675455,39.047457,25.521227,33.328787,42.080613,40.424671,8.118122,10.281947,4.027265,6.122603,12.000556,3.847429,10.546223,11.207908,6.323935,10.918647,13.337863,7.085843
2810004N23Rik,10.595338,11.996942,11.004788,9.57846,13.648194,12.730189,11.286673,11.908913,6.136956,4.308316,5.76646,5.400894,4.506123,8.817009,5.419769,4.455538,6.394385,6.446633,4.500911,9.0804
2810006K23Rik,1.602444,3.70995,2.928543,5.678845,2.404595,2.868762,2.41438,4.243788,2.201103,3.458995,2.168426,3.038255,5.808455,2.659907,1.588563,2.541599,1.614924,3.18842,3.922102,3.136277
2810021J22Rik,0.837865,0.709795,1.193458,1.005126,0.943606,0.720952,0.90451,0.966923,1.500346,3.045449,0.661344,1.022582,1.519785,1.896681,2.897815,1.577006,1.11883,1.594543,1.863631,1.702493
2810025M15Rik,3.69299,6.597515,1.149543,2.934442,3.47649,8.555708,1.32742,2.383334,1.175945,1.622275,1.047165,0.354355,1.039025,1.814352,2.524908,2.701541,0.64723,0.829824,3.110727,0.311311
2810039B14Rik,6.046822,4.933211,7.33885,7.424975,4.794461,3.836465,4.772115,3.252879,5.805519,5.447476,5.583927,6.756846,6.263023,7.148561,5.667154,5.24444,6.791112,9.049494,8.184915,7.032712
2810047C21Rik1,0,0,0,0,0,0,0,0,0,0,0.326452,0.421731,0,0,0,0,0.277387,0,0,0
2810408A11Rik,0.199725,0.174394,0.84221,0.100631,0.056465,0.14902,0.161925,0.128437,0.579532,0.330767,0.148202,0.209982,0.471718,0.358567,0.188072,0.326734,0.586505,0.266835,0.537526,0.181906
2810459M11Rik,0,0,0,0,0.025969,0.067243,0.012856,0,0.108578,0,0.101918,0.045635,0,0.073317,0,0,0,0.04093,0.010285,0.029177
2900011O08Rik,0,0,0,0.029723,0.05559,0,0,0.016104,0.042158,0,0,0.046398,0.016279,0.086961,0.347318,0.042302,0.016276,0.260733,0.105468,0
2900026A02Rik,0.024303,0.016181,0.013982,0.017441,0.05038,0.016634,0,0.018884,0.358704,0.02425,0.024902,0.054304,0.07944,0.033718,0.028936,0.005494,0.053286,0.016001,0.024068,0.016326
2900055J20Rik,0,0,0.071817,0,0,0,0,0,0.058303,0,0,0.462584,0.135424,0.070919,0.065618,0.058472,0.068382,0.061472,0.181089,0.148695
2900092C05Rik,0,0,0,0.092424,0,0,0,0,0,0,0,0.050787,0,0,0,0,0,0,0,0
3000002C10Rik,0.684564,0.208405,0.394049,0.637147,0.473347,0.299813,0.17755,0.252845,0.604159,0.344119,0.223528,0.460369,0.321965,1.154884,0.253326,0.322928,0.258639,0.465462,0.745011,0.610266
3100002H09Rik,0,0,0,0,0,0,0,0.102376,0.363675,0.057008,0,0.310864,0.158273,0,0.051075,0,0.053123,0,0.141433,0
3110009E18Rik,124.350103,113.402711,93.00059,86.991303,115.024332,56.035492,113.412182,93.049676,127.530893,90.410277,94.742756,89.778717,72.084594,93.205094,75.658987,68.682143,88.931418,87.48121,73.258755,96.007045
3110009M11Rik,0,0,0,0,0,0,0,0,0.044309,0,0.137041,0,0,0.054251,0,0.088837,0,0.046421,0,0
3110018I06Rik,0,0,0.046795,0,0,0.028422,0,0,0.795208,0.143373,0.078447,0.04233,0,0.092504,0,0.076464,0,0.079504,0.108328,0.03591
3110021N24Rik,0,0,0,0,0,0,0,0,0.024931,0.024009,0,0.066068,0,0,0.029701,0,0,0,0.026631,0
3110040N11Rik,81.774658,87.115185,117.858912,100.835849,82.426198,53.06846,93.258008,83.131145,120.216463,141.621232,146.913056,125.892638,136.093972,119.210832,135.0423,139.652447,126.605236,152.675184,127.895298,95.122971
3110053B16Rik,0.064458,0.349906,0.486116,0.672903,0.071087,0.038572,0.18661,0,0.898993,0.174778,0.126333,0.333021,1.065288,0.483908,0.430948,0.377399,0.297949,0.241802,0.51157,0.299876
3110067C02Rik,0.018033,0.022389,0.039417,0.017008,0,0.024162,0,0.128806,0,0,0,0,0,0,0,0,0,0,0,0
3110070M22Rik,0.383905,0.516789,0.44917,0.931539,0.088092,0.571417,0.303006,0.716289,1.020612,0.730487,0.680617,0.816536,1.313303,0.653566,0.625224,0.767362,0.309825,0.704632,1.174451,0.203133
3110082I17Rik,3.814468,2.494655,1.378214,2.024292,4.881171,2.745221,1.79335,1.630142,0.673661,0.063061,0.206349,0.607596,0.307325,0.321156,0.112296,0.575396,0.477865,0.428629,0.096523,0.589671
3110082J24Rik,0,0,0,0,0,0,0,0,0.053841,0,0,0,0.062515,0,0,0,0,0,0,0
3300002I08Rik,1.110539,1.401661,0.914823,1.090571,1.391195,0.348549,1.94313,0.634897,2.125109,1.295869,0.748234,0.728699,2.01331,1.634539,0.81963,0.961789,1.299025,1.579247,1.938515,1.396155
3425401B19Rik,0.013045,0,0,0,0,0,0,0,0.107547,0.007368,0,0.007697,0.006856,0.007289,0.031596,0,0.006777,0,0.006191,0.012842
3830403N18Rik,14.807831,52.194022,4.085451,3.797687,20.522378,25.540747,57.069786,27.381326,25.158469,17.804325,13.416977,3.669801,3.720006,3.553697,30.300474,28.383948,29.759253,22.937829,16.857465,26.299847
3830406C13Rik,0.164477,0.882699,0.868817,0.247667,1.128535,5.557122,1.223877,0,0.09505,0.211515,0.142913,0.912088,0.661817,0,0,0.147138,0.312486,0.917529,1.580237,0.625622
3830417A13Rik,0,0,0,0,0,0,0,0,0,0,0,0.04893,0.024619,0,0.023788,0,0,0,0,0
4430402I18Rik,0,0.344008,0.058031,0,0.05044,0.011866,0.201974,0.03615,0.221565,0.085177,0.337404,0.054681,0.557336,0.182787,0.124468,0.159024,0.041717,0.083266,0.15835,0.077139
4632433K11Rik,0,0.450931,0.609049,0.255233,0.553571,0.450716,0,0,1.078971,0.200208,0.135223,0.416024,0.537588,0.717661,0.291254,0.867227,0.634307,0.564119,0,0.57022
4833418N17Rik,0,0,0,0,0,0,0,0,0,0,0,0.082424,0,0,0,0,0,0,0,0
4833423E24Rik,0,0.020699,0,0,0,0.011185,0,0,0,0,0,0,0,0.018407,0,0,0,0.015469,0,0
4833427G06Rik,0,0,0,0,0,0,0,0,0.079273,0,0,0,0,0,0,0,0,0,0,0
4833439L19Rik,16.375972,16.308485,13.586281,20.138636,14.285651,19.137197,12.522914,17.412481,9.221455,13.752194,9.368403,11.365757,16.927695,11.230064,12.852847,19.546073,10.846206,14.533336,19.294389,13.422169
4921501E09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0.020881,0,0,0,0,0,0.238577,0.021417,0.024123,0.10036,0.098725,0.042132,0,0,0,0.024375,0,0.033236
4921507P07Rik,0,0,0.104036,0,0.037332,0.117095,0.332202,0.064882,0.056623,0.053383,0.029251,0.065414,0.049196,0.210226,0.015836,0,0,0,0,0.235777
4921509C19Rik,0.041008,0,0.012971,0,0,0.008613,0,0,0.299807,0.082604,0,0.084707,0.132962,0.065364,0,0.072444,0.028748,0.062183,0.062678,0.071859
4921511C20Rik,0,0,0,0,0,0,0,0,0.021889,0,0,0,0,0.027007,0.024514,0.021962,0,0,0,0
4921524J17Rik,42.86327,36.367752,48.107218,40.252165,37.342543,38.842913,53.31889,40.557458,47.125479,55.374608,54.319651,72.586484,63.925431,72.673735,45.769069,56.338878,53.938319,55.156899,58.453001,60.237598
4921536K21Rik,0.014431,0,0.015901,0.013938,0.017012,0,0,0.014797,0.118297,0.032556,0.013346,0.090352,0.014974,0.034506,0,0.051913,0.075418,0.027074,0.027004,0.046246
4921539E11Rik,0,0.029022,0.052548,0,0.018857,0,0,0.016384,0.0143,0,0,0.023912,0.120738,0.141568,0.023244,0.020828,0,0.071284,0.044669,0
4922502D21Rik,0.050263,0,0,0,0,0.050094,0.029011,0.025399,0.111337,0,0,0,0,0,0.049878,0,0,0,0,0
4930402F06Rik,0,0,0,0,0,0,0.034166,0,0.032318,0,0,0,0.037479,0,0,0,0,0.054755,0,0.030749
4930402H24Rik,3.534331,3.318452,3.629487,2.464877,2.653601,3.095785,3.527592,4.556402,3.326568,3.147372,1.778207,2.159895,2.529525,2.206327,2.444508,3.76862,2.744215,4.246979,3.200773,1.463072
4930402K13Rik,0.021922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020282,0.020267,0
4930404H24Rik,0,0,0,0,0,0,0,0,0.606136,0,0,0,0,0,0,0,0,0,0.203288,0
4930404N11Rik,0,0.114191,0.16614,0.028405,0.071638,0.020276,0.070541,0.030808,0.027083,0.034011,0.027932,0,0,0,0,0,0.125935,0,0.135176,0.025985
4930412O13Rik,0,0,0.038194,0,0,0,0,0,0,0,0,0,0,0.114751,0,0.102186,0,0.032524,0,0
4930415H17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,0,0,0,0,0,0.01276,0,0,0.01475,0.014781,0,0,0,0,0,0,0.01253
4930421P07Rik,0,0,0,0,0,0,0,0,0,0,0,0.159156,0.168352,0,0,0,0,0,0,0
4930426L09Rik,0.082896,0.03426,0.059928,0.051333,0,0.036613,0.063647,0.055665,0.097722,0.15343,0.075618,0.140488,0.056638,0.090337,0,0.122558,0.170272,0.152889,0.228644,0.04708
4930430A15Rik,0.021122,0.052425,0,0,0.150571,0,0,0,0.208065,0.094999,0,0.043287,0.087832,0.115497,0.084974,0.076002,0,0.079316,0,0.086415
4930430F08Rik,5.302022,3.291645,3.523312,2.901538,5.525602,5.290971,4.027745,2.914386,2.025866,3.273188,3.830933,3.820389,4.468597,3.950725,4.061919,4.514562,3.48172,3.066422,3.72006,2.932177
4930431P19Rik,0.149836,0.062048,0.068461,0.189613,0.044229,0.299589,0.131883,0.12838,0.455477,0.689502,0.595744,0.784631,0.548974,0.535351,0.585129,0.517126,0.607898,0.661831,0.703113,0.638714
4930432E11Rik,0.006479,0,0.007086,0.003085,0.007653,0.017511,0.015169,0.003345,0.054993,0.009928,0.009086,0,0.039813,0.007202,0.003236,0.002926,0.006706,0.00819,0.023327,0.020269
4930432K21Rik,0.01757,0.039587,0.076785,0,0.020668,0.085628,0.037115,0.097856,0.203693,0.017892,0.073531,0.01809,0.018153,0.01938,0.047772,0.141497,0.018155,0.048889,0.179434,0.137823
4930432M17Rik,0,0,0,0,0,0,0,0,0.092844,0,0,0.207386,0,0,0,0,0,0,0,0.080639
4930433I11Rik,0,0.030977,0,0,0,0.010427,0,0,0.140179,0,0,0.025834,0.090534,0.037207,0,0.022409,0,0.046387,0.028873,0.035172
4930435E12Rik,0,0,0,0,0,0,0,0,0.117488,0,0.060567,0,0,0,0,0,0,0,0,0
4930438A08Rik,0.127854,0.068027,0,0,0,0.024465,0.02122,0,0.261547,0,0,0.018789,0.018861,0.040259,0.09578,0,0,0.016934,0,0
4930442H23Rik,0,0,0,0.027527,0,0.067028,0.076864,0,0.121131,0.037079,0.033657,0.0985,0.105003,0.073121,0.063167,0.029856,0.034335,0.029251,0.034761,0.059881
4930444G20Rik,0.133196,0,0,0,0,0,0,0,0,0,0,0.044225,0.025259,0,0,0.040127,0,0,0,0.048583
4930444P10Rik,0.262757,0.305942,0.228312,0.094249,0.447322,0.351468,0.184631,0.204128,1.106879,0.256078,0.456671,0.314069,0.320432,0.86556,0.022924,0.104464,0.112206,0.064238,0.38916,0.386995
4930447A16Rik,0,0,0,0,0,0,0,0,0.391791,0,0,0,0.091082,0,0,0,0,0,0,0
4930447C04Rik,0.061078,0.30752,0.086811,0.144538,0.167948,0.378444,0.251167,0.494276,0.973855,0.067119,0.21384,0.241545,0.100465,0.127375,0.304886,0.233958,0.341742,0.402378,0.534315,0.466885
4930447F04Rik,0,0,0,0,0,0,0,0,0.121169,0,0,0,0,0,0,0,0,0.063923,0.062707,0
4930448K20Rik,0,0,0,0,0,0,0,0,0.076818,0,0,0.086041,0,0,0,0,0,0,0,0
4930449A18Rik,0,0,0,0,0,0,0,0,0.101213,0,0.034022,0.019008,0.057246,0.020364,0,0.016525,0.035741,0.017134,0.051433,0.061448
4930449I24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930451I11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137459
4930452B06Rik,0,0,0.030449,0,0,0,0.064842,0,0.09332,0,0,0,0.057601,0,0,0.024949,0,0,0,0.024429
4930453N24Rik,49.83402,59.165461,46.575384,53.209399,50.65585,88.140142,40.054657,48.119381,55.183556,71.207094,70.652637,48.663297,58.004121,43.383818,72.005927,77.07315,64.947487,55.604466,66.472649,56.119796
4930455H04Rik,0,0,0,0,0,0,0,0,0.026942,0,0,0,0,0.099523,0,0,0,0,0,0
4930465K10Rik,0.033648,0,0.054769,0,0,0.022138,0,0.151926,0.148615,0,0,0.035962,0.121962,0.072771,0.040332,0,0.034431,0,0.056193,0
4930467E23Rik,0.059635,0.037035,0.084289,0.048741,0.125703,0,0,0,0.402942,0.058287,0,0,0.314215,0,0,0.081324,0,0,0.079283,0
