gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
CD86,-2.170061131,3.362889678,-3.363516212,0.001048068,0.040917918,-0.993116257
FAM20A,-1.538062181,2.25158567,-3.360892711,0.00105716,0.041008341,-1.000860555
FPR1,-2.274793204,3.849090205,-3.360152229,0.00105974,0.041008341,-1.003045493
TGM2,-2.170479257,2.84086651,-3.359911669,0.001060579,0.041008341,-1.003755228
MNT,0.850020368,2.228112037,3.359012325,0.001063723,0.041008341,-1.006408239
ATP6V1F,-1.242061811,6.155535801,-3.349329166,0.001098124,0.042202268,-1.034936397
OCIAD2,-1.058287211,6.859015593,-3.340808033,0.001129256,0.043263523,-1.059985614
PECAM1,-2.63549135,5.809389313,-3.338309956,0.001138538,0.043483681,-1.067319259
BLVRB,-1.74490351,5.094652642,-3.3370704,0.001143171,0.043508362,-1.070956587
DUSP2,-1.227797171,11.50074045,-3.334792197,0.001151731,0.043508362,-1.077638827
IL1R2,-2.673815184,4.298381079,-3.333822113,0.001155394,0.043508362,-1.080483069
RPL14,-0.894366493,8.405311568,-3.333469132,0.00115673,0.043508362,-1.081517825
PARK7,-0.79417685,8.049921494,-3.332692272,0.001159674,0.043508362,-1.083794863
ST3GAL6,-1.3034527,2.259793509,-3.332498014,0.001160412,0.043508362,-1.08436418
CTSH,-1.935013629,6.430853704,-3.327139758,0.001180925,0.044142923,-1.100057103
ARPC5,-1.251749021,7.980009421,-3.325319178,0.001187972,0.044271772,-1.105384416
ACTB,-0.888808138,13.28254062,-3.319184746,0.001212008,0.045031033,-1.123317247
MED9,1.746069552,3.9674771,3.315812854,0.001225412,0.045391929,-1.133162808
DNAJB2,1.130540447,3.567865965,3.304610093,0.00127095,0.046720873,-1.165814947
PLOD1,-2.347521888,4.331840807,-3.304385853,0.001271878,0.046720873,-1.166467606
MRPS6,-1.579945366,4.827333512,-3.304190508,0.001272686,0.046720873,-1.167036134
CD1C,-2.084655066,2.451529692,-3.300311979,0.001288838,0.047172996,-1.178318463
TNFRSF11A,-1.511145149,2.186861314,-3.298016225,0.001298488,0.04738519,-1.184991513
ST14,-2.241062254,3.392092989,-3.294691087,0.001312586,0.047757932,-1.19464993
TLR4,-1.992393474,2.74466406,-3.286831169,0.00134648,0.048846656,-1.21744864
H3F3A,-0.871156746,6.896587555,-3.284500761,0.001356686,0.049072133,-1.22419971
CDKN2C,-2.021801241,4.690606402,-3.282502711,0.001365494,0.049102775,-1.229984835
PKM,-0.776768863,9.344683578,-3.282497058,0.001365519,0.049102775,-1.230001196
SAMSN1,-1.465236939,7.223126028,-3.281309826,0.001370778,0.04914817,-1.233437316
TLR2,-2.045910597,3.244536682,-3.278704278,0.001382385,0.049420271,-1.240974791
WDR86,1.41638848,3.195464568,3.276997561,0.001390038,0.049549829,-1.245909416
BCL2A1,-1.726246467,5.683767359,-3.275952931,0.001394742,0.049573808,-1.24892871
