gene_name,log2FoldChange,padj
Gm2000,0.312304286,0.005355807
Mesdc1,0.312281368,0.014852379
Tmem201,0.311840983,0.001656941
Pelo,0.311592583,0.013410407
Mrps18b,0.311561,0.049655211
Klf16,0.311445645,0.001082643
Carhsp1,0.311364455,0.007439109
Emc6,0.311030031,0.033714501
Psma5,0.310927993,0.004554399
Anapc11,0.310592185,0.001993231
Gm4540,0.310451945,0.024892432
Herpud1,0.310221099,0.018839287
Ccdc58,0.310105927,0.028594674
Rtn3,0.310088836,0.006303632
Slc19a2,0.309856674,0.001145912
Tsc2,0.309827009,0.006939259
Fastkd2,0.30976009,0.006868054
Rpsa-ps10,0.309707139,0.040040994
Slc1a5,0.309678976,0.003833331
Rps23-ps1,0.309666946,0.000640211
Rnh1,0.309529579,0.002509696
Rps15,0.308976454,0.002779613
Dtnbp1,0.308930396,0.016922634
Sall2,0.308853916,0.022949796
Skp2,0.308617959,0.002749738
Pnp,0.308038326,0.023141665
Scarna10,0.307458323,0.014391685
Pstk,0.306576148,0.024091104
Rpl7-ps7,0.305726679,0.022984953
H3f3b,0.305710761,0.000305459
Mrpl35,0.305593016,0.01367038
Bst2,0.305311514,0.020606406
Rnf187,0.305247388,0.00295062
Spry2,0.304501978,0.042085214
Tnfrsf1b,0.304285653,0.009796678
Gm12174,0.304268056,0.012249035
Elp4,0.304250852,0.015468425
Impdh1,0.303683647,0.001119761
Kcnq5,0.303533816,0.002115085
Tsen34,0.303462945,0.00368767
2310009B15Rik,0.303256853,0.017661012
Naf1,0.303207635,0.046033861
Tmco4,0.302735866,0.035829344
Dennd4b,0.302717645,0.000772653
Ubqln2,0.302603686,0.049747986
Kctd12,0.30142325,0.027919634
Gnpda1,0.301322911,0.020061897
Tmem189,0.300896488,0.026079826
Stk16,0.300874186,0.021022516
Gm7536,0.300724121,0.003610421
Noct,0.300527588,0.036701473
Wdr73,0.300483226,0.025270045
Lonp1,0.300457937,0.000262288
Rpl35,0.300224064,0.049441216
Txndc5,0.300170434,0.008080695
Hspbp1,0.300161527,0.022228483
Ncdn,0.300024929,0.015127128
Wdr74,0.299859361,0.000561536
Mrpl30,0.299689881,0.00150403
Mrpl11,0.299591766,0.038466145
Pacs2,0.299233041,0.005211761
Tusc2,0.299135951,0.009252777
Socs1,0.299119712,0.049068576
Faap24,0.299062895,0.014303436
Zfp706,0.298954173,0.001721148
Gm7334,0.298427385,0.014844487
Gm13680,0.298369088,0.002652784
Cd164,0.297848579,0.011043655
Rps6,0.297449934,0.004009477
Psmc3ip,0.296851335,0.006686072
Ntan1,0.296698376,0.022873196
Gm12734,0.295897749,0.044685952
Slc25a33,0.295878792,0.018916575
Pyroxd1,0.295075027,0.018193349
Myg1,0.295064141,0.022507975
Map10,0.294988236,0.039121076
Gm15210,0.29446944,0.001014752
Eif2d,0.29427404,0.016614236
Eif2s3x,0.294137883,0.03413975
Ssr3,0.293824884,0.019462751
Rfwd3,0.29336669,0.047423032
Zfand3,0.293191415,0.037229151
Prpsap1,0.293132866,0.040947356
Dpp9,0.292476746,0.000511649
Gemin7,0.291884384,0.010190517
Nhp2,0.291816233,0.022840231
Rae1,0.291710566,0.002849831
2410004B18Rik,0.291663464,0.007879218
Sephs2,0.291334448,0.001505471
Nup155,0.2911499,0.017177479
Pogk,0.291133198,0.024913854
Psma6,0.291102909,0.038101266
Mrps6,0.290343677,0.008760307
Mrpl47,0.290040601,0.014629701
Nagpa,0.289592227,0.024528067
Mob3a,0.289524561,0.00252493
Wdr18,0.289234596,0.022433519
Gm14121,0.289180087,0.033352109
Slc7a5,0.289055847,0.010763327
Gm14048,0.28885682,0.036528629
Atp13a3,0.288728127,0.024974133
Elmo2,0.288254409,0.002989099
B4galnt1,0.288182074,0.003452599
Rps2,0.288058349,0.000933842
Gnb2,0.287865555,0.002435875
Uqcrq,0.28775762,0.035915136
Polr2e,0.287680292,0.015575149
Actg1,0.287677782,0.036217323
Gnb2l1,0.287499402,0.000524277
Cdyl,0.287454334,0.045797787
Hnrnpf,0.287150075,0.001609347
Vhl,0.287079106,0.013474429
Mrpl23-ps1,0.286911761,0.000982287
Gzme,0.286243863,0.005454516
B4galnt4,0.286109704,0.000922183
Rbmxl1,0.285736159,0.000169615
Igf2bp3,0.285603967,0.014375747
Prdx3,0.28556055,0.017597934
Clns1a,0.285495886,0.002229421
Gm12263,0.284925989,0.010127233
Serpina3g,0.284780222,0.012980954
Fxn,0.284750263,0.035620765
Add3,0.284719057,0.018340741
Impdh2,0.284631722,0.021610108
Mex3d,0.284519145,0.033839943
Alg10b,0.284337277,0.033914364
Htatip2,0.284277346,0.020879208
Nkg7,0.28395104,0.000601881
Tigd5,0.283938697,0.030660674
Ugcg,0.283930457,0.010282837
Mtr,0.283441041,0.048633699
Rac2,0.283175917,0.009274248
Dus1l,0.282929094,0.024152967
Plek,0.282867507,0.012768342
Tesk1,0.282774667,0.015072927
Gm7964,0.282419767,0.015973703
Ube2e3,0.282040458,0.022780921
Colgalt1,0.281550273,0.002048628
Akr1b3,0.281293592,0.009013288
Tfdp1,0.281247463,0.023700066
Tbrg4,0.280774821,0.019012227
Rnf138,0.280508543,0.034954683
Mbtps2,0.280259578,0.046277317
Rap1a,0.280093367,0.016903567
Hccs,0.280076482,0.003775666
Fbxl14,0.280055466,0.004146298
Ckap2,0.280023735,0.013632485
Pdk3,0.280019733,0.045131308
Gm10053,0.279988873,0.049490893
Gm17709,0.279591254,0.007231742
Mvb12a,0.279383351,0.028700646
Mrps31,0.279347602,0.010223226
Ganab,0.279122213,0.002148093
Josd1,0.279106692,0.000375832
Tefm,0.279046562,0.041283251
Ext2,0.27887902,0.012189304
Mydgf,0.278619361,0.041169004
Slc35a4,0.278500922,0.000424222
Znrd1,0.278369604,0.020644682
Tmem39a,0.278355255,0.007762655
Gtf2b,0.277920486,0.046907558
Polk,0.277711446,0.005441784
Itpa,0.277657782,0.00094636
Cct4,0.276936492,0.01431435
Slc36a4,0.276832669,0.017267146
Gm8399,0.276485267,0.000594176
Gtpbp1,0.276419764,0.000954507
Fasn,0.276415149,0.02052089
Ctu2,0.27619885,0.023789885
Ift20,0.275896184,0.036271112
Mcoln1,0.275512276,0.044118324
Als2,0.275257333,0.001419849
Mob2,0.274989695,0.049858202
Mrpl20,0.274865093,0.016821787
Mcm5,0.274822401,0.027186793
Prdx1,0.274792418,0.032962493
Vcp-rs,0.274611513,0.025597767
Lrp10,0.274409883,0.032054794
Rpl34-ps1,0.274409262,0.00289289
Surf4,0.274371803,0.001540378
Nek2,0.274364865,0.044956266
Cdca4,0.274293497,0.003397585
Dctn2,0.274111006,0.003069656
Slc30a1,0.273562363,0.045518964
Gm7488,0.273013672,0.04780839
Nr4a2,0.27284705,0.020384114
Trbc2,0.272316248,0.009586169
Poldip2,0.272244973,0.015614164
Scamp2,0.272201851,0.047733988
Atp6v1c1,0.271875449,0.036505584
Gm8116,0.271837886,0.02226376
Tuba1c,0.271751427,0.031565856
Dhx33,0.27157488,0.008922274
Derl1,0.271564565,0.011530126
Mrrf,0.27134641,0.004149878
Agpat2,0.271308149,0.025017513
Nup85,0.270976969,0.024898103
Clptm1,0.270633941,0.004028123
Rnf130,0.270482135,0.005698312
Scap,0.27018673,0.009647946
Apex2,0.270074995,0.007445881
Txn2,0.270019288,0.005097436
Fpgt,0.270009192,0.048760639
Ostc,0.269660065,0.002188884
Proser1,0.269526641,0.001843611
D630045J12Rik,0.269168036,0.008703137
Gm15459,0.268913526,0.031011035
Minpp1,0.268648481,0.000271861
Faap100,0.267912628,0.041268159
Chchd2,0.267588802,0.010696125
Ap5m1,0.267262317,0.004516129
Sec61b,0.267244525,0.008899853
Ipo13,0.266881738,0.044162783
Gm4366,0.26670815,5.98E-05
Slc30a4,0.26609028,0.04765499
Psme2b,0.265431592,0.002425855
Polr3f,0.264915202,0.005391144
Cmtr2,0.264717388,0.010724386
Gmps,0.264355388,0.00142648
BC035044,0.263840183,0.021473573
Taf10,0.26380968,0.015499244
Mrpl46,0.263379678,0.046434554
Cep44,0.263338833,0.04942627
Rnf7,0.26332118,0.025476718
Tkt,0.263206724,0.003467684
Pop5,0.262355631,0.017586865
Fosl1,0.262193349,0.024847969
Gm11585,0.262176705,0.048227214
Zfp235,0.262114125,0.048862086
Ythdf1,0.26198359,0.01202471
Tubb4b,0.261975048,0.027033094
Zfp296,0.261901679,0.010541637
Tjap1,0.26188964,0.000880814
Lmnb1,0.261612378,0.006888384
Mms19,0.261484952,0.002254718
Ube2d2a,0.26140192,0.019277449
Adap1,0.261214252,0.01581085
Rdh13,0.261198387,0.020586435
Dlat,0.261044282,0.002508254
Rps27a-ps2,0.260874075,0.015353631
Bud13,0.260455974,0.000521628
B4gat1,0.259924516,0.007258355
Zc3h14,0.259879696,0.002686348
Tmem9b,0.259794435,0.004202877
Afg3l1,0.2593265,0.044690946
Klhl22,0.259295069,0.032383331
Kctd5,0.259130772,0.034900457
Hspa8,0.258985735,0.016610453
Snrpf,0.258850146,0.022012208
Ly6e,0.258645961,0.026859882
Pwp2,0.258546579,0.009080651
Sec14l1,0.258207876,0.009616912
Amd1,0.257974145,0.009562042
Nudt16l1,0.25753871,0.023355308
Zmiz2,0.25735455,0.024828837
Pnpla2,0.25719092,0.009898272
Naca,0.256922674,0.015929283
Zfp251,0.256902743,0.016532114
Map1s,0.256870577,0.001503638
Cse1l,0.256763276,0.036415361
Cs,0.256700068,0.047618152
2410006H16Rik,0.25626761,0.002956957
Zfp27,0.256242205,0.047642817
Ddx39b,0.256085071,0.032229377
Gm2423,0.256053256,0.038978142
Slc35c2,0.25574761,0.031496549
Mrpl54,0.25566792,0.011063912
Rnft1,0.255629582,0.023405382
Eif4a-ps4,0.255546684,0.019486984
Tmem165,0.255484465,0.005975328
Stil,0.255178461,0.001279366
Fen1,0.254912041,0.016505454
D15Ertd621e,0.254606641,0.00211647
Cln8,0.254578882,0.02726239
Tmed3,0.254561376,0.039611663
Orc2,0.25424348,0.048210398
Gm13835,0.254187714,0.016669047
Mrpl45,0.253910504,0.008100485
Exosc8,0.253882688,0.035547728
Phb2,0.253618326,0.045774343
Mcm3,0.253120042,0.019497379
Tmpo,0.252398435,0.007748907
Krtcap2,0.252168789,0.010718638
Ndufa6,0.251995457,0.002386721
Rwdd1,0.251851602,0.027908619
Sfxn1,0.25177647,0.023821948
Mars2,0.251743797,0.022408017
Gsr,0.251688479,0.003093764
Rps8,0.251477817,0.002704042
Asns,0.2512963,0.043555741
Noa1,0.250997754,0.005863018
E130309D02Rik,0.250887679,0.021407667
Pigh,0.250823494,0.034259997
Tgfb1,0.250640249,0.00495565
Zbtb48,0.250197211,0.049468015
Rps10-ps2,0.250164516,0.003533696
Crls1,0.250097515,0.017752928
Urgcp,0.249966968,0.011825659
Vars,0.249949693,0.002376849
Gnpat,0.249896298,0.008797866
Snrpb,0.24970463,0.008108633
Lman2,0.24943781,0.002387565
Tmem123,0.249306372,0.025922313
Ikzf3,0.249245732,0.004261306
Gm12918,0.249047481,0.030024609
Phospho2,0.248464592,0.008685897
Cpsf3l,0.248161215,0.00571158
Tceb2,0.248125821,0.009655949
Pxn,0.24802001,0.007966792
Fam58b,0.247334848,0.028268637
Psmb8,0.24666505,0.00237076
Med16,0.246402218,0.020954071
Eaf1,0.246049481,0.000206599
Lef1,0.245761141,0.034403903
Pfas,0.245493433,0.048208702
Sar1a,0.245451614,0.001985989
Mtch1,0.245352771,0.044777825
Mta1,0.245297876,0.00963308
Slc25a44,0.245216413,0.001595192
Sdhaf2,0.245160583,0.020614975
Yrdc,0.244987106,0.042040794
Sh3bp1,0.244973792,0.037890318
Coro1a,0.244818233,0.000505959
Nubp2,0.244177198,0.021462273
Mast3,0.244056548,0.019720537
Prmt5,0.243747482,0.029389363
Srsf2,0.243556761,0.011831735
Usp39,0.243278038,0.000243305
Mrpl13,0.24321505,0.047870687
Trmt1,0.24288326,0.019684287
Mapk1ip1l,0.242669044,0.041641638
Gm2541,0.242487685,0.049925353
Uqcrc2,0.241743373,0.026617009
Dtwd2,0.241497165,0.043220996
Eif3f,0.241420339,0.049556976
Ppa1,0.241380436,0.044721708
0610007P14Rik,0.241250517,0.044403873
Actb,0.241249497,0.026431323
Gm9825,0.241205523,0.007885065
Ifnar2,0.241031207,0.032341062
Alg5,0.24074019,0.023866307
Tmed7,0.240717759,0.010285295
Atp6v1b2,0.240157484,0.019940261
Cdc42,0.239881369,0.031779376
Gsk3b,0.239704884,0.021773911
Nab1,0.239377516,0.000911406
Zdhhc18,0.239094624,0.004581267
Mrpl52,0.238887893,0.014330348
Nop9,0.238620167,0.025760202
Ybx1-ps2,0.238600478,0.000813705
Kif4,0.238546317,0.018998294
Crkl,0.238525709,0.021918149
Gclm,0.2381336,0.022141594
Npm3-ps1,0.238100321,0.034781484
Map2k3,0.238079018,0.03104787
March5,0.237987157,0.041594018
Hist1h4n,0.237696863,0.044137107
Cfap20,0.237371649,0.001418254
Alyref,0.237129492,0.044039984
Ube2l3,0.237061447,0.03156063
Ddx19b,0.236837531,0.00634123
Tstd3,0.236670194,0.008870564
Bub3,0.236647289,0.013754875
Ppargc1b,0.23603867,0.010397175
Mdh1,0.235776576,0.020389611
Neurl4,0.235517017,0.046835032
Nelfb,0.235414913,0.034033424
Gorasp2,0.234614453,0.045109928
Med27,0.23458111,0.036814962
Pom121,0.234103652,0.018571356
Akirin2,0.233983075,0.034792665
Fth1,0.233900062,0.01737744
Stk24,0.23387674,0.035694075
Scpep1,0.233596484,0.009789853
Dis3,0.233255599,0.011518061
Slc44a2,0.233181895,0.035098991
Cox6c,0.232879036,0.000353336
Carm1,0.232787953,0.028808071
Rhoq,0.232469767,0.004382564
Hn1,0.232450676,0.006699006
Anapc15,0.232435518,0.048570588
Ruvbl2,0.23194304,0.041178684
Zdhhc3,0.231680585,0.018666759
Acly,0.231532309,0.009149354
Phf10,0.231377912,0.009882969
Dusp7,0.231348187,0.010751968
Taldo1,0.231167635,0.026381183
Atox1,0.230853177,0.025390971
2610507B11Rik,0.23078483,0.039139825
Mrpl48,0.230778293,0.024491012
Ybx1,0.230739344,0.013456874
Asf1a,0.230175951,0.025378882
Gadd45gip1,0.230094518,0.041955322
Akt2,0.229685531,0.037083808
Sympk,0.229470997,0.03458376
Kpnb1,0.229117399,0.012120527
Lgals1,0.228936662,0.009943196
Ppif,0.22891673,0.021089669
Gemin6,0.228232202,0.023203289
Rwdd2b,0.228001665,0.002535346
Ndc1,0.227964999,0.037042937
Aldh18a1,0.227897706,0.02658841
1700017B05Rik,0.227686372,0.007932777
Zfp516,0.227324299,0.04324988
Hmgb2,0.227022782,0.013772046
Por,0.22679337,0.03285865
Tmem128,0.226023127,0.004193138
Gm9774,0.225876286,0.020953755
Cers5,0.225759109,0.015908491
Clptm1l,0.225351434,0.007125687
Slc25a38,0.225114476,0.02601346
Dnajc5,0.225001116,0.021373676
Zadh2,0.224927146,0.010697987
Reep5,0.224534973,0.018428437
Ywhaq,0.224386882,0.041863253
Slx4ip,0.224223385,0.036712316
Psmb9,0.224005488,0.028372881
Ppdpf,0.223822896,0.034816514
Pithd1,0.223618794,0.031354944
Rpn1,0.223534146,0.001949823
Cep170b,0.222477729,0.003949255
Fam92a,0.222361583,0.049296115
Kti12,0.222001086,0.04114898
Ercc6l,0.221890046,0.038886964
Sec61a1,0.221820022,0.03129511
Rhof,0.221787581,0.003536937
Midn,0.221732213,0.041478464
Bre,0.22088536,0.049888753
Rpl9-ps6,0.220282287,0.009583883
Nfyc,0.220151673,0.021054129
Xlr4b,0.220068571,0.029948321
Bri3bp,0.219636398,0.021835408
Tsen15,0.219301986,0.037465449
Avpi1,0.219275409,0.036172355
Got2-ps1,0.219066588,0.045234511
Ssx2ip,0.218822725,0.048501043
Fdft1,0.218423102,0.021167659
Vapa,0.218248026,0.01807522
Ndufs1,0.218126523,0.041460902
Bmi1,0.217613546,0.021708241
Rpl36,0.217561945,0.007372364
BC048403,0.217192258,0.013530451
Gars,0.217108171,0.003708537
Gm13436,0.216258635,0.00881213
Rprd1b,0.215864312,0.017305037
Ywhaz,0.215829065,0.007987678
Suclg2,0.215743893,0.020998233
Pfn1,0.215634993,0.005264471
Vta1,0.215321083,0.012863833
Abce1,0.215130007,0.020641522
Bag4,0.214736906,0.001791519
Ptp4a2,0.214644686,0.002864214
Litaf,0.214618533,0.008630317
N4bp3,0.21387232,0.004161456
Rbbp8,0.213617714,0.022852527
Cope,0.213483739,0.015740962
Gm7901,0.212994096,0.009108407
Srebf2,0.212513143,0.004404337
Spr,0.212415447,0.044678667
2900097C17Rik,0.212071257,0.004135645
Gclc,0.211493891,0.007376583
Asrgl1,0.211486024,0.015314415
Icmt,0.211298514,0.007114155
Gm9755,0.211125956,0.020498426
Stt3b,0.210946971,0.045470221
Pigo,0.210879363,0.026264495
Lancl2,0.210450547,0.031319931
Ly75,0.210406509,0.047492078
Naa10,0.209696425,0.020145118
Gm5637,0.209519626,0.009357502
Qsox2,0.209425503,0.042199704
Cdc123,0.209259331,0.012168909
Acot7,0.208596246,0.001612109
Atp5e,0.208572418,0.047134092
Bpnt1,0.208475479,0.033441541
Sh3glb1,0.208125542,0.010784847
Kdm8,0.207994983,0.008122177
Usp14,0.207914308,0.047914114
Gm13136,0.207615647,0.005735673
Tubd1,0.207007457,0.016377259
Mthfd2,0.206984056,0.024601745
Pdcd2,0.206943073,0.035877888
Tcea1-ps1,0.206929547,0.031164697
Ttpal,0.206867876,0.005743939
Rps10,0.206722249,0.031776349
Vps18,0.206123716,0.047377594
Ogdh,0.205859673,0.046025257
Cdk2ap2,0.205634683,0.035392503
Adrbk1,0.205618078,0.007471843
Mtf2,0.205536194,0.001145648
Usp46,0.205482723,0.030471495
Rbx1,0.205140164,0.00874498
Rela,0.204802785,0.031515871
Vdac3,0.204427524,0.04176083
Uck2,0.204233029,0.008352737
Galnt1,0.204164388,0.018871996
Asna1,0.204083236,0.001383182
Bag6,0.203917982,0.000140317
Chek1,0.203896731,0.040887027
Gnptab,0.203876486,0.006852897
Phax,0.203794931,0.020506954
Pot1a,0.203575409,0.048195492
Rab11a,0.203446441,0.033355819
Cops4,0.203332028,0.048641133
Prkch,0.203210602,0.020612
Prdx6,0.203191899,0.027691266
Zc3hc1,0.201691111,0.046145834
Rhog,0.20148721,0.003962915
Fam206a,0.201346991,0.010434246
Pex2,0.2008092,0.040980396
Otub1,0.200800728,0.005573552
Ndufa9,0.200794416,0.007498001
Slain1,0.200577514,0.003188864
Cbfb,0.200068569,0.000638009
Raver1,0.199441083,0.014335675
Usp53,0.199299282,0.037728471
Cyp51,0.199216025,0.012364553
Psmb4,0.199106381,0.007949648
Ppat,0.198949689,0.02598917
Prkrir,0.198888286,0.016664698
Cox8a,0.198870457,0.014972351
Atp5f1,0.198824075,0.035605198
Ndufs2,0.198821783,0.039966006
Foxk2,0.198365979,0.012439632
Mfsd11,0.19746842,0.028344463
Slc25a32,0.197277081,0.033843325
Eid2,0.197145201,0.028712519
Jak3,0.196553565,0.041546593
Arfip2,0.196390223,0.009505019
Ipmk,0.195875431,0.002430303
Ints1,0.195571894,0.003346158
Usp3,0.19542239,0.002885867
Ctbp1,0.195115172,0.003762964
Rac1,0.195088393,0.022522837
Nfatc3,0.195024602,0.03787519
Hipk3,0.194969351,0.031647232
Ptp4a3,0.194968358,0.005151596
Cdk9,0.194803411,0.021206359
Edem1,0.19465689,0.011585649
Tsen2,0.194426503,0.012547306
Gm9761,0.194047249,0.001227469
Aup1,0.193775999,0.013238383
Tmem256,0.193420823,0.048202986
Ankrd26,0.193384406,0.013919864
Bcap31,0.193354613,0.014803876
Itpripl2,0.192694821,0.024884063
Slc25a30,0.192569452,0.014793439
Cops3,0.192313883,0.005832647
Polr3a,0.191333387,0.027005552
Gm9769,0.191260236,0.010642587
Naa50,0.191075457,0.030472935
Psmd13,0.190834451,0.02759116
Rpl7a,0.190644058,0.009513322
Tcea1,0.190567169,0.021127366
Prdm4,0.190034112,0.004044834
Slc16a6,0.189888127,0.011154025
Ube2g1,0.189866136,0.020828372
Gramd4,0.189510785,0.007155551
Fem1a,0.189075064,0.046328436
Usf1,0.188993591,0.047175134
Vimp,0.188970019,0.000144349
Psmc4,0.188954999,0.04085486
Relb,0.188835804,0.034100152
Rpl3-ps1,0.188389975,0.010628624
Nupl1,0.188301484,0.041239272
Kcmf1,0.188253411,0.010949829
Crtap,0.188050696,0.017961821
Med23,0.187579228,0.022906783
Emd,0.187537487,0.012838166
Armc1,0.187531478,0.008161571
Trim35,0.187361765,0.000615488
Edc4,0.187216164,0.026767724
Ino80c,0.187131515,0.033022702
Pofut2,0.187116544,0.003007521
Lax1,0.186894594,0.046551194
Zcchc4,0.186795517,0.006774807
Lta4h,0.186415082,0.042465342
Gpi1,0.185967235,0.030050123
Zfx,0.185836804,0.019912114
Ap2a1,0.185522466,0.035806426
Rb1,0.184909079,0.029561295
Sipa1,0.184856024,0.047202797
Mlxip,0.184527452,0.041017541
Znrf3,0.184393448,0.011664883
Tmem33,0.18438182,0.004577283
Khsrp,0.184043745,0.003391163
Ppp1r3b,0.183864238,0.018260211
Gm7993,0.183807122,0.031694085
Ucp2,0.183734483,0.006183154
Alkbh5,0.18358291,0.030813827
Naa60,0.183287988,0.035037661
Gm15427,0.183193486,0.009314081
Glipr2,0.182933619,0.011240747
Atp8b2,0.18276115,0.041543456
Trpc4ap,0.182589958,0.038078064
Polr2m,0.182313332,0.021782185
Ppib,0.182115533,0.022256253
Asb1,0.182037502,0.00354509
Mynn,0.181480663,0.023850109
Slc25a46,0.181395218,0.005306164
Bend4,0.1812479,0.015956402
Mapre1,0.181053098,0.008265822
Kbtbd8,0.180073039,0.041959888
Slc38a2,0.179643919,0.036331078
Pogz,0.179560135,0.034730735
Wdr36,0.179520711,0.007525726
Slc23a2,0.17949881,0.023738523
Traf4,0.179138838,0.011334393
Sh2d2a,0.179034585,0.00555676
Tmem234,0.178497375,0.020161792
Spc25,0.178483381,0.027623129
Dph3,0.177650529,0.008645264
Akr1a1,0.177532805,0.009599233
Mtfr1,0.17746772,0.034705665
Rpap3,0.177385749,0.033059557
Samsn1,0.177147618,0.038662507
Zfand5,0.176850515,0.044106639
Cops5,0.176575845,0.035076581
Metap1,0.176528617,0.030163468
Ptprcap,0.176419526,0.022126648
Selt,0.176225228,0.029914349
Rbm45,0.176156042,0.009044713
Med11,0.176041439,0.029627901
Zfp954,0.175608038,0.0208209
Pusl1,0.175550838,0.003600055
Cops2,0.175392896,0.031388161
Ufm1,0.175288714,0.028194711
Eif1,0.175249841,0.002743548
Arhgap1,0.175036087,0.019593079
Gm7389,0.174971879,0.042244239
Urod,0.174800549,0.033573133
Atp1b3,0.174783748,0.02320662
Wrnip1,0.174475908,0.010219139
Eif1ad,0.174143409,0.024035684
Clic4,0.17413754,0.019404766
Sin3b,0.173854209,0.039393358
Uqcrfs1,0.173775278,0.010960712
Zfp850,0.173770658,0.047785643
Ube2z,0.173639591,0.019227143
Trappc5,0.173548559,0.036321756
Nfkbib,0.173536284,0.041445389
Zyg11b,0.173429162,0.001040163
Mta3,0.173422916,0.005970625
Uqcrc1,0.173117407,0.004289
Pdzd8,0.172988218,0.012196554
Lims1,0.172966096,0.014509411
Hist1h1e,0.172882954,0.003467435
Chtf8,0.172239577,0.048722207
Rpl36al,0.171542625,0.009031469
Atmin,0.171526838,0.01170128
Mrps10,0.170947554,0.040373054
Pcbp1,0.170692829,0.016492014
Nup50,0.170550781,0.008264173
Cnpy2,0.170497425,0.001022035
Rps3a1,0.170296957,0.038789323
Tmed10,0.16972538,0.006288932
Agpat5,0.169530002,0.022617338
Gnai3,0.169459668,0.045879027
Vac14,0.169280656,0.019997108
Ago1,0.169246062,0.045783423
Chuk,0.169181987,0.043117066
Mrfap1,0.168983569,0.023684353
Adam19,0.168874399,0.037044006
Slc2a1,0.168543837,0.049133331
Pacsin2,0.167905568,0.034341309
Atad5,0.167309893,0.036506884
Lrrk1,0.167234202,0.023274782
Zfp628,0.167051572,0.031743374
Wrap73,0.167043978,0.044708973
Galnt6,0.16697279,0.024652524
Cct7,0.166613862,0.010947648
Golga7,0.166375774,0.011300296
Csk,0.166259195,0.036068635
Rn7sk,0.166158531,0.019859425
Agps,0.165428038,0.007872482
Ppp2r5a,0.165198004,0.048021764
Obfc1,0.165141142,0.02439279
Hiatl1,0.165131034,0.00415696
Gm2223,0.16503025,0.003093674
Tcf19,0.165001153,0.021716419
Ssbp3,0.164963105,0.003906635
Champ1,0.164915661,0.006292426
Zkscan17,0.164780899,0.019678378
Mrps17,0.164122726,0.024650032
Sidt2,0.164070933,0.042585562
Hras,0.163549146,0.020420945
Poldip3,0.162920351,0.0215976
Snx5,0.162746191,0.020608589
Csnk1e,0.162653985,0.017537726
Ptch1,0.16246714,0.025266133
Fam120a,0.162144417,0.006622939
Aars,0.161903054,0.003532744
Rhoa,0.161852787,0.02641638
Mapk6,0.161188418,0.004158481
Zfyve19,0.160797599,0.044426264
Coro1c,0.160769065,0.033309791
Mcfd2,0.160591627,0.008677891
Fam49b,0.160589509,0.004431694
Yars,0.160285812,0.046960951
Map2k4,0.160184658,0.014492421
Sertad2,0.159851932,0.0225765
Atpif1,0.159449578,0.002817048
Eef1a1,0.159339978,0.012046424
E330009J07Rik,0.158992225,0.002335966
Vbp1,0.158639593,0.00095684
Urb2,0.15816902,0.018050468
Fabp5,0.158083866,0.024187127
Pou2f1,0.157919185,0.03834335
Gm4202,0.157629488,0.011986323
H13,0.157055565,0.013921528
Ahcyl1,0.157002539,0.011696236
Apba3,0.15677133,0.031208782
Ddx56,0.156327815,0.020239394
Upf1,0.156273046,0.002281458
Cpsf4,0.15577274,0.043713554
Psma7,0.155490555,0.017949466
Nol11,0.154806382,0.006580925
Cul1,0.154730789,0.045054126
Trim32,0.154627609,0.019278669
Hspe1,0.154532797,0.003138265
Ggps1,0.154291368,0.022889327
Bzw1,0.153998311,0.009344981
Sun1,0.153666024,0.023518471
Atp1a1,0.153458527,0.038852494
Stard3,0.153384965,0.016218926
Atg4d,0.152948021,0.013777627
Srsf3,0.152749119,0.022984659
Fam168b,0.152649312,0.028571134
Plbd2,0.152639481,0.043523677
Elavl1,0.152333135,0.043995688
Hells,0.152258137,0.038110705
Dhx30,0.152156054,0.014944371
Ankrd13a,0.152103712,0.010559635
Runx2,0.151872069,0.019436087
Traf7,0.151693003,0.005524359
Nsmce4a,0.151564305,0.022238366
Eif4e,0.151282551,0.032042283
Lrrc58,0.151042147,0.025202902
Hadha,0.15039304,0.010347584
Mad2l1bp,0.150392795,0.024946401
Usp37,0.14922676,0.0319072
Eif1a,0.14887384,0.028854854
E130308A19Rik,0.14785721,0.049247606
Minos1,0.147592038,0.01293678
Cul5,0.147527008,0.047884238
C1galt1,0.147270549,0.047839204
Usp38,0.147162099,0.029297373
Nacc1,0.147095077,0.007529163
Timm44,0.147062722,0.030659554
Ero1l,0.146743996,0.02860201
Grpel1,0.146626711,0.041409095
Cisd2,0.146611884,0.030675019
Ghitm,0.14626,0.009593572
Mief1,0.145494333,0.021139601
Thoc1,0.145140791,0.00113189
Rhobtb2,0.145134981,0.030932839
Slc38a1,0.144762611,0.008731132
Xpo4,0.144611058,0.018961351
Ahdc1,0.144079144,0.019760245
Foxj3,0.144018453,0.021053032
Arid2,0.143624077,0.020992853
Sos2,0.143479791,0.00976207
Dcaf12,0.142577171,0.012722266
Gtf2e1,0.141694796,0.041099493
Gm3608,0.141694697,0.041451292
Trim36,0.141540738,0.049357759
Hmgn1,0.140866732,0.007870731
Lman1,0.140424783,0.038191303
Trmt10c,0.140379505,0.028268916
Pi4ka,0.140164938,0.001615458
Taf5l,0.140120191,0.019508905
G3bp1,0.13984731,0.009462674
Med14,0.138901608,0.023767366
