gene_name,log2FoldChange,padj
Gm26917,-1.878422746,0.016336247
Snord83b,-1.896337364,0.013253679
Snord87,-1.902334233,0.022030827
Gm25128,-1.903492076,0.025389854
Gm24105,-1.916007293,0.026066941
Gm26457,-1.926822421,0.028993824
Hmgb1-ps8,-1.927553096,0.005611626
Gm43059,-1.930564031,0.010546803
Rnu12,-1.938888433,0.013432894
Rpl21-ps14,-1.948804525,0.010278988
Tet1,-1.965815956,0.006005464
Gm25117,-1.971562151,0.034325363
Mir3068,-1.974875833,0.045641035
Snord66,-1.98350364,0.004245688
Gm11737,-2.035752347,0.002848819
Cd200r4,-2.037696305,0.006472185
Gm44270,-2.042467378,0.043334102
Rny3,-2.05051589,0.015385336
Gm3788,-2.062036538,0.006564153
Snora17,-2.068213086,0.001509504
Gm24494,-2.088541347,0.003229029
Gm22980,-2.116299339,0.015808345
Snord34,-2.12111603,0.037908169
Gm26175,-2.125679047,0.004180904
Snord55,-2.1498971,0.017575572
Snord82,-2.176573389,0.032350913
Gm6043,-2.182529854,0.01158032
Gm26202,-2.190529894,0.039632027
Gm23734,-2.193381748,0.002612689
Gm23301,-2.210010096,0.035780556
Gm23344,-2.234657409,0.018794127
Tpbgl,-2.298983386,0.035927437
Gm15148,-2.318206782,0.002709789
Snord35a,-2.321613954,0.007777879
Gm7899,-2.323470963,0.01149667
Gm42418,-2.348821968,0.015181223
Snord70,-2.356500146,0.017184235
Gm23008,-2.392469987,0.007006589
Gm26128,-2.405978672,0.012848479
Gm4841,-2.40861899,0.006119823
Gm25820,-2.425641549,0.010486421
RP23-307G24.1,-2.428712798,0.002286565
Snord100,-2.48331548,0.005788939
Gm5575,-2.522810681,0.01268994
Snord118,-2.61252383,0.020380134
Gm15033,-2.702539729,0.027078026
Snord32a,-2.876474832,0.043505992
Gm42826,-3.111938675,0.000199921
Gm26204,-3.215222084,0.000792136
