gene_name,log2FoldChange,padj
Clock,0.277594912,0.03204384
Eva1b,0.27724078,0.027740803
Rrm2b,0.276816274,0.040865352
Slc48a1,0.276510339,0.021464872
Commd8,0.276491283,0.030198342
Mical1,0.276211805,9.53E-05
Hmgcs1,0.276065435,0.011880152
H6pd,0.275996363,0.012319343
Tbx21,0.275848933,0.002699581
Insig1,0.275107132,0.040535732
Abtb1,0.272987127,0.02629844
Arl6ip5,0.272187914,0.000318517
Zfp652,0.271051649,0.004925339
Ppp3ca,0.270866332,0.003100429
Arap1,0.270754572,0.00439526
Prkd3,0.270357094,0.00628243
Ccnl1,0.270328807,0.002610431
Emp3,0.269660769,0.006576497
Ubald1,0.268953628,0.004313325
Fam71b,0.268329584,0.032902074
Esyt1,0.267455892,1.11E-06
Ntng2,0.26727664,0.047757145
Ptp4a3,0.266877406,0.008889151
Arl5a,0.266708666,0.001550479
Cpped1,0.266474849,0.036600852
Pde2a,0.265986156,0.00856394
Apbb1ip,0.26570802,0.000539493
Cd47,0.264673988,8.46E-06
Dnajb1,0.264524953,0.022896012
Sp4,0.264493924,0.003573987
Elf4,0.264468406,0.00017976
Apaf1,0.264132746,0.004202752
Pi4k2a,0.263860099,0.033260342
Zfp398,0.26371165,0.011526234
Pes1,0.263386134,0.018314229
Ankrd44,0.263292494,2.86E-05
Sfxn3,0.263034633,0.009494512
Man2b1,0.262502389,0.003987348
Dhx40,0.261773033,0.019684223
Fbxw7,0.261496912,0.004789324
Sppl3,0.261471728,0.008857908
Itpk1,0.261437749,0.019184069
Itgav,0.261394711,0.006708102
2510039O18Rik,0.26118261,0.016310856
Trak1,0.261070671,0.003755056
Pkp4,0.26093809,0.024586381
Herpud2,0.259968177,0.012043975
Myo18a,0.259395474,0.001779133
Eif4a2,0.258713859,0.010672364
Gvin1,0.258288551,0.010904212
Zfp36l2,0.258088057,5.69E-05
Irf2bpl,0.257849598,0.005479833
Gm9581,0.257675301,0.023280024
Clstn1,0.256942502,0.03097171
Sh2d3c,0.256185566,0.006836851
Rb1,0.255841575,0.016478884
Ctdsp1,0.255443779,0.010098064
Itm2b,0.255157985,8.33E-06
Rasgrp1,0.254965781,0.011034896
Ifngr1,0.253839991,3.94E-06
Ccdc9,0.253643,0.02727272
H2-Q6,0.253483766,0.000159716
B4galt1,0.253321299,0.00192907
9930111J21Rik2,0.25317936,0.003016226
Ino80b,0.25291495,0.02985843
Nbeal2,0.252613582,0.000269493
Col4a3bp,0.252528367,0.003955443
Flot2,0.252274656,0.005582395
Crebrf,0.252240229,0.009798277
Ubc,0.252137859,0.017420374
Cd48,0.251931932,0.000650298
Gigyf1,0.251828154,0.018619964
Tesk1,0.251410167,0.031560699
Ric8,0.251311259,0.01983818
Arhgap17,0.250886132,0.032616658
Fyco1,0.250862449,0.002270521
Rreb1,0.250538433,0.029974944
Nipal3,0.250355364,0.003299265
Szt2,0.250343978,0.029642342
Il17ra,0.250026528,0.002878619
Ralgapa2,0.249694285,0.007059201
Arhgef2,0.248869922,0.002276402
Zmym2,0.24850698,0.028090627
Orai2,0.248459949,0.030799397
Trim5,0.248075358,0.014486573
Sirt2,0.2474427,0.005971935
Pced1b,0.247428837,0.009948311
Myo5a,0.247023832,0.022828451
Efhd2,0.246975131,2.06E-05
Arhgap26,0.246664448,0.00056025
Mvp,0.246622121,0.016431369
Chst12,0.246415247,0.020853526
Gm5637,0.246389578,0.009410742
Heatr5b,0.245293653,0.013806937
Slc20a1,0.245092183,0.022322615
Eif2ak3,0.244857385,0.014475972
Gm10800,0.244664011,0.035956087
Dhrs1,0.24454863,0.038969187
Ap3d1,0.244084494,0.001302298
Ids,0.244000972,0.034262229
Acsl4,0.243631815,0.0087976
Sec23a,0.243536164,0.044846217
Klf13,0.243360751,0.000178793
Fryl,0.243127678,0.000392331
Dennd1c,0.242023951,0.021318024
Kbtbd2,0.241773425,0.020131336
Tax1bp1,0.240685532,0.000221417
Upf3a,0.24013317,0.005916191
Syne1,0.239853272,0.023521879
Pycard,0.239787082,0.00529441
Pik3r1,0.239687072,0.000223395
Map7d1,0.239406453,0.002066155
Gxylt1,0.239211134,0.007132883
Acp5,0.239193605,0.012294928
Tmem234,0.239185727,0.001610962
Acap3,0.239124575,0.041515152
Tmf1,0.23883103,0.001250294
Ttc7,0.238687656,0.00223559
Brox,0.238685384,0.027911977
Slc12a7,0.238094575,0.026590437
Serpinb6b,0.237935072,3.3E-05
Slc3a2,0.237835967,0.003929944
Mast3,0.237744175,0.014366333
Mid1ip1,0.237476081,0.041807374
Unc93b1,0.236952603,0.038227809
Vim,0.23612064,1.45E-07
Dnajc1,0.236081825,0.004176312
Foxp1,0.235597932,0.002633716
Wbp1l,0.235347226,0.018108519
Clk3,0.235295797,0.017743995
Xrn1,0.235250002,0.000621573
Nceh1,0.234584328,0.049944634
Herc1,0.234491917,0.00063489
Rnf31,0.234073983,0.015758982
Pfkp,0.233928813,0.000440903
Thy1,0.233835806,7.85E-06
Rgp1,0.233554074,0.043712823
H2-Q4,0.233465308,0.002095738
Glipr2,0.231849641,0.000323792
Prkaa1,0.231114029,0.02073839
Dync1li2,0.231056652,0.00995854
Ppp3cc,0.230018897,0.015302302
Gpatch2,0.229486112,0.034295602
Med13l,0.228998736,0.001733783
Trappc8,0.228820278,0.022791752
Cnppd1,0.228558898,0.01882974
Pip5k1c,0.228136278,0.006052384
Mapre2,0.227857851,0.001655443
Inpp5d,0.227742414,0.002499401
Apol7e,0.227423259,0.034233993
Wbp2,0.227292886,0.022847262
Themis,0.2272107,0.000251149
Junb,0.226983646,0.006485768
Gm2a,0.226469193,0.010364716
Plac8,0.226459294,0.002637826
Necap2,0.226395785,0.008986491
Rap1b,0.226227586,0.000329391
Itpr1,0.225002814,0.001510842
Plekhm1,0.224667835,0.014934263
Slc44a2,0.224494141,0.00697001
Tnpo2,0.223867513,0.038439895
Vopp1,0.223677652,0.047036397
Tmem87a,0.223375139,0.040783529
Pag1,0.223200114,0.00840497
Iqgap2,0.22310098,0.006453245
Kcnab2,0.223085628,0.000314993
Ap1g2,0.222972618,0.038960007
Heca,0.22295044,0.002541255
Pim1,0.221990715,0.000776715
Klhl6,0.221851114,0.007749918
Gga1,0.22184233,0.04380539
Arid1b,0.22182761,0.005141981
Prr13,0.221709148,0.000347821
Cst7,0.221521992,0.027245112
Slk,0.221430424,0.002163845
Tbl1xr1,0.221374116,0.000333318
Nin,0.221332619,0.00045829
Jak1,0.220092827,0.01231595
Gm4070,0.219793867,0.03517099
Add3,0.219670594,9.77E-05
Ifrd1,0.219042619,0.033828455
Myo1f,0.21850382,0.000679489
Kdm3a,0.218073098,0.010840449
Lrrc8c,0.217773162,0.001145769
Cdkn1b,0.217539424,0.011598362
Plcg1,0.217354894,0.008534445
Myo1g,0.217323712,0.000680123
B3gat3,0.217247255,0.045805178
Ehbp1l1,0.214469768,0.013419339
Sun1,0.213504444,0.022913988
Tbc1d2b,0.213329665,0.008848913
Taok2,0.2132059,0.007306655
Cyth4,0.213184213,0.003731856
Chmp1a,0.213085388,0.041149239
Otud5,0.213034931,0.010770344
Oxr1,0.212311707,0.036887043
Ttc13,0.212230119,0.031881834
Bcl10,0.212071304,0.030699095
Cpeb4,0.211153214,0.040046788
Arhgap4,0.21105854,0.006060628
Itgb7,0.210644369,0.000276041
Pacsin2,0.210358284,0.020444137
Ube2h,0.209976292,0.006527051
Sidt2,0.209722103,0.009832933
Mxd1,0.209562487,0.007921142
Cap1,0.209403616,5.32E-05
Flna,0.20904878,4.74E-05
Vps13d,0.207635868,0.001827332
Inf2,0.206859288,0.049631063
Dennd1b,0.20657874,0.002544958
Gsk3b,0.206111436,0.007319459
Abi1,0.205779031,0.006799026
Arhgap25,0.204124027,0.009732245
Rasgrp2,0.204090778,0.001274696
Il18r1,0.20391101,0.000206964
Kdm4c,0.203789089,0.04749588
Notch2,0.202994928,0.037882842
Herpud1,0.202760852,0.041077528
Sephs2,0.201913371,0.03237211
Arsb,0.201577096,0.000830501
Atf4,0.201401499,0.003853017
Atxn7,0.20106542,0.048535028
Emp1,0.201039491,0.042813696
Ube2g2,0.201012599,0.03054248
Rac2,0.200419637,0.002781014
Anxa2,0.200162045,0.00141275
Clk1,0.199857029,0.023823421
Vsir,0.199439817,0.031031176
Dctn1,0.199347367,0.010524871
Lonp2,0.199005997,0.039977739
Clcn4,0.198876045,0.030795886
Serinc1,0.198766086,0.018305809
March2,0.198159504,0.041529851
Dock2,0.198026944,1.21E-05
Tmem30a,0.197124067,0.003977054
Gimap8,0.196979466,0.006577754
4930453N24Rik,0.196488204,0.014445189
Sipa1l3,0.196277725,0.04804631
Sqstm1,0.196157426,0.003554969
Smcr8,0.19536469,0.021267061
Kmt2e,0.19492595,0.001111403
Ncstn,0.194643402,0.034765104
Rnf38,0.194416253,0.033865268
Rasa3,0.194406262,0.000802306
Mbd2,0.194037641,0.000365102
Ankrd50,0.193868241,0.041867568
Lgals1,0.193710352,0.000150109
Twf2,0.193516792,0.038244632
Gm10250,0.193483119,0.003455786
Zswim8,0.193205788,0.032634021
Itgb3,0.193127886,0.017290449
Mex3c,0.192827371,0.031025177
Tnfaip3,0.192673098,0.000584023
Ccng1,0.192269219,0.016508215
Nptn,0.191895602,0.013079391
Prc1,0.191267898,0.046184811
Zbtb7a,0.190791194,0.003869023
Cast,0.190402753,0.008477706
Ankrd11,0.189083688,0.000982985
Tor4a,0.188578425,0.028558589
Syf2,0.188531644,0.004286316
Hsd11b1,0.188352698,0.027396277
Fam65b,0.187977762,0.00034674
Ctsw,0.187827473,0.017080281
Mtmr6,0.187813212,0.045144036
Cd96,0.187770193,0.015488112
Crip1,0.187700428,0.005591087
Kidins220,0.187197435,0.018453385
Itpr3,0.187191477,0.012153014
Mtor,0.185876434,0.043532711
Trip11,0.185720618,0.014476476
Pik3cd,0.185511999,0.009264947
Zzef1,0.185315432,0.021861912
Maml2,0.184847918,0.042901717
Tbc1d10c,0.184789055,0.037553107
Ms4a4b,0.184382766,0.000191747
Prkcd,0.184297918,0.047210373
Dync1li1,0.184200239,0.027939852
Arpc1b,0.183869696,0.004714027
Adcy7,0.183775997,0.012000525
Jund,0.183754608,0.001140707
Dopey2,0.18352084,0.020513104
Prkcb,0.182784792,0.026591268
Reep5,0.182328085,0.014422708
Hmha1,0.182315511,0.002017577
Ahdc1,0.181473286,0.038803502
Tln1,0.180061172,0.000168751
Vezf1,0.179774583,0.04633937
Gpr68,0.17976399,0.04009993
Fnbp1,0.179485314,0.003304353
Prdm1,0.179474827,0.037444825
N4bp1,0.179168933,0.033407839
Gng2,0.178945247,0.021605019
H2-D1,0.178468334,2.41E-05
Itk,0.177941494,0.004805019
Os9,0.177936619,0.001264144
Hspa8,0.175960722,0.000552546
Rps6ka3,0.175541234,0.018826909
Abca2,0.175166514,0.027575189
Polr3c,0.172264729,0.046925838
Rrbp1,0.171952142,0.012188875
Trak2,0.171563856,0.038533121
Mef2d,0.171373084,0.00909983
Rnasel,0.171181197,0.049674248
Cyth1,0.17113108,0.024746408
Ldb1,0.171030636,0.043391769
Edem1,0.170778624,0.01341817
Gse1,0.170537904,0.026571803
Kmt2c,0.170505462,0.015519324
Ybx3,0.169778927,0.011853366
Slc9a3r1,0.168884881,0.020103876
Serinc3,0.167910045,0.00176059
BC094916,0.167171965,0.031598701
Cbx4,0.167124463,0.020005198
Pik3ap1,0.167020953,0.008410616
Rsbn1l,0.165258223,0.012214645
Rps6ka1,0.165234903,0.006564269
Btg1,0.165192795,0.008571934
Rtn4,0.165119189,0.049502136
Fam21,0.164937765,0.031221476
Becn1,0.164832093,0.032211262
Mtpn,0.163791162,0.008606773
Psap,0.161341464,0.025971619
Ptpn22,0.161260959,0.00204145
Zmynd11,0.161189364,0.036627805
Atp8b2,0.159936239,0.010576077
Erp44,0.159291383,0.040427358
Fosb,0.15860355,0.046920232
Fli1,0.158370231,0.00918547
Ppp1r12a,0.158005404,0.011338361
Ptms,0.157484852,0.028019957
Svil,0.156909258,0.045035995
Pcf11,0.155690311,0.026667439
Irf1,0.154806238,0.038884818
Pan3,0.1540115,0.045947736
Slamf7,0.153887438,0.01119483
Acap1,0.153876888,0.034179684
Golga4,0.153861603,0.023977015
Sbf1,0.153764195,0.045401493
Sipa1l1,0.153548329,0.033532
Kctd10,0.152948234,0.044114863
Spag9,0.150924443,0.042961792
Rinl,0.148605743,0.008728493
Uggt1,0.147436674,0.015396334
Rapgef1,0.146767813,0.006956528
Atp1b3,0.146568835,0.012070674
Med13,0.146342617,0.007043486
Satb1,0.146278565,0.036270958
Prrc2b,0.146258818,0.001200317
Ppp2r5a,0.146021678,0.018928063
Stk24,0.146011679,0.002624781
Igf2r,0.145399753,0.002896356
Lax1,0.144344144,0.045093197
Itsn2,0.143747775,0.020618628
Tmsb4x,0.14329439,3.62E-06
Lasp1,0.142811651,0.010492882
Sema4d,0.142722498,0.001289079
Osbpl8,0.14216612,0.041459018
Ctsc,0.141078032,0.045897816
Nkg7,0.140280653,0.012580357
Ppm1h,0.140134967,0.028625722
Pde3b,0.139626477,0.018641467
Itgal,0.139140702,0.003524934
Gnptab,0.139097253,0.022802962
Dock10,0.137705203,0.006714712
Ywhab,0.137154434,0.019410735
Kmt2d,0.135879567,0.007971829
Cd8b1,0.134253861,0.015569417
Ncoa2,0.133923264,0.03985286
Def6,0.133223936,0.024635154
Glud1,0.132149922,0.015123465
Ube2d3,0.131832023,0.041524174
Lrba,0.130626242,0.015327827
Stk17b,0.130478698,0.010378073
Nab1,0.130246256,0.010049408
Lnpep,0.130006331,0.031279522
Arid4b,0.129915265,0.043596571
Ep300,0.129077072,0.017319296
Mgea5,0.126682686,0.037363803
Hip1r,0.125164195,0.026399375
Gnb1,0.124567674,0.015383472
4932438A13Rik,0.124516539,0.0198794
Nfatc3,0.124453231,0.039105591
Fyb,0.123745633,0.019575043
Cab39,0.123518844,0.017623336
Gbp7,0.121705186,0.026138811
Arap2,0.121221987,0.030949166
Gltscr2,0.119677684,0.015251306
Sept9,0.119114988,0.015505975
Crebbp,0.119033491,0.022504343
Fip1l1,0.118988199,0.048569056
Prkcq,0.118668932,0.034986652
H2-Q7,0.116287806,0.042626205
Fxyd5,0.115624965,0.049133232
Pkn1,0.11451677,0.04647407
Iqgap1,0.114142901,0.001919163
Nlrc5,0.112866852,0.039464745
Smg1,0.111225688,0.034370151
Pcbp2,0.110811896,0.045409806
Ubr4,0.110373754,0.022592973
Arhgef1,0.109031865,0.006733911
Sh3bgrl3,0.10883341,0.049904837
Chd8,0.10651541,0.049059604
Hcls1,0.106501297,0.037642821
Aes,0.105995856,0.034689657
Arhgdia,0.103492975,0.039793657
Lrrfip1,0.103426879,0.021145624
Arhgdib,0.095885596,0.043464638
Prex1,0.086043382,0.011159252
Cd3e,0.085912228,0.030304182
Actb,0.079295686,0.00153817
Myh9,0.076351444,0.000233685
Mbnl1,0.064733012,0.042460848
mt-Cytb,-0.068707113,0.017115941
Samhd1,-0.073538666,0.049291597
Eif3a,-0.089212196,0.027473661
mt-Rnr1,-0.093577511,0.036137852
Prpf8,-0.099458319,0.021196133
Uba1,-0.102264191,0.027573062
Ifi203,-0.102937881,0.035899086
Wdr26,-0.103462791,0.033204961
Ptp4a2,-0.105051493,0.027662556
Cnbp,-0.108975727,0.042635771
B2m,-0.10974902,0.001123604
Notch1,-0.110718815,0.044142828
Ptbp1,-0.111256447,0.031416317
G3bp2,-0.112781166,0.035350297
Lcp2,-0.113773515,0.034976484
Eif4g1,-0.115234756,0.018502946
Ybx1,-0.117291057,0.032895468
Csnk1a1,-0.117469545,0.031958764
Lcp1,-0.120213704,0.000824683
Atf7ip,-0.122210846,0.033482798
Rpl29,-0.122244545,0.005972382
Ly6e,-0.124346639,0.003820806
Clint1,-0.124481681,0.015759021
Cct7,-0.125677499,0.044689305
Hnrnpm,-0.125989979,0.026117577
Psmb8,-0.126792796,0.005869628
Prrc2c,-0.127203233,0.00303878
Gm11808,-0.12733455,0.025551105
Limd2,-0.128087727,0.033473997
Rpl7,-0.128629149,0.01018396
Prrc2a,-0.130033173,0.007135763
Cfl1,-0.130240669,0.000482989
Ablim1,-0.130492765,0.006398779
mt-Nd2,-0.131193939,0.005348048
mt-Nd1,-0.131267462,0.000653939
Tle3,-0.131867252,0.0137411
Ets1,-0.1325375,0.002688541
Mndal,-0.132952396,0.029089442
Rpl18a,-0.133010916,0.022426061
Raver1,-0.133399308,0.036632868
Adar,-0.133471161,0.02550161
Tapbp,-0.133631298,0.012844995
Eif3e,-0.134049172,0.04728303
Gm13456,-0.135400295,0.007064759
Srsf11,-0.136007113,0.032227325
Serbp1,-0.13628821,0.001873125
Dhx9,-0.13641836,0.018096428
Gm4366,-0.136681772,0.029956075
Tpt1-ps3,-0.136962798,3.52E-05
Naa15,-0.137226759,0.045026828
Dtx3l,-0.137239205,0.008456887
Rpl3,-0.137290407,0.037262175
Atp5c1,-0.137801828,0.047191345
Slc25a3,-0.137955815,0.031529017
Rpa1,-0.138076046,0.04250891
Rnf114,-0.138646969,0.03667442
Tkt,-0.138742076,0.02404908
Rpl19-ps11,-0.138882788,0.002529138
2610507B11Rik,-0.139057055,0.019548109
Sept7,-0.139592228,0.021394123
Hnrnph1,-0.139815551,0.043150329
Helz2,-0.139889759,0.013699212
Gna13,-0.140698123,0.035135668
Canx,-0.142468886,0.036872452
Top1,-0.142599786,0.033315776
Rab27a,-0.143141471,0.019395933
Lbr,-0.143198901,0.01931348
Sdf4,-0.143541608,0.018947922
Slc25a4,-0.144314889,0.027034947
Usp9x,-0.145180534,0.026406455
Ppig,-0.145518127,0.022854517
Gm15427,-0.146158652,0.000727308
Grk6,-0.146335232,0.018961503
Sipa1,-0.146341344,0.016077617
Rlim,-0.146343228,0.024527191
Uba2,-0.147417967,0.048528427
Ddx3x,-0.148749691,0.007235616
Eno1,-0.148825325,0.030175219
Pdia3,-0.148963585,0.005333431
Gm9843,-0.149258047,0.001021881
Atp1a1,-0.149676427,0.000542531
Polr2a,-0.149725115,0.001880997
Elk4,-0.149826725,0.015513792
Dock8,-0.151283652,0.005627279
Caprin1,-0.151538373,0.002982504
Pdia4,-0.152106018,0.017217262
Heg1,-0.152959173,0.043185275
Ddb1,-0.153713998,0.011970519
Rad21,-0.153825378,0.012147396
Nap1l4,-0.154455375,0.043754303
Eif3k,-0.154877036,0.030559562
Vcp-rs,-0.155593813,0.044961292
Hsp90aa1,-0.1560012,0.00914445
Hnrnpr,-0.156177615,0.039716664
Anapc1,-0.156217151,0.028192686
Rpl13a,-0.156506536,1.21E-05
Cox6c,-0.156957036,0.015151005
Hnrnpa0,-0.157535708,0.025636469
Casp8,-0.158116923,0.034590532
Srrt,-0.158483696,0.024372649
Cyb5b,-0.160514009,0.048693275
Tor1aip1,-0.160544019,0.018610638
Rpl4,-0.160739745,0.00015657
Mllt6,-0.160992304,0.00639513
Eef1d,-0.161295761,0.023971828
Eef1a1,-0.161631061,4.5E-07
Rhoh,-0.161701279,0.03047639
Stt3a,-0.161719146,0.048443998
Eif3i,-0.162504792,0.018587412
Paip2,-0.16355703,0.042634567
Taf1,-0.163701269,0.030147676
Snrpb,-0.16388116,0.021510937
Gm16286,-0.164228319,0.035907952
Agfg1,-0.164702352,0.044019413
Atp5b,-0.165172414,0.004118838
Atm,-0.165256397,0.027739742
Psme1,-0.166953017,0.006920225
Hnrnpk,-0.167146764,0.006132236
Rangap1,-0.167576983,0.021593727
Ccnt1,-0.167979253,0.04365763
Scaf11,-0.168161144,0.00513877
Trafd1,-0.16817182,0.049046516
Larp4b,-0.168458064,0.024850971
Trim28,-0.168768189,0.034292096
Ankrd52,-0.168950328,0.043192876
Strap,-0.169011829,0.017416362
Ythdf2,-0.1692144,0.024657634
Traf1,-0.170733442,0.04426662
Incenp,-0.170967199,0.038953078
Aggf1,-0.171199456,0.045894644
Eef1g,-0.171416055,0.03412578
Anp32a,-0.171784204,0.004838193
Calm3,-0.171960483,0.008254295
Tap1,-0.171962451,0.002640387
Gm11478,-0.172305078,0.000200878
Otud4,-0.172616193,0.015911023
Pdap1,-0.173306427,0.035918721
Gm12174,-0.173332052,0.010711572
Nop56,-0.173334653,0.048283505
Prpf40a,-0.173812721,0.011347225
Syncrip,-0.174742404,0.01921706
Max,-0.17486343,0.04479109
Rpl3-ps1,-0.174986739,0.000601645
Rel,-0.175361888,0.033311941
Cstf2,-0.175369312,0.036650088
Mdh2,-0.17615004,0.015832315
Sf3b3,-0.176938226,0.015338352
Slc6a6,-0.177119627,0.014815531
Cand1,-0.177158371,0.034702785
Rps14,-0.177308184,0.003871012
Shfm1,-0.177408343,0.033259576
Rrp1,-0.177410906,0.011983593
Pds5a,-0.177884943,0.008277126
Eif5,-0.178457663,0.026653474
Fubp1,-0.179273729,0.015694349
Zc3h7b,-0.179391951,0.04304289
Sdha,-0.179645128,0.00863829
Psmd1,-0.180634396,0.049403718
Wbp11,-0.180994522,0.020091618
Ly75,-0.181751119,0.034896756
Gnb2l1,-0.1824996,4.09E-05
Api5,-0.182652687,0.016361062
Cct8,-0.182983276,0.012173814
Cct5,-0.183012039,0.001874718
Zfp740,-0.183332946,0.04661842
Cd247,-0.183774495,0.000980606
Gm12346,-0.184090154,0.002821812
Cbl,-0.18439953,0.005167782
Aars,-0.184713985,0.015467119
Chtf8,-0.184847279,0.021492817
Baz1b,-0.185061478,0.001178544
Thumpd1,-0.185275492,0.036703223
Cd82,-0.185576083,0.003993388
Igtp,-0.185951217,0.008201683
Lpcat4,-0.185955576,0.036761857
Nmi,-0.186345197,0.019551163
Setd7,-0.186815999,0.020830307
Chd1,-0.187295142,0.004618031
Cd27,-0.187735578,0.007392464
Hnrnpc,-0.188082305,0.007534765
Gm15501,-0.18825212,0.017621986
Ssb,-0.188766327,0.008972699
Ppp4c,-0.188807098,0.019796279
Erp29,-0.18902679,0.019554179
Hspa4,-0.189175352,0.008254429
Gm14680,-0.189284897,0.043408118
Ckap5,-0.18945555,0.022805463
Ddx24,-0.189598947,0.005792877
Sod1,-0.189789601,0.028739409
Whsc1,-0.190274588,0.00910475
Hist1h1c,-0.190742244,1.18E-05
Idh3a,-0.190744063,0.021006399
Ccnd2,-0.190887249,0.001441554
Ctsb,-0.190893216,0.004888641
Kdm2b,-0.191153355,0.018315338
Larp4,-0.191782389,0.04020287
Eprs,-0.192102986,0.004637312
Adss,-0.192257475,0.012771991
Eftud2,-0.192543687,0.015919088
Fam172a,-0.192839734,0.024799393
Denr,-0.193020696,0.024053106
Gm13436,-0.193541488,0.030772699
Matr3,-0.193835511,0.003801243
Apobec3,-0.193949259,0.003554448
Nat10,-0.194535126,0.034913077
Ssr1,-0.194767757,0.012201485
Eri1,-0.194958591,0.044448226
Tcof1,-0.195377181,0.003017366
Socs3,-0.195630221,0.023522518
Atp2a2,-0.195874321,0.00450949
Rps3a1,-0.196113814,0.008013322
Ncl,-0.196115052,0.00019362
Rps15a,-0.196284927,0.040970843
Gm16580,-0.196412331,0.029648335
Cope,-0.196507533,0.04477525
Creb1,-0.196530131,0.021652069
Hnrnpa2b1,-0.196635028,0.001797346
Hnrnpf,-0.196878987,0.003209882
Dnajc2,-0.197009728,0.015106476
Ssh2,-0.197088023,0.007011523
Rps6-ps4,-0.197224168,0.000416689
Tubb4b,-0.197582857,0.025585764
Gm1840,-0.197627476,0.011431045
Naa50,-0.197889369,0.01831838
Ncaph2,-0.198818444,0.01677851
Rsl1d1,-0.199098958,0.017462246
Rps3,-0.200041067,2.41E-05
Senp1,-0.200323648,0.024192899
Rpl21,-0.200399584,0.01115986
Trim25,-0.200836225,0.009559532
Ddx58,-0.201275768,0.012784684
Hjurp,-0.201371111,0.039018354
Zranb2,-0.201571986,0.02428895
Prps2,-0.201684463,0.0457163
Rpl8,-0.201910643,8.99E-05
Ddx41,-0.202949435,0.035030508
Hdgf,-0.203095039,0.008113686
Dek,-0.203281936,0.002612009
Ywhae,-0.203419268,0.001233944
Trps1,-0.20372772,0.032276116
Ascc3,-0.203747416,0.013893355
Rbmx,-0.203832574,0.040080287
Nudcd3,-0.204114348,0.012429531
Ndfip1,-0.204647618,0.022838262
Cebpz,-0.204689007,0.019436815
Ubxn2a,-0.205017655,0.040021078
Set,-0.20517813,0.010200229
Phb2,-0.205787476,0.021359932
Pgm2,-0.206357017,0.046875817
Rpl6l,-0.206663259,0.015288523
Ctdsp2,-0.206752476,0.041049956
H2afj,-0.206857418,0.015136319
Spin1,-0.207160824,0.023900767
Psmd3,-0.207277294,0.012369852
Vps13a,-0.207748106,0.016291908
Srsf6,-0.208633519,0.021880194
Tmem173,-0.208727733,0.029761131
Zmiz2,-0.208998866,0.005350639
Psmb6,-0.209130849,0.035420931
Ipo7,-0.209320362,0.004473413
Trim59,-0.209796326,0.040123958
Hnrnpd,-0.209816212,0.008406966
Pou2f2,-0.210008853,0.010766279
Taf5l,-0.210073472,0.043652996
Gm10288,-0.210607482,0.007136439
Gm7964,-0.210634007,0.002054971
Psme2b,-0.210781244,0.00837473
Etf1,-0.210825334,0.009263708
Rad23b,-0.211643742,0.004085
Ddx1,-0.211966765,0.047217138
Calr,-0.212148595,0.000693703
Gm9844,-0.21218945,0.009910824
Kpna3,-0.212215037,0.018299498
Gm13680,-0.212337824,0.03928554
Gm5898,-0.212477873,0.017037401
Pml,-0.212898668,0.003430218
Cpsf6,-0.212909624,0.009131749
Cpsf2,-0.213175251,0.007530148
Topbp1,-0.213190571,0.012274592
Pom121,-0.214243233,0.007916031
Gm10156,-0.214281889,0.021008337
Grcc10,-0.214438066,0.011045488
Smchd1,-0.214751841,0.001963486
Vps53,-0.21487754,0.029320126
Stat5a,-0.215170706,0.021468814
Gm4149,-0.21525598,0.018218316
Tsnax,-0.215795446,0.013238993
BC021614,-0.215811496,0.040440975
Rpl32,-0.216112415,0.000456579
Eif2s1,-0.216145085,0.010982726
Gbp9,-0.216767099,0.009418921
Rpl14,-0.216840682,0.015280702
Atp5a1,-0.216910375,0.000157526
Gm6472,-0.217333785,0.000350724
Tnpo1,-0.217418094,0.009742314
Tank,-0.217933145,0.036418112
Psmb4,-0.218473901,0.014939361
Cdc25b,-0.218478175,0.006352161
Tm9sf3,-0.218844719,0.000946514
Ifi47,-0.219082236,0.00382658
Immt,-0.219222202,0.008490501
Lars,-0.219270312,0.0253412
Psmb9,-0.219385345,0.012304024
Glyr1,-0.220002692,0.015348147
Ubash3a,-0.220169007,0.01267694
Bcor,-0.220183974,0.003936523
Rpl26,-0.220197809,0.011561597
Snx6,-0.220565968,0.020313501
Pkm,-0.220616524,0.000733571
Psme3,-0.221147791,0.006753806
Rps5,-0.221259258,0.000131171
Hsp90ab1,-0.22149715,2.08E-06
Anp32e,-0.221564528,0.01338449
Dip2b,-0.221855764,0.008479411
Slc25a5,-0.221927299,0.00072549
Kif16b,-0.222111062,0.049715922
Sec61b,-0.222333644,0.040909055
Skiv2l2,-0.222409543,0.013117627
Fkbp4,-0.222839827,0.022801111
Rbm19,-0.223755462,0.049075653
Srgn,-0.224283879,0.000179498
Chd6,-0.224565647,0.013077293
Usp1,-0.224991952,0.004798419
Ccdc64,-0.225498054,0.028529189
Zfp106,-0.225557567,0.001280958
Psma4,-0.225948444,0.005510808
Chd3,-0.225978211,0.01202488
Bclaf1,-0.226059929,0.006062957
D10Wsu102e,-0.226258387,0.025826186
Rfc1,-0.226509547,0.027783211
Ppp1r8,-0.226518982,0.037530276
Rpsa,-0.226783608,1.91E-06
Fam102a,-0.226933425,0.001302843
Ints5,-0.227117529,0.042919715
Atp5j,-0.227194442,0.001807275
Jak2,-0.227403773,0.002737335
Skp1a,-0.227476768,0.015963005
Slmo2,-0.227856311,0.041765954
Gm15453,-0.227872956,0.04354677
Lrrc58,-0.228175866,0.01696083
