gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Ift52",539.8379167,0.54920851,0.19523174,2.81311077,0.004906475,0.130289378
"	Mlf2",877.3343165,0.711292871,0.252790059,2.813769162,0.004896438,0.130289378
"	Pigm",439.9029777,-0.660898123,0.23487696,-2.813805672,0.004895881,0.130289378
"	Bcl2",560.0975581,0.627515453,0.223260987,2.810681175,0.004943675,0.130906488
"	Nicn1",40.85496898,-1.219053781,0.433943465,-2.809245624,0.004965774,0.131109437
"	Whsc1l1",601.7406291,-0.481837621,0.171506264,-2.809446194,0.004962681,0.131109437
"	Npb",1.319850985,-1.848252989,0.658548912,-2.806553856,0.005007454,0.132018003
"	Twf2",820.7324955,0.502637886,0.179131387,2.805973279,0.005016485,0.132064426
"	Klra7",99.93783931,1.958255864,0.69823098,2.804596071,0.005037967,0.132428688
"	Slc26a10",64.05906987,-0.915893943,0.32662058,-2.804152585,0.005044902,0.132428688
"	Gbe1",201.4925366,0.812736856,0.290177803,2.800823656,0.005097236,0.133306669
"	Gm26517",85.50830461,1.234759817,0.44088714,2.800625617,0.005100365,0.133306669
"	Pex3",568.6418108,0.758000858,0.270617564,2.801003919,0.00509439,0.133306669
"	Sgol2b",1.127291755,-1.40128024,0.500454475,-2.800015406,0.005110017,0.133367033
"	Atp8b2",896.3443662,-0.6806598,0.243509578,-2.795207507,0.005186641,0.13517265
"	Cntf",37.44215888,-1.312479942,0.469840174,-2.793460445,0.005214741,0.135710263
"	Gm20324",135.8892326,0.732758565,0.262414849,2.792367002,0.005232397,0.135974959
"	Fgr",48.06629818,1.282048438,0.45929775,2.79132314,0.005249304,0.136025108
"	Gcnt4",4.044165363,-2.092361675,0.749473619,-2.791774948,0.00524198,0.136025108
"	Abhd14a",111.0089652,0.99523108,0.356890945,2.788613988,0.005293412,0.136879978
"	Clca4a",1.447346615,-1.817714795,0.652106262,-2.787451832,0.005312435,0.136879978
"	Nlrp5",1.204065812,-1.731429238,0.621150169,-2.787456762,0.005312354,0.136879978
"	Tox",557.6954388,0.840304216,0.301399299,2.788009857,0.005303293,0.136879978
"	2810001G20Rik",926.4808197,-0.577590829,0.207322365,-2.785955238,0.005337024,0.137318757
"	Gm37447",2.930563581,-2.069610113,0.743876359,-2.782196378,0.005399236,0.137748764
"	Khdc3",10.54561491,-1.700926397,0.611068457,-2.783528388,0.005377116,0.137748764
"	Neat1",639.5793617,-0.786221303,0.282532814,-2.782761026,0.005389849,0.137748764
"	Phyhip",1.872707013,-1.841205397,0.661437774,-2.783641138,0.005375247,0.137748764
"	Samd9l",2030.474643,-0.403126687,0.144859798,-2.782874848,0.005387959,0.137748764
"	Zfp385a",1.805184788,-1.857422422,0.667591714,-2.782273032,0.005397961,0.137748764
"	Ankrd29",61.51189414,1.164379307,0.418754314,2.780578655,0.005426211,0.138049199
"	Pla2g4c",32.53668316,-1.5624414,0.561893114,-2.780673694,0.005424623,0.138049199
"	Cdan1",226.3855082,-0.804611723,0.289501094,-2.779304606,0.005447542,0.138398031
"	Tuba8",7.245568819,1.994347967,0.717713303,2.778752961,0.005456801,0.138439644
"	Gm16863",1.364863789,-1.59982062,0.576102293,-2.776973183,0.005486771,0.13900584
"	Artn",1.215474541,-1.443937746,0.520239213,-2.775526546,0.00551124,0.139072105
"	Klf2",3473.853655,-0.614495503,0.221351124,-2.776111955,0.005501326,0.139072105
"	Maf",784.5419597,0.780154867,0.281090212,2.775460808,0.005512354,0.139072105
"	Myrf",4.420380744,-2.069831085,0.74679089,-2.771634087,0.00557757,0.140466882
"	Pwp2",103.6900108,-1.020787894,0.368341131,-2.771311181,0.005583104,0.140466882
"	Gdf11",174.2647062,-0.793942328,0.286550947,-2.770684716,0.005593856,0.140542736
"	Crlf1",2.327905309,-1.973829509,0.712638793,-2.769747492,0.005609977,0.140746751
"	Gata4",1.679918975,-1.926805962,0.695770509,-2.769312491,0.005617473,0.140746751
"	Fam63b",1187.632393,-0.608879152,0.219917745,-2.768667674,0.005628601,0.14083133
"	Ctsz",508.2672414,0.60976406,0.220380135,2.766873974,0.005659663,0.141413724
"	Gm10146",176.2579122,-0.678058323,0.245165534,-2.765716336,0.005679792,0.141721727
"	Ap5s1",131.5810069,0.885697986,0.320739662,2.761423328,0.005755003,0.143088278
"	Gprc5a",14.28008552,-2.049406335,0.741985862,-2.762055774,0.005743867,0.143088278
"	Gse1",61.69340936,-0.942447455,0.341312818,-2.761242491,0.005758191,0.143088278
"	Atxn10",1656.979101,0.613135522,0.222277124,2.758428355,0.005808004,0.144128939
"	Ppp3ca",1581.581008,-0.611274929,0.221749054,-2.756606706,0.005840455,0.144731466
"	Tro",1.477571587,-1.603290317,0.581742971,-2.756011497,0.005851094,0.144731466
"	Zan",11.71526401,-2.021791363,0.733668979,-2.755726932,0.005856187,0.144731466
"	Optc",1.526043766,-1.578633254,0.573035947,-2.754859031,0.005871743,0.144918761
"	Hhatl",2.689428497,-1.87072084,0.679330866,-2.753769825,0.005891319,0.145204615
"	Cacnb3",12.68285026,-1.717677737,0.624058811,-2.75242927,0.005915492,0.145405843
"	Zfp46",30.20787555,-1.296717072,0.471108019,-2.752483545,0.005914512,0.145405843
"	Cdk10",54.89469669,1.006575155,0.365830304,2.751481063,0.005932645,0.1456304
"	Rwdd3",23.75781678,1.293956782,0.470377763,2.750888507,0.005943387,0.145697195
"	Ccdc82",1689.861554,-0.681890175,0.248213996,-2.74718664,0.006010892,0.147153435
"	Plpp5",279.6351686,0.988574255,0.359940787,2.746491343,0.006023648,0.147267238
"	Armc2",15.24622065,-1.82050875,0.663249957,-2.744830561,0.006054215,0.147613507
"	Batf3",34.4178464,1.949243855,0.710262686,2.744398505,0.00606219,0.147613507
"	Slfnl1",1.988959089,-1.807596144,0.658643678,-2.744421914,0.006061757,0.147613507
"	Ccm2",831.1882114,0.629751526,0.22963481,2.742404448,0.006099119,0.148313923
"	Dcaf4",118.2339853,0.737846303,0.269227584,2.740604408,0.006132629,0.14892943
"	Gm37069",1.271298287,-1.505839462,0.549992009,-2.737929707,0.006182729,0.149945622
"	Cryl1",60.470105,1.033466979,0.377782504,2.735613663,0.006226408,0.15000358
"	Fam163a",1.934292431,-1.653335052,0.604349086,-2.735728555,0.006224235,0.15000358
"	Irf8",181.1740915,0.597962469,0.21856662,2.735836188,0.006222199,0.15000358
"	Myo7b",4.958261768,-2.05053575,0.749480536,-2.735942632,0.006220187,0.15000358
"	Slc5a5",1.918587043,-1.964898088,0.718243416,-2.735699409,0.006224786,0.15000358
"	Igkv6-15",23.55009935,1.950591159,0.713230305,2.734868591,0.006240518,0.150144393
"	Gareml",2.168190994,-1.912755354,0.700447117,-2.730763405,0.006318782,0.15182628
"	Pde6b",2.467069849,-1.81007557,0.663038924,-2.729968789,0.006334032,0.151991671
"	Dap3",1334.763823,0.415920236,0.152405306,2.729040386,0.006351892,0.152219164
"	Dnm1",3.200342307,-2.023566172,0.741709903,-2.728244781,0.006367234,0.152385779
"	Zfp651",2.913017174,-1.973711601,0.72364056,-2.727475091,0.006382108,0.152540769
"	Gmfg",16632.18328,-0.455261341,0.167228829,-2.7223855,0.006481249,0.154706814
"	Ablim3",2.34526413,-1.956104998,0.71944363,-2.718913499,0.006549673,0.155930298
"	C330013E15Rik",20.08814108,1.508357947,0.554731889,2.719075607,0.006546464,0.155930298
"	Adgrg1",17.24286167,-1.782754233,0.656126027,-2.717091166,0.006585846,0.155991145
"	Gm10603",12.120491,-1.858353911,0.68395905,-2.717054351,0.006586579,0.155991145
"	Snx30",65.01797066,1.127206316,0.414733673,2.717904016,0.006569689,0.155991145
"	Tcf12",1173.552485,0.512757732,0.188683221,2.717558715,0.006576549,0.155991145
"	Lta",91.51744693,1.148707832,0.42298866,2.715694154,0.006613698,0.156429469
"	Gm44433",1.424363519,-1.451738669,0.534720637,-2.714947895,0.00662862,0.156578517
"	Btla",872.5297829,0.561589273,0.206926047,2.713961253,0.006648394,0.156841663
"	Cpne3",822.6116785,-0.536070748,0.197765381,-2.710639976,0.00671535,0.157806375
"	Dact1",3.730524885,-2.033551662,0.750115558,-2.710984514,0.006708376,0.157806375
"	Serp1",5476.721924,0.459954371,0.169669981,2.710876545,0.006710561,0.157806375
"	Elfn2",2.217102956,-1.874080082,0.691703272,-2.709369983,0.006741112,0.158207106
"	Fam78a",499.4473809,-0.494635971,0.18271542,-2.707138628,0.006786591,0.15906894
"	Prss16",93.39511136,-1.136111546,0.419887495,-2.70575228,0.006814986,0.15952864
"	Hspa1b",31.66409827,-1.637220097,0.605247047,-2.705044338,0.006829527,0.159650714
"	Snx8",8.119460582,-1.904302894,0.704086547,-2.704643203,0.006837779,0.159650714
"	Hgs",96.64965915,-0.829442706,0.306752731,-2.703945624,0.00685215,0.159780882
"	Dnase2a",32.89279092,1.134738293,0.419742593,2.703414693,0.006863106,0.159831186
"	Enpp1",272.6182035,0.783150383,0.290179908,2.698844274,0.006958073,0.161835328
"	E230016K23Rik",73.73758074,-1.240027313,0.459990924,-2.69576474,0.007022725,0.162421052
"	Kcnb1",6.574299892,-1.903878152,0.706305264,-2.695545751,0.007027343,0.162421052
"	Sema3g",2.636871477,-1.94332321,0.72094655,-2.695516345,0.007027963,0.162421052
"	Slc2a5",2.203846267,-1.950768239,0.723479378,-2.696370203,0.007009971,0.162421052
"	Tspyl2",34.71279443,1.127849658,0.418227258,2.696738762,0.007002218,0.162421052
"	Papd4",1130.797531,0.469720657,0.174289682,2.695057164,0.007037656,0.162438392
"	4931440F15Rik",2.095421088,-1.907345227,0.708393309,-2.692494694,0.007091966,0.163239607
"	Abhd17c",387.8628552,0.645797881,0.239881948,2.692148729,0.007099328,0.163239607
"	Ccdc73",10.37064892,-1.837172944,0.682278241,-2.692703406,0.007087529,0.163239607
"	Shbg",1.39548608,-1.720136837,0.639106445,-2.691471587,0.007113756,0.163364568
"	Ldha",9867.193133,0.527672078,0.196198394,2.689482145,0.007156298,0.163748582
"	Serp2",162.1658058,-1.075112645,0.399780156,-2.689259654,0.007161069,0.163748582
"	Slc36a1",95.98688783,-1.106291358,0.411388466,-2.689164743,0.007163106,0.163748582
"	Tmem136",2.967729208,-2.008234233,0.746831737,-2.689004944,0.007166536,0.163748582
"	Gm15728",6.055837801,-1.955013737,0.727465337,-2.687432151,0.007200373,0.164315042
"	5031425E22Rik",512.0705118,-0.435449643,0.162140894,-2.685625034,0.007239428,0.164695192
"	Ankmy2",409.8954138,0.488863684,0.181989117,2.686224822,0.007226445,0.164695192
"	Tinagl1",2.673328441,-1.957203987,0.72883053,-2.685403404,0.007244231,0.164695192
"	Ubxn2b",1771.847785,-0.560842716,0.208932893,-2.684319875,0.007267753,0.165023426
"	Hkdc1",1.485916935,-1.762237791,0.656739442,-2.683313469,0.007289663,0.165314262
"	Fam171a1",3.215276153,-1.981542047,0.738708998,-2.682439297,0.007308741,0.16554026
"	Cfap46",9.236799355,-2.015106975,0.751784621,-2.680431228,0.007352737,0.166329352
"	Il22",3.099128042,1.954640655,0.729735283,2.678561255,0.007393921,0.167052946
"	Stab1",7.258342694,-1.976264097,0.738175782,-2.677226949,0.007423433,0.167511385
"	Smpdl3b",277.1237564,-0.833221672,0.311289011,-2.676681932,0.007435518,0.167575922
"	Akr7a5",73.99660693,0.961401582,0.359300186,2.675761439,0.00745597,0.167828609
"	Cdyl",237.5097361,-0.607212161,0.227040295,-2.674468695,0.007484776,0.168268519
"	Reep6",1.685583634,-1.741102764,0.651115971,-2.674028656,0.007494605,0.168281205
"	Plekhd1",2.162417977,-1.787203841,0.668486583,-2.673507422,0.007506262,0.168334865
"	Cdr2",150.5948949,-0.913545597,0.341778092,-2.672920289,0.007519412,0.168421838
"	Cdh19",1.418740391,-1.785687625,0.668390407,-2.67162366,0.007548525,0.168865719
"	Zfp335",2.899463845,-1.9806242,0.741722816,-2.670302379,0.007578297,0.169323197
"	Crim1",185.4042829,-0.964327259,0.361299366,-2.669053283,0.007606538,0.169537137
"	Tmem185b",165.9119022,-0.553584383,0.207395002,-2.669227214,0.0076026,0.169537137
"	C77080",10.73635311,-1.755651658,0.658090414,-2.667797039,0.007635037,0.169747827
"	Daam2",3.02648516,-2.001357154,0.750302131,-2.667401666,0.007644025,0.169747827
"	Tprg",2.360042981,1.879590224,0.704439694,2.668206008,0.007625748,0.169747827
"	Camk2n1",73.10262103,-1.149123731,0.431062601,-2.665793153,0.007680693,0.169938851
"	Ip6k2",67.09416616,0.983893981,0.369076712,2.665825153,0.007679962,0.169938851
"	Magohb",2063.198487,-0.626069491,0.234790482,-2.666502855,0.007664496,0.169938851
"	Comt",410.5926521,0.699333483,0.262492179,2.664206935,0.007717007,0.170120681
"	Taf4b",160.7309074,-0.693789861,0.2603628,-2.66470425,0.007705606,0.170120681
"	Tubb3",25.32846059,-1.621788376,0.608647463,-2.664577566,0.007708509,0.170120681
"	Cyth2",3.916024428,-1.987899737,0.746315561,-2.663618234,0.007730524,0.170212083
"	Gm16565",6.858532775,1.834477319,0.688905722,2.662885879,0.007747368,0.170376449
"	Mzb1",16.79751072,1.946041243,0.731417926,2.660641987,0.007799184,0.171308549
"	AA465934",57.21568473,-1.113653031,0.418806547,-2.659110843,0.007834718,0.171881228
"	Fam172a",979.6352156,0.487152049,0.183327511,2.657277387,0.00787746,0.172435322
"	Slc25a39",737.3796298,0.928082138,0.349268982,2.657213172,0.00787896,0.172435322
"	Oaz2",65.12727886,0.871903666,0.328217105,2.656484545,0.007896007,0.172473688
"	Zfp324",33.85446211,-1.199795072,0.451674507,-2.656326744,0.007899703,0.172473688
"	Nbn",456.0985262,0.631227461,0.237677138,2.655819003,0.007911607,0.172526209
"	Pla2g2c",2.017160989,-1.73129269,0.652173249,-2.654651495,0.007939038,0.172916821
"	4930402H24Rik",118.9644702,-0.810533151,0.305486625,-2.653252499,0.007972021,0.173122415
"	Fam222b",91.60296283,-0.880717577,0.33196558,-2.653038839,0.007977069,0.173122415
"	Gm4955",888.7568822,-0.531467667,0.2003085,-2.653245705,0.007972182,0.173122415
"	Crocc",19.0882854,-1.835207464,0.691928546,-2.652307776,0.007994363,0.173290704
"	Lrrc8d",58.10801726,0.896747232,0.338317591,2.650607761,0.008034709,0.173957678
"	Dph3",2400.206723,-0.370341997,0.139839023,-2.648345146,0.00808869,0.174295431
"	Gas2",175.5656723,0.923340008,0.348640238,2.648403449,0.008087295,0.174295431
"	Ift57",122.3011137,0.941672317,0.355457241,2.649185916,0.008068593,0.174295431
"	Pkib",18.52392442,1.960794345,0.740334707,2.648524142,0.008084407,0.174295431
"	Gnai2",3056.018148,0.427719565,0.161587254,2.64698827,0.008121217,0.174557522
"	Lamc2",17.26760162,-1.772905273,0.669857226,-2.64669127,0.008128352,0.174557522
"	Spats2",34.9318319,-1.462018157,0.552489622,-2.646236414,0.008139291,0.174557522
"	Trim67",6.739340606,-1.972678006,0.745353005,-2.646635877,0.008129684,0.174557522
"	Ugp2",1459.742515,0.472399061,0.178552219,2.645719354,0.008151742,0.17461838
"	Metrnl",106.2750773,1.069938284,0.404627863,2.644252611,0.008187153,0.175170358
"	Acta2",25.25991066,1.800296119,0.681242905,2.642664026,0.008225661,0.175374573
"	Haghl",32.69376188,1.433778628,0.542503578,2.642892485,0.008220113,0.175374573
"	Tgm6",2.110673923,-1.656961858,0.626994839,-2.642704142,0.008224687,0.175374573
"	P2rx1",2.01622812,-1.89618779,0.717637299,-2.642264822,0.008235364,0.175375592
"	Ndufs6",6518.096915,-0.427641199,0.161885286,-2.641631055,0.008250788,0.175498317
"	Erap1",1497.09754,0.422008754,0.159875676,2.639605754,0.008300252,0.175932417
"	Gm4793",3.065255555,-1.911340497,0.724016133,-2.639914236,0.008292701,0.175932417
"	Ppl",3.855665842,-1.970372934,0.74633234,-2.640074439,0.008288782,0.175932417
"	Acadm",756.6148798,0.428592931,0.162435437,2.638543273,0.008326307,0.176273524
"	Minos1",13437.12352,-0.480899696,0.182286105,-2.638158821,0.008335753,0.176273524
"	2900026A02Rik",4.964854347,-1.972722674,0.748754552,-2.634672028,0.008421862,0.177887343
"	Pdlim7",86.59419946,0.854115089,0.324276561,2.633909425,0.0084408,0.178080296
"	Slc35e1",458.9424929,-0.509679207,0.193545945,-2.633375796,0.008454075,0.178153448
"	Bpifb1",3.320657348,-1.767965415,0.671796878,-2.631696383,0.008495975,0.178219294
"	Csmd2",8.219862229,-1.935717377,0.735413522,-2.632148197,0.008484684,0.178219294
"	Gm14634",4.51564043,1.974118633,0.750265139,2.631227988,0.008507694,0.178219294
"	Gys2",2.945663988,-1.908508398,0.72514542,-2.631897472,0.008490948,0.178219294
"	Sspo",11.13957408,-1.880952679,0.714886039,-2.631122412,0.008510338,0.178219294
"	Stard7",1294.470793,-0.481460775,0.183002746,-2.630893715,0.008516066,0.178219294
"	Hypk",10314.29947,-0.499164874,0.189831428,-2.629516511,0.008550638,0.178584841
"	Ngef",2.311012887,-1.776558731,0.675647956,-2.629414792,0.008553196,0.178584841
"	Lrp11",19.54360041,-1.578382543,0.600613075,-2.627952353,0.008590055,0.1791485
"	Anks6",3.117828054,-1.870489487,0.712101873,-2.626716144,0.008621322,0.179594395
"	Lrrn2",1.54129532,-1.725601529,0.657236539,-2.625541075,0.008651137,0.180009054
"	Boc",2.674915393,-1.833934807,0.698986238,-2.623706603,0.008697867,0.180774328
"	Bbip1",4841.020221,-0.409376912,0.156128449,-2.622051991,0.00874021,0.180983988
"	Cpq",7.175555224,1.929603351,0.735741404,2.622665166,0.008724497,0.180983988
"	Gm43951",1.584305747,-1.587495134,0.605506591,-2.621763588,0.008747609,0.180983988
"	mt-Nd5",18218.26072,0.510364754,0.194665252,2.621755807,0.008747809,0.180983988
"	Abi2",467.5335436,-0.72126705,0.27524025,-2.620499906,0.008780095,0.181180606
"	Atp2b2",5.995716019,-1.963309899,0.749497174,-2.619502737,0.008805807,0.181180606
"	Cdk2ap1",261.4891328,0.604076274,0.230574844,2.619870679,0.008796312,0.181180606
"	Gabbr2",3.879901205,-1.968034328,0.75099348,-2.620574451,0.008778176,0.181180606
"	Pak6",56.69139635,-1.176298271,0.449063171,-2.619449438,0.008807183,0.181180606
"	Atp6v1g2",29.21550306,1.268871619,0.484847777,2.617051535,0.008869295,0.181375556
"	Cilp",2.50388278,-1.887407747,0.720943123,-2.617970389,0.008845448,0.181375556
"	Gm42921",16.90577288,-1.612885492,0.616455031,-2.616387914,0.008886554,0.181375556
"	Lgals4",39.78096808,-1.19051698,0.45489262,-2.617138479,0.008867036,0.181375556
"	Mfsd7a",2.480039159,-1.749116106,0.668234659,-2.617517786,0.008857187,0.181375556
"	Mir124a-1hg",1.447526545,-1.426000075,0.544642644,-2.618230669,0.008838703,0.181375556
"	Zfp654",977.6400617,-0.524246157,0.200362765,-2.616484942,0.008884028,0.181375556
"	Bckdk",600.0070221,0.92146613,0.352546877,2.613740721,0.008955697,0.182048965
"	Map1a",5.293246968,-1.963573334,0.75136565,-2.613339236,0.008966226,0.182048965
"	Olfml2a",2.44274339,-1.926538964,0.737549904,-2.61207947,0.008999333,0.182048965
"	Parl",1500.068716,0.54754028,0.209650267,2.611684148,0.009009745,0.182048965
"	Rgag4",1.69314767,-1.578745897,0.604439327,-2.611917899,0.009003587,0.182048965
"	Tmem168",755.5683468,-0.497093551,0.190201785,-2.613506241,0.008961845,0.182048965
"	Trmt2a",269.3979718,-0.705812374,0.270085622,-2.613291178,0.008967487,0.182048965
"	Unc5b",6.148241751,-1.960053559,0.750243571,-2.612556287,0.008986789,0.182048965
"	Xrcc6",542.1079046,0.610705222,0.2337566,2.612568896,0.008986458,0.182048965
"	Wnt5b",2.334611891,-1.8470872,0.70765076,-2.610167761,0.009049783,0.182654788
"	Prkch",2871.093993,0.317764398,0.121796614,2.608975636,0.009081371,0.183070842
"	Zfp462",3.340791179,-1.952387704,0.748434184,-2.608629784,0.009090553,0.183070842
"	Cd207",1.119850855,-1.631240609,0.625872592,-2.60634613,0.009151393,0.184023147
"	Slc25a15",83.10068814,-1.048430535,0.40229941,-2.606095134,0.009158102,0.184023147
"	Osbpl9",1489.953124,0.359145278,0.13785781,2.6051863,0.009182432,0.184308144
"	Nedd8",12763.73783,-0.465884086,0.178864952,-2.604669507,0.009196292,0.184382607
"	Nde1",827.1309201,0.614390318,0.236073336,2.602540077,0.0092536,0.185327058
"	Lrrc37a",2.501381846,-1.891444411,0.72723973,-2.600854068,0.0092992,0.185422582
"	Polr2e",1189.039387,0.465128029,0.178819927,2.601097304,0.009292609,0.185422582
"	Ramp1",85.21127736,1.838829565,0.706957038,2.601048531,0.009293931,0.185422582
"	Slc1a7",2.110561176,-1.61251111,0.619835357,-2.601515213,0.009281295,0.185422582
"	Cd69",3086.677908,0.708745215,0.272545414,2.600466487,0.009309711,0.185428622
"	Clec4g",1.127230157,-1.590817291,0.611942487,-2.599618961,0.009332732,0.18555743
"	Gtf2h5",5140.233582,-0.343821154,0.132284639,-2.599101121,0.009346823,0.18555743
"	H2-Eb1",47.94578266,1.642776427,0.632031867,2.59919873,0.009344166,0.18555743
"	Vldlr",2.585005539,-1.881172776,0.723922595,-2.59858276,0.009360948,0.185634951
"	2010008C14Rik",50.5640727,-0.997199018,0.3838401,-2.597954248,0.009378099,0.185772264
"	Fam124b",18.56969095,1.448520906,0.557737926,2.597135391,0.009400486,0.18601289
"	Lrrc71",3.816937162,-1.951309319,0.751750995,-2.595685715,0.009440237,0.186428845
"	Nagk",306.352638,0.668601186,0.257588206,2.595620332,0.009442033,0.186428845
"	Eef1a2",1.456708298,-1.678960257,0.647196887,-2.594203232,0.009481042,0.18679299
"	Iltifb",1.91979868,1.778186352,0.685366688,2.594503617,0.009472762,0.18679299
"	Amh",1.338413509,-1.34017325,0.517072552,-2.591847594,0.009546205,0.187669715
"	Cela1",175.8151105,0.994231895,0.383566964,2.592068631,0.009540074,0.187669715
"	Pcdhga4",1.13556377,-1.591443783,0.614255762,-2.590848767,0.009573955,0.187800731
"	Scara5",2.618452179,-1.874726968,0.723695337,-2.590491984,0.009583885,0.187800731
"	Zfp512",175.2249744,-0.758920635,0.292915558,-2.59091951,0.009571988,0.187800731
"	Atp5l",1835.0165,-0.46790296,0.180669487,-2.589828355,0.00960238,0.187876042
"	Zfp788",391.5497939,0.481181835,0.185812323,2.58961207,0.009608414,0.187876042
"	Gm11205",11.44415172,-1.761194465,0.680268097,-2.588971131,0.009626316,0.188023697
"	Plekhg3",31.20212004,-1.377956582,0.532509477,-2.587665837,0.009662867,0.188534886
"	4933417O13Rik",1.272423392,-1.599979808,0.619437464,-2.58295615,0.009795777,0.188695963
"	Atp5j2",13966.26219,-0.37466874,0.145021661,-2.583536402,0.009779315,0.188695963
"	Cecr6",2.917111831,-1.878175836,0.72701227,-2.58341697,0.009782701,0.188695963
"	Cggbp1",2847.798934,-0.320384361,0.12396025,-2.584573377,0.009749956,0.188695963
"	Kcnt1",3.642987653,-1.900560364,0.73495164,-2.585966561,0.009710635,0.188695963
"	Mybl2",56.04658556,-1.187440508,0.459276802,-2.585457187,0.009724995,0.188695963
"	Mycl",3.681364045,-1.914298747,0.740878727,-2.583821989,0.009771221,0.188695963
"	Myh10",8.568263064,-1.90193115,0.736297759,-2.583100554,0.009791678,0.188695963
"	Otog",6.134498178,-1.941656189,0.750882314,-2.585832895,0.009714401,0.188695963
"	Prrc2b",1520.47763,-0.428531575,0.165723701,-2.585819481,0.00971478,0.188695963
"	Sepn1",80.7837699,-0.905398173,0.350462819,-2.583435745,0.009782169,0.188695963
"	Ube2e3",1287.748236,0.54445455,0.210708634,2.583921409,0.009768405,0.188695963
"	Gm13074",1.570093955,-1.57875168,0.611340441,-2.582442735,0.009810364,0.188776764
"	Tmem179",1.267804153,-1.694176555,0.656145061,-2.58201525,0.009822524,0.188810747
"	Eps8l1",44.69788086,-1.172741676,0.454395684,-2.580882075,0.009854824,0.189231369
"	Adrb1",14.97104079,-1.567980098,0.608102503,-2.578479929,0.009923606,0.189815966
"	D030055H07Rik",2.293724591,-1.809840332,0.701692033,-2.579251649,0.009901463,0.189815966
"	Gm37215",14.66823425,1.600975208,0.620927851,2.578359474,0.009927067,0.189815966
"	Wdr43",1652.094545,0.41499225,0.160917142,2.578918854,0.009911007,0.189815966
"	Muc6",9.361740316,-1.919717352,0.744881131,-2.577213022,0.009960055,0.190246473
"	Sigmar1",109.4823518,1.036045051,0.402092189,2.576635606,0.009976706,0.19036436
"	Ube2r2",1686.792891,0.566106287,0.219909415,2.574270352,0.010045175,0.191469673
"	Gm14455",3.390021235,-1.923598703,0.747623979,-2.572949446,0.010083594,0.191799452
"	Nr1h3",12.53028077,1.821681402,0.708002514,2.572987194,0.010082494,0.191799452
"	Olfm3",1.61467682,-1.588078054,0.617366604,-2.572342014,0.010101305,0.191935356
"	Eif2ak2",234.6396633,0.650572411,0.252964254,2.57179582,0.010117254,0.192037533
"	Celsr2",22.21291545,-1.40598664,0.547045725,-2.570144645,0.010165606,0.192641081
"	Gstm4",32.71780398,1.318282547,0.512953194,2.56998604,0.010170261,0.192641081
"	1700019O17Rik",1.289677086,-1.235886229,0.481137527,-2.568675609,0.010208797,0.192968576
"	Fgfrl1",4.744146639,-1.91589525,0.745770365,-2.569014993,0.010198804,0.192968576
"	Acsl3",24.77682006,1.733761626,0.675133218,2.568028916,0.010227862,0.193127984
"	Akr1e1",897.433802,0.807169661,0.31439098,2.567407187,0.010246221,0.193273742
"	Gstm5",28.27374688,-1.516097079,0.590940381,-2.565566895,0.010300736,0.193814927
"	Ntrk2",2.732867164,-1.901250453,0.741124623,-2.565358639,0.010306921,0.193814927
"	Stk32b",1.834273716,-1.76878454,0.689439065,-2.565541509,0.010301489,0.193814927
"	Snx2",3479.646821,0.490417122,0.191218085,2.564700525,0.010326489,0.193982082
"	Vmn2r72",1.887903242,-1.654651684,0.645424595,-2.563663824,0.010357381,0.194361389
"	Ankrd33b",2.761138437,-1.884912372,0.735562956,-2.562543907,0.010390845,0.194788128
"	Phf7",168.9018679,0.758615368,0.296106562,2.561967429,0.010408108,0.194910598
"	Kcnk18",1.561325739,-1.70295261,0.664855327,-2.56138823,0.010425478,0.19503482
"	A930004J17Rik",22.06097481,-1.483770924,0.579936529,-2.558505716,0.010512309,0.195466344
"	Ajap1",2.473611625,-1.877238051,0.7339222,-2.557816142,0.010533177,0.195466344
"	Arhgef17",4.571436875,-1.916563111,0.749622629,-2.556703918,0.010566912,0.195466344
"	Epg5",174.0436638,-0.682313098,0.266795331,-2.557440174,0.010544569,0.195466344
"	Evl",89.76317965,0.836017373,0.326968739,2.556872491,0.010561792,0.195466344
"	Gm26599",1.234885411,-1.256954849,0.491293985,-2.558457637,0.010513763,0.195466344
"	Grk1",2.23448947,-1.67233087,0.654005465,-2.557059474,0.010556117,0.195466344
"	Kif1a",6.788509621,-1.911028247,0.747405062,-2.55688427,0.010561435,0.195466344
"	Lst1",119.8114959,0.883302901,0.345444949,2.557000481,0.010557907,0.195466344
"	Megf8",5.399401234,-1.921421741,0.751189066,-2.557840399,0.010532442,0.195466344
"	Tbc1d19",91.87748203,1.150915564,0.449772575,2.558883375,0.010500896,0.195466344
"	Rnh1",724.5247738,0.41306288,0.161645586,2.555361328,0.010607762,0.195823166
"	Tmem171",62.1177944,-1.126454224,0.440776267,-2.555614511,0.010600048,0.195823166
"	Cfap57",2.427647166,-1.852424087,0.725428067,-2.553559988,0.010662791,0.196401332
"	Fsip1",1.699883524,-1.809895113,0.708852375,-2.553275091,0.010671517,0.196401332
"	Hist1h2bk",14.30540715,1.61337449,0.631794361,2.553638635,0.010660383,0.196401332
"	5730508B09Rik",696.2520699,-0.747571576,0.29294623,-2.551907134,0.010713507,0.196835456
"	Rab11fip4",246.4763203,-0.730542957,0.286285262,-2.551800784,0.010716778,0.196835456
