gene_name,Cluster_16_Mean_TPM,Cluster_20_Mean_TPM,log10pval,log2FoldChange
Thoc5,26.95087061,21.36063886,-0.190127378,0.321931813
Thoc6,30.85255527,40.10912805,-9.644404425,-0.368049659
Thoc7,110.4394987,126.2712049,-4.763952354,-0.191645374
Thop1,11.00305627,20.58832166,-18.05690703,-0.846849291
Thra,1.51773222,1.780309646,-1.288646273,-0.143120717
Thrap3,72.88221781,100.476562,-16.44441831,-0.457847468
Thtpa,5.642800627,4.722659975,-0.379310897,0.215105726
Thumpd1,24.78218879,29.89709035,-5.49045181,-0.261096236
Thumpd2,5.655973487,5.629218724,-1.790999002,0.005810833
Thumpd3,43.0138905,44.31994962,-2.829355586,-0.042187357
Thy1,662.8284895,633.310197,-1.083679101,0.065622012
Thyn1,34.7763836,34.21466732,-2.355441068,0.022831109
Tia1,29.40269952,28.5553724,-1.296847979,0.04077903
Tial1,56.07872165,75.20759251,-14.55949545,-0.416981716
Ticam1,6.528457669,5.949409468,-0.71065216,0.115463946
Ticrr,5.658414275,18.74433938,-32.84539193,-1.568188558
Tigar,5.744032947,7.794118941,-4.983101424,-0.382927461
Tigd2,34.31802308,23.76360074,-0.984483702,0.512183487
Tigit,12.41114617,13.12454539,-2.741599198,-0.074771893
Timeless,17.0383206,31.98351875,-23.7936997,-0.870680289
Timm10,24.54410753,24.33501834,-1.171339052,0.011857658
Timm10b,150.9869923,162.5689525,-2.992396269,-0.105951075
Timm13,298.7679291,302.2955437,-0.447588289,-0.016878257
Timm17a,119.9715036,139.1097569,-6.241084797,-0.211890183
Timm17b,54.15879554,53.10052837,-1.384144077,0.02794827
Timm21,17.77428045,20.14138597,-5.551405307,-0.171312343
Timm22,53.00912345,52.73910643,-0.828878915,0.007230802
Timm23,14.90169138,14.91776035,-2.838081078,-0.001457136
Timm29,15.14402323,12.20216363,-1.140560181,0.290225771
Timm44,41.33431187,40.70108561,-0.882799836,0.021742497
Timm50,50.7561995,71.96204165,-16.14156428,-0.495414417
Timm8a1,9.225337536,15.02170161,-9.948624988,-0.647878912
Timm8b,98.83957469,103.9241574,-1.712130461,-0.071663185
Timm9,22.11832746,23.89849419,-2.135054519,-0.107021466
Timmdc1,9.423046717,11.88177519,-5.334410865,-0.305554372
Timp2,12.32651774,11.07556483,-1.559475834,0.142209176
Tinf2,15.33075255,29.94707948,-25.89248301,-0.922211992
Tiparp,12.2870673,14.81866104,-4.069546487,-0.251604778
Tipin,90.10373492,192.6698158,-73.16135899,-1.088017016
Tiprl,61.40901333,62.09909685,-2.301961161,-0.015864953
Tirap,2.335864107,3.143567292,-3.369329328,-0.312812833
Tjap1,10.63078814,12.57603643,-4.528385968,-0.223113479
Tjp2,2.558929881,3.286418766,-2.238454774,-0.268329294
Tjp3,5.214319946,5.144586388,-1.664423577,0.01628062
Tk1,55.0111608,184.4819749,-121.9066175,-1.72749276
Tk2,14.24477658,11.39431039,-0.458346931,0.298637004
Tkfc,14.05162173,13.34969015,-1.785399067,0.068899352
Tkt,238.9412845,273.9811047,-7.133070129,-0.196651077
Tlcd1,8.06162571,8.538257524,-2.964165605,-0.073955833
Tlcd2,4.531635014,3.730849349,-0.205947211,0.225606748
Tle1,4.76506026,6.420460382,-3.420942092,-0.36417301
Tle3,35.40456178,33.49725724,-1.833654694,0.07763758
Tle4,18.17577734,15.39563651,-1.054859535,0.225973151
Tlk1,27.08070465,30.34966458,-4.941440278,-0.158870868
Tlk2,10.74038331,12.21176927,-4.094575237,-0.170344169
Tln1,221.0860637,193.6188684,-2.448125196,0.190467277
Tlnrd1,13.99705527,14.76801096,-2.917435799,-0.072321434
Tlr1,2.188574787,2.050404104,-0.483630579,0.063911343
Tm2d1,50.71170121,39.56590716,-0.349299091,0.350223016
Tm2d2,43.39069045,48.66962708,-3.475111159,-0.162106767
Tm2d3,24.16898327,23.85046608,-2.122967118,0.018374028
Tm6sf1,67.19896109,50.82241106,-1.01722671,0.396173623
Tm7sf2,5.527552349,3.901885807,-0.191168717,0.413205246
Tm7sf3,14.21253883,10.06546612,-0.115876895,0.459196721
Tm9sf1,8.894914269,11.94060182,-4.809476817,-0.387145601
Tm9sf2,46.77205367,51.50769992,-4.53322597,-0.136362102
Tm9sf3,106.0681727,109.6090832,-1.666698882,-0.046940179
Tm9sf4,10.75633925,9.236118667,-1.014048583,0.199770118
Tma16,15.38412026,16.02051923,-2.156347044,-0.054976839
Tma7,748.1133131,704.8676583,-1.840723279,0.085786241
Tmbim1,4.294775111,4.698706161,-2.648949188,-0.106064997
Tmbim4,63.33724901,52.69892018,-0.756910869,0.260761172
Tmbim6,447.9550149,340.5198282,-22.05270805,0.394601553
Tmc6,38.56941952,31.25968095,-0.180858199,0.294653731
Tmc8,15.22087698,12.67621286,-0.608010293,0.246183039
Tmcc1,11.92211179,13.47518377,-4.188699286,-0.163739803
Tmco1,88.72877838,101.3499662,-4.346955745,-0.189867951
Tmco3,3.589055856,3.385715014,-0.607484325,0.065385299
Tmco4,14.54994673,20.98710435,-10.91701333,-0.49974798
Tmco6,5.061006331,6.945900498,-4.60992458,-0.390653378
Tmed1,8.080095765,8.168759838,-3.286926717,-0.014019096
Tmed10,115.8380313,122.3844271,-2.063349982,-0.078650362
Tmed2,361.1984355,357.2489032,-0.180365909,0.015818027
Tmed3,51.9126607,58.51013471,-3.813560973,-0.169522418
Tmed4,16.3991203,15.26710478,-2.232940806,0.097056863
Tmed5,119.5826063,108.6233614,-0.350001997,0.137466539
Tmed7,71.67277814,61.45965477,-0.365935066,0.218490464
Tmed8,7.208570083,7.859459029,-2.292311183,-0.110087679
Tmed9,309.5133445,278.9060117,-2.362209301,0.149712798
Tmem101,12.20836769,11.05153308,-1.653939651,0.132235503
Tmem104,4.277479254,4.994645435,-2.116553629,-0.183825423
Tmem106a,3.627130777,2.557848915,-0.09046935,0.379112627
Tmem106b,24.13515575,20.3483991,-0.908907586,0.235578742
Tmem106c,6.105473081,9.488690084,-6.648539682,-0.561831901
Tmem107,7.562610415,16.40030742,-16.94471542,-1.022990203
Tmem108,11.96512466,6.744097332,-0.718232345,0.743467087
Tmem109,22.88018652,42.30262161,-33.08022805,-0.858640266
Tmem11,34.24451522,37.97747966,-4.435892038,-0.145242046
Tmem110,11.11780293,12.16537135,-3.467493197,-0.119620066
Tmem115,21.1700828,21.12054049,-2.717382654,0.003227522
Tmem120a,37.44264314,29.46900446,-0.173106383,0.33536517
Tmem120b,3.286695299,3.430100692,-1.176760396,-0.047473617
Tmem123,87.02385291,66.34527682,-2.96140873,0.386317754
Tmem126a,96.43282911,87.86766883,-0.611071887,0.132749313
Tmem126b,20.45828703,18.98036154,-1.541542893,0.102952225
Tmem127,15.33618077,13.55941816,-1.287325029,0.166118034
Tmem128,108.4171979,88.66933332,-3.265724974,0.287152938
Tmem129,7.181467781,11.53139018,-8.467227252,-0.615114874
Tmem131,6.470088067,6.955371177,-2.702701013,-0.090803993
Tmem131l,23.97596751,25.34494932,-4.490842133,-0.076985839
Tmem135,5.543744293,8.089458003,-6.105000365,-0.474077896
Tmem138,12.68928192,13.63311711,-3.671141189,-0.096190351
Tmem140,10.01783506,5.486039646,-0.254606054,0.764431023
Tmem141,2.068569248,2.039693183,-0.212646311,0.013640431
Tmem143,4.671627532,4.404047997,-1.094105074,0.069722302
Tmem147,67.31177512,72.49496927,-2.546977841,-0.105511219
Tmem14a,3.908441659,3.103753835,-0.192139377,0.258320875
Tmem14c,283.4278573,289.3123818,-1.079245416,-0.029543332
Tmem154,7.21081034,6.743607778,-1.093310734,0.084518731
Tmem156,6.345759816,6.247093607,-0.787015071,0.019509196
Tmem159,2.273950943,1.89076812,-0.006836313,0.179579815
Tmem160,285.8212096,248.1901942,-4.126138484,0.202904413
Tmem161a,16.66345638,13.79115833,-0.99709162,0.256032639
Tmem161b,3.266138298,4.23191176,-2.883817616,-0.294407474
Tmem163,14.88343965,16.06746599,-5.914106088,-0.103725507
Tmem164,10.58177449,11.96354505,-3.288591943,-0.162603984
Tmem165,60.37703644,59.89233846,-0.678029543,0.01143827
Tmem167,266.3840342,263.6042739,-0.227550482,0.015076959
Tmem167b,13.57493364,10.89822556,-0.749031869,0.292742881
Tmem168,23.02614271,19.59789584,-0.752876758,0.222108081
Tmem170b,5.148087138,5.16875418,-1.760333725,-0.004841544
Tmem173,50.94936908,45.83431531,-0.229119254,0.149540254
Tmem175,15.95964483,12.89094306,-0.343719698,0.287961409
Tmem176a,2.430108009,2.496727646,-1.238157569,-0.027751426
Tmem176b,3.25844552,2.665276296,-0.371970289,0.216404937
Tmem177,5.07603835,5.430452238,-1.758436436,-0.081789227
Tmem18,7.806804482,7.564574253,-1.234814685,0.040237106
Tmem181a,11.86436939,11.6833839,-2.284095735,0.020441034
Tmem183a,36.43148473,36.96237428,-1.909697525,-0.020317951
Tmem184b,8.208716428,7.253661603,-1.925280395,0.157965788
Tmem184c,10.79497871,10.9740449,-2.491282908,-0.02173777
Tmem185a,6.514011064,5.645961594,-1.059182494,0.177105284
Tmem185b,12.86745848,10.83874931,-1.065468516,0.228186729
Tmem186,5.16612779,3.980405539,-0.159560428,0.308101568
Tmem189,40.20404029,45.63577647,-4.69659709,-0.178651329
Tmem19,21.44118947,15.91818017,-0.162902296,0.407574756
Tmem191c,8.815207404,8.800768768,-3.498980505,0.002123835
Tmem192,56.02667255,55.88293388,-1.876185534,0.003640978
Tmem199,22.98810534,15.2477082,-0.045559932,0.562082978
Tmem2,5.929921409,6.345254315,-2.112702029,-0.083973451
Tmem201,4.110113236,6.473014079,-6.297791117,-0.54833498
Tmem203,17.38733398,15.96939936,-1.540291169,0.115776815
Tmem206,3.323501509,3.457571921,-1.312158972,-0.044057882
Tmem208,109.3685297,92.72482271,-1.603161739,0.235825767
Tmem209,9.178173618,14.44781781,-11.69513508,-0.601924348
Tmem214,21.27465794,17.64136789,-0.345862553,0.256895549
Tmem216,4.461357912,3.491919786,-0.300865799,0.281927542
Tmem218,1.872633711,2.935679167,-3.782247021,-0.454238572
Tmem219,51.11078996,44.82830488,-0.002770264,0.185343202
Tmem221,6.344591868,4.928678981,-0.178836763,0.308971642
Tmem222,44.16046592,39.41526133,-0.683364831,0.160160194
Tmem229b,15.10710598,12.33651021,-0.582677739,0.272316101
Tmem230,27.35175484,26.55449897,-1.774077145,0.041150139
Tmem234,216.7257365,165.3442305,-10.56905931,0.388340125
Tmem237,6.857006459,9.393774369,-5.767833784,-0.403667995
Tmem238,25.3949776,36.72449808,-12.92160668,-0.515238264
Tmem240,3.33046036,2.833932164,-0.308655629,0.175695591
Tmem241,4.859240023,4.212903016,-0.426342359,0.168626531
Tmem242,36.6725327,33.90520861,-0.802849909,0.110070694
Tmem243,36.15710425,36.01628858,-2.36347707,0.005477822
Tmem245,9.166006273,11.78061803,-6.790975785,-0.330204576
Tmem248,44.01134238,57.86948658,-8.76848962,-0.387231454
Tmem250-ps,6.430223003,5.877945693,-1.499358036,0.111427786
Tmem251,51.78111404,60.58884135,-5.530605028,-0.222647186
Tmem256,180.1203416,159.0350692,-1.535285659,0.178560499
Tmem258,383.7660457,344.5422021,-3.085655966,0.15511957
Tmem259,18.42698231,21.68452347,-5.210894633,-0.223646536
Tmem260,4.443997099,4.828085216,-1.728047757,-0.098355674
Tmem263,8.589362434,11.21167705,-5.618633558,-0.348754538
Tmem267,1.960243416,2.038686899,-0.5184404,-0.037732219
Tmem268,7.944483965,7.071712278,-0.808079492,0.148123502
Tmem29,31.55809557,32.39602101,-2.769861773,-0.036659908
Tmem30a,98.62699095,89.32109184,-0.278460714,0.141473724
Tmem33,61.18093984,56.72205662,-0.354892737,0.107349719
Tmem35b,5.033845859,4.317543764,-0.71930369,0.18231784
Tmem37,12.2593387,8.254222998,-0.031204434,0.518825055
Tmem38b,9.453799972,7.730743171,-0.753164223,0.259851091
Tmem39a,14.27118179,14.02600982,-1.724924433,0.023349762
Tmem39b,13.79471564,14.68089068,-3.005182994,-0.08392554
Tmem41a,5.121231978,6.460233203,-4.172294881,-0.285398686
Tmem41b,26.39135019,33.98173429,-7.653809489,-0.352881433
Tmem42,12.40799693,9.64375321,-0.224521714,0.333086759
Tmem43,15.31660838,18.5863848,-7.241226474,-0.263509928
Tmem5,12.84475348,11.62621071,-0.875239716,0.132917632
Tmem50a,281.4072085,224.1225133,-9.450518962,0.327066574
Tmem50b,7.758347024,8.362110912,-2.018589809,-0.096175243
Tmem55a,7.364274325,7.705039036,-2.516878608,-0.057610388
Tmem55b,16.78929858,20.03783438,-5.488246362,-0.241976575
Tmem57,13.76630296,11.85164523,-0.855598515,0.200355604
Tmem59,143.0834282,129.0921691,-0.400904983,0.147370292
Tmem60,29.34987261,28.01144345,-0.880464871,0.065068383
Tmem62,10.62182351,11.23843877,-3.257065293,-0.074583077
Tmem63a,9.891301586,8.333633669,-0.662030374,0.222665627
Tmem63b,2.46175142,2.32759386,-0.800846875,0.057022772
Tmem64,4.067201019,5.586610496,-3.88710106,-0.378347175
Tmem65,5.281567802,6.404538749,-3.327028849,-0.237285186
Tmem68,11.33601652,11.8564673,-2.760474326,-0.059617671
Tmem69,4.212289901,3.708848741,-0.620934098,0.146542946
Tmem70,36.48447276,35.19326576,-1.348873907,0.050571821
Tmem71,38.86154898,23.91811295,-3.553924686,0.677802956
Tmem8,5.001480521,3.6173388,-0.069862303,0.378256852
Tmem80,19.49905506,16.46424034,-0.781853327,0.231153518
Tmem86a,1.427720447,1.616068231,-0.774541538,-0.107797864
Tmem86b,2.285430581,2.459226595,-1.306581175,-0.07436706
Tmem87a,4.696714435,4.805891464,-1.961696784,-0.027387514
Tmem87b,4.759930404,4.514184008,-0.702728693,0.062903969
Tmem9,21.09408869,18.5442314,-0.941086242,0.176917576
Tmem94,7.784280032,7.847729887,-1.918752286,-0.010383296
Tmem97,31.87913373,57.95066157,-27.439332,-0.842335715
Tmem9b,121.4856943,92.091304,-5.803138233,0.395894948
Tmf1,23.83627949,21.79753409,-1.403088013,0.123571289
Tmod3,52.1423174,52.45464926,-1.78319095,-0.008454291
Tmpo,94.42877571,292.0151468,-151.924538,-1.618478975
Tmppe,8.22403894,7.711365362,-1.413894689,0.082499748
Tmsb10,6660.852381,5688.131499,-21.91915109,0.227714958
Tmsb15b1,9.882340795,8.366264275,-0.582764346,0.216443264
Tmsb15l,3.647587062,4.16295206,-2.645282754,-0.151714311
Tmsb4x,31977.32217,26921.52124,-68.2061648,0.248280724
Tmtc4,2.899737298,4.748847721,-5.105478445,-0.559895875
Tmub1,23.19902314,18.77188683,-0.62294086,0.291498257
Tmub2,21.86466181,15.92827329,-0.009097676,0.433684757
Tmx1,42.39974003,49.72598574,-5.216429414,-0.225038595
Tmx2,21.32516203,24.78858285,-6.542820102,-0.208061849
Tmx3,26.94069911,24.64638111,-1.050212014,0.123612854
Tmx4,7.43863325,8.005196952,-2.718054543,-0.093748475
Tnf,9.554379578,9.712196951,-3.690417963,-0.021412616
Tnfaip1,5.126639693,5.834047211,-2.735816184,-0.157644205
Tnfaip3,157.6585524,167.6333121,-1.489820252,-0.087964266
Tnfaip8,97.18637253,92.96028344,-0.375338508,0.063471739
Tnfaip8l1,11.90558172,18.15776139,-9.532387537,-0.569933817
Tnfaip8l2,57.5158849,44.21011481,-1.494264391,0.372182735
Tnfrsf10b,2.864688017,2.182988209,-0.001580332,0.279970142
Tnfrsf12a,3.532683084,3.818340774,-1.608443071,-0.088171136
Tnfrsf13b,7.91164042,5.552256775,-0.086332873,0.443699126
Tnfrsf13c,7.707397952,6.911519717,-1.113465039,0.138286813
Tnfrsf18,89.31171056,72.25050318,-1.887651065,0.302074402
Tnfrsf1a,22.97022702,16.17060377,-0.011499346,0.481302803
Tnfrsf1b,50.81189965,48.08600696,-1.019728712,0.077971669
Tnfrsf21,1.922049914,2.427360712,-1.560889995,-0.230117214
Tnfrsf22,3.373029619,2.596940896,-1.188175063,0.281862666
Tnfrsf23,3.088338269,2.868254268,-0.527334468,0.079831941
Tnfrsf25,1.534889528,1.104529408,-0.17393117,0.268425205
Tnfrsf26,11.7673848,8.526666983,-0.227235292,0.422419578
Tnfrsf4,2.746206862,2.643223257,-0.303567317,0.04021516
Tnfrsf8,1.138365684,1.307705596,-0.854745166,-0.109950594
Tnfrsf9,51.53925681,67.46938772,-5.644580614,-0.382063318
Tnfsf10,13.54090267,13.31333555,-2.855571885,0.022756918
Tnfsf14,6.327120169,5.818683608,-0.257603747,0.103753032
Tnfsf8,2.133268544,1.800822518,-0.200732034,0.161817859
Tnfsf9,5.708205043,6.88125274,-3.218293519,-0.23249818
Tnik,43.2151804,35.51944673,-0.122170445,0.275876867
Tnip1,31.79312519,28.78121766,-0.459819714,0.138990655
Tnip2,4.596007886,5.102640376,-2.344308251,-0.12503558
Tnip3,5.915316805,4.040654321,-0.054271134,0.456184325
Tnk2,10.75387438,14.64048804,-8.034651739,-0.412149146
Tnks,2.437693556,3.164262812,-1.787814606,-0.276620177
Tnks1bp1,3.178469413,2.962302081,-0.61586224,0.076635701
Tnks2,33.84394668,37.39023348,-3.954807523,-0.139831291
Tnnt1,15.40382925,14.99124116,-2.636808608,0.036750713
Tnp2,2.65234369,2.134178054,-0.076244338,0.220735389
Tnpo1,21.07908801,29.45053087,-11.43863232,-0.463786798
Tnpo2,8.141358406,10.72030434,-4.907228741,-0.358529561
Tnpo3,26.89997747,30.86774457,-5.875636265,-0.191832959
Tnrc18,9.444607859,11.44192445,-4.335146987,-0.252451323
Tnrc6a,36.35186181,39.44018057,-3.000068957,-0.114609283
Tnrc6b,33.10362344,25.29767342,-0.01336642,0.374989862
Tnrc6c,38.69121917,39.83625632,-2.325688304,-0.041030735
Tns1,2.739024975,2.805007655,-0.560433667,-0.025237248
Tob1,25.96721801,18.6962782,-0.106920407,0.453283653
Tob2,45.52475802,37.03554489,-0.220189113,0.290650374
Toe1,19.08190111,25.91727964,-9.343768172,-0.42263676
Togaram1,10.170088,7.788199557,-0.171934617,0.346001016
Tollip,18.06639592,15.06210279,-1.434018681,0.247371382
Tom1,8.739355744,5.779677226,-0.039730863,0.522609752
Tomm20,473.1805604,441.2186941,-2.268194837,0.100676505
Tomm22,341.6893506,309.1691613,-3.048301977,0.143846107
Tomm34,69.86492722,63.08850463,-0.286415547,0.145006171
Tomm40,59.43938855,83.12297432,-11.43013639,-0.477010795
Tomm40l,17.97869318,16.09235842,-1.127315788,0.15102918
Tomm5,187.9401145,174.0235914,-0.558162325,0.110379642
Tomm6,58.36641474,56.06308762,-0.612095527,0.057089177
Tomm7,436.3310093,402.1434758,-2.191144846,0.117432273
Tomm70a,52.05558917,59.15610877,-2.848409887,-0.181206508
Tonsl,256.6582765,220.4112527,-4.188699286,0.21873039
Top1,114.5532604,129.8462004,-3.960421726,-0.179314064
Top1mt,2.524643238,5.57614998,-7.836976481,-0.899765966
Top2a,42.05508742,329.8460489,-215.4498806,-2.941904428
Top2b,47.20285442,52.00759538,-3.141097963,-0.137080515
Top3a,3.641461488,5.369397981,-5.753379094,-0.456577871
Top3b,12.07545717,11.86918689,-1.864937222,0.022940487
Topbp1,27.35280426,59.60886017,-41.60751329,-1.096037278
Topors,31.12326285,28.97507867,-1.409004274,0.099854899
Tor1a,47.31178174,52.52438924,-4.112805501,-0.147821368
Tor1aip1,84.10501225,74.16889558,-0.011753014,0.179108295
Tor1aip2,34.98565405,27.85404028,-0.168751185,0.318648534
Tor1b,14.87500133,14.03226743,-2.139559157,0.078694074
Tor2a,65.26480816,63.78064935,-0.92033188,0.032679959
Tor3a,12.64823205,9.755493541,-0.612056071,0.343640353
Tor4a,7.372684251,4.912229144,-0.099110983,0.501988034
Tox,20.30445872,17.58435843,-1.755052495,0.197066513
Tox4,52.84998334,43.86957634,-0.043038512,0.263208336
Tpcn1,6.544546759,6.704307526,-1.279670319,-0.030231058
Tpcn2,3.537193006,4.399361278,-2.829410942,-0.250988721
Tpd52,6.962198136,9.225995173,-5.735638305,-0.361002572
Tpd52l2,44.0128647,47.94908364,-4.826432285,-0.120944468
Tpgs1,59.78430218,57.8456267,-0.411704828,0.046763588
Tpgs2,34.64671568,29.26901296,-0.089619948,0.235927528
Tpi1,138.8859678,248.966338,-52.5369129,-0.837482576
Tpk1,2.76610928,3.271137364,-1.557632976,-0.181545434
Tpm1,26.30267786,31.86057079,-6.79061783,-0.267315082
Tpm3,553.1523309,567.6246941,-1.01887518,-0.03719414
Tpm3-rs7,28.80346136,29.47292249,-3.427398737,-0.032047973
Tpm4,252.6112062,301.1136184,-10.4052907,-0.252472723
Tpmt,2.965866722,3.324334457,-1.891773338,-0.124841915
Tpp1,13.13160688,12.62842718,-2.096031801,0.052306447
Tpp2,57.16492233,63.77072288,-4.184009758,-0.15519248
Tppp3,5.824505563,16.45928956,-13.49998626,-1.355198424
Tpr,138.1558108,161.3278485,-5.675666365,-0.222209372
Tpra1,8.492811583,8.276941461,-1.409433642,0.03318621
Tprgl,116.8435138,74.2696765,-13.16332934,0.646731678
Tprkb,29.47064228,22.73280059,-0.173730639,0.360537555
Tprn,6.725824953,7.90240282,-3.190029982,-0.204505792
Tpst1,5.423773019,9.143038169,-8.301567273,-0.658997029
Tpst2,192.6121885,180.5674556,-0.721887603,0.092664142
Tpt1,2775.875122,2732.213551,-0.618654195,0.022864115
Tpx2,18.18955839,97.20396014,-118.8544478,-2.355459692
Tra2a,56.71889054,78.31820215,-15.44443909,-0.458608409
Tra2b,231.5053577,268.5635821,-9.138407644,-0.213361641
Trabd,68.62228362,54.00548476,-1.644358945,0.339973654
Tradd,70.6916786,67.67478467,-0.417439756,0.06202519
Traf1,143.9419061,116.0452962,-2.391395351,0.308407815
Traf2,30.37213444,34.58618338,-2.776015496,-0.181833524
Traf3,14.1364367,14.04545936,-2.211588782,0.008697462
Traf3ip1,5.379264143,6.057306649,-2.946465766,-0.145727682
Traf3ip2,17.31774807,14.93294098,-1.27492916,0.201229563
Traf3ip3,102.0423166,64.86658928,-11.57920822,0.645618182
Traf4,43.67590176,39.44456193,-0.996061819,0.143551115
Traf5,27.04698014,27.28688808,-2.619741423,-0.012288028
Traf6,12.8533156,10.05331406,-1.711373496,0.325752317
Traf7,32.62940339,36.28730989,-4.142875069,-0.148961532
Trafd1,43.92532296,36.02280168,-0.427854602,0.279114801
Traip,6.370146913,25.4056919,-51.71639899,-1.841083662
Trak1,8.620115176,10.57003721,-4.638113662,-0.266267433
Trak2,10.28991989,11.05170869,-2.84596219,-0.094202457
Tram1,193.4321412,158.2942402,-4.721568285,0.287572626
Tram2,3.901180657,4.787049159,-2.944203183,-0.239698574
Trap1,28.93297538,37.79951671,-7.892630463,-0.37430299
Trappc1,91.45256503,87.14387876,-0.283008821,0.068852963
Trappc10,13.2129585,16.16782542,-6.230394166,-0.27250042
Trappc11,7.849640134,9.675954479,-4.114818944,-0.270674364
Trappc12,17.27690424,14.71546771,-1.998965509,0.217836517
Trappc13,24.49246624,27.01913462,-3.678322143,-0.136341446
Trappc2,17.53972606,14.07973566,-0.356853143,0.298008788
Trappc2l,75.63875196,76.55379741,-0.863616054,-0.017123357
Trappc3,63.55702659,60.11010243,-0.482938184,0.079163232
Trappc4,115.5104236,98.36615949,-2.811429965,0.22963252
Trappc5,61.71844376,64.1408068,-1.790230089,-0.054671826
Trappc6a,77.754667,70.77767263,-0.029643077,0.133830275
Trappc6b,74.59212748,83.5226406,-3.402678882,-0.161101847
Trappc8,10.84084867,11.56404457,-3.63148333,-0.085528479
Trappc9,5.222102847,5.810244999,-2.406377088,-0.130304459
Trdmt1,7.35440895,6.846824996,-1.896863968,0.090428741
Treml2,5.920470291,4.296563743,-0.006907985,0.385813397
Triap1,41.44514187,38.279958,-1.095991648,0.11180605
Trib1,4.132709931,4.943933862,-2.159639147,-0.211697333
Trib2,20.60698588,20.83632974,-2.780537204,-0.015232554
Trim11,12.98782284,11.11635112,-0.725176684,0.207216137
Trim12a,64.28215252,37.61909506,-4.389855209,0.757374269
Trim12c,38.17038789,22.8899238,-2.0308806,0.713361163
Trim13,6.871705858,3.762733058,-0.578260528,0.724886622
Trim14,4.822554278,4.210900151,-0.853706165,0.160119573
Trim21,4.119074208,3.877635216,-1.001037574,0.069701053
Trim23,3.659519207,5.602904386,-4.752686789,-0.502919657
Trim24,7.213709269,8.216844396,-4.141323689,-0.166239012
Trim25,15.59331642,16.17199046,-3.528753221,-0.049455017
Trim26,34.67500278,35.69166651,-1.538187351,-0.04053889
Trim27,78.35682703,99.72453639,-8.04446536,-0.343988917
Trim28,51.02087397,91.06911216,-36.39379482,-0.823626597
Trim30a,70.89175595,53.08365833,-1.229624321,0.4106336
Trim30d,12.5511147,7.233322619,-0.539354327,0.718864867
Trim32,4.099241482,3.634908064,-0.36796666,0.137741938
Trim33,9.362452272,11.18675633,-4.408657984,-0.233948727
Trim34a,14.58266456,7.595958282,-0.813008991,0.858211562
Trim35,21.10638038,21.46827676,-1.951360519,-0.023426656
Trim37,6.174481953,11.18732796,-10.87077535,-0.764435285
Trim39,7.507048855,6.627358148,-0.37459854,0.157475295
Trim41,8.520043233,8.679555567,-3.03229858,-0.023972683
Trim44,14.08351619,13.53504945,-1.664423577,0.053436801
Trim46,2.55632276,2.06831406,-0.082768803,0.212940105
Trim5,17.21656128,12.71215763,-0.129674038,0.409795049
Trim56,8.102995288,6.240701164,-0.410308547,0.330211924
Trim59,11.64671042,22.31299014,-18.71234109,-0.882371888
Trim65,4.510188496,4.079586133,-1.245585964,0.117390716
Trim68,3.40506317,2.869369529,-0.068923711,0.187064194
Trim8,22.48819476,17.72277825,-0.099498799,0.327141305
Triobp,38.87730991,43.11709211,-3.987940663,-0.145769612
Trip10,4.050129149,3.511907337,-0.247168984,0.162582844
Trip11,21.16645916,19.26926419,-1.940581109,0.129084617
Trip12,42.23674903,43.8624172,-2.874372004,-0.053249305
Trip13,9.000483595,34.26681132,-59.3498567,-1.818241373
Trip4,24.75332772,17.13192407,-0.152523371,0.506226838
Trir,251.5152933,320.3818291,-23.75468734,-0.347917596
Trit1,7.333712542,7.534276659,-1.549099863,-0.034309542
Trmo,5.552062323,7.520286412,-5.433404865,-0.378952848
Trmt1,23.42735676,24.17899732,-3.753968297,-0.043723072
Trmt10a,13.9805282,12.2925006,-1.51410724,0.172475962
Trmt10b,6.544920358,7.74913099,-2.991472294,-0.213634056
Trmt10c,26.6596321,26.44925784,-1.617957325,0.011014825
Trmt11,10.47088833,11.39473261,-2.303445212,-0.111750027
Trmt112,183.106632,190.6410502,-1.769961115,-0.057865027
Trmt12,3.539152335,4.340834879,-2.756760343,-0.234642375
Trmt13,10.25870475,10.47430946,-2.038419784,-0.02736647
Trmt1l,23.79286829,19.84515081,-0.528009402,0.250213377
Trmt2a,16.49956279,20.35432318,-6.625660144,-0.287209295
Trmt2b,12.30667308,15.04645484,-5.715353637,-0.270104681
Trmt44,2.935674292,3.796468713,-1.590982657,-0.285361815
Trmt5,4.714962807,3.696679688,-0.359489661,0.283102904
Trmt6,27.35969091,37.72867356,-8.897690066,-0.449560281
Trmt61a,12.22653864,13.43650217,-3.431886085,-0.126285673
Trmu,6.044906721,6.887356333,-2.785345396,-0.162961217
Trnau1ap,46.81023559,41.65758363,-0.951659923,0.164517269
Trnt1,32.24752421,30.47219856,-1.383560908,0.079168949
Troap,2.350887755,9.158060694,-23.33537505,-1.600009733
Trove2,3.220232636,2.291407446,-0.137741711,0.358617898
Trp53,99.53659743,110.429627,-4.319451947,-0.1484121
Trp53bp1,5.302389303,5.902074606,-2.566343174,-0.131131195
Trp53bp2,4.183829576,4.31276444,-1.482040628,-0.035444459
Trp53i11,23.24160832,26.28426385,-5.373802628,-0.170583701
Trp53i13,25.24994673,27.61957521,-4.760350355,-0.124687764
Trp53inp1,20.35700226,14.46362329,-0.149142789,0.465830762
